"row","page_id","phrase_id","vietnamese","english","source_lane","source_path","section_count","phrase_row_count","breakdown_token_count","audio_status","alias_count","verdict","issue_codes","issue_messages"
"839","viet-phrase-directions-2","directions-2","Ở gần đây không?","Is it near here?","tier1","content-draft/viet/canonical-pages/tier-one/directions-navigation/directions-near.json","4","7","4","ready","1","PASS","",""
"840","viet-phrase-directions-3","directions-3","Đi bộ mất bao lâu?","How long does it take on foot?","tier1","content-draft/viet/canonical-pages/tier-one/directions-navigation/directions-how-long.json","4","7","4","ready","1","PASS","",""
"841","viet-phrase-directions-4","directions-4","Rẽ trái ở đâu?","Where do I turn left?","tier1","content-draft/viet/canonical-pages/tier-one/directions-navigation/directions-turn-left.json","4","7","3","ready","2","PASS","",""
"842","viet-phrase-directions-5","directions-5","Tôi rẽ phải đúng không?","Should I turn right?","tier1","content-draft/viet/canonical-pages/tier-one/directions-navigation/directions-turn-right.json","4","7","4","ready","2","PASS","",""
"843","viet-phrase-directions-6","directions-6","Tôi đi thẳng phải không?","Should I go straight?","tier1","content-draft/viet/canonical-pages/tier-one/directions-navigation/directions-go-straight.json","4","7","4","ready","2","PASS","",""
"844","viet-phrase-directions-7","directions-7","Cảm ơn, tôi hiểu rồi","Thanks, I understand now","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/directions-navigation/thank-you-cam-on-toi-hieu-roi.json","5","6","5","ready","3","PASS","",""
"845","viet-phrase-directions-8","directions-8","Điểm đón ở đâu?","Where is the pickup point?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/directions-navigation/directions-8.json","3","6","3","ready","2","PASS","",""
"846","viet-phrase-directions-9","directions-9","Lối ra nào?","Which exit?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/directions-navigation/directions-9.json","3","5","3","ready","2","PASS","",""
"847","viet-phrase-emergency-1","emergency-1","Gọi công an","Call the police","tier1","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-police.json","4","8","4","ready","1","PASS","",""
"848","viet-phrase-emergency-2","emergency-2","Gọi xe cứu thương","Call an ambulance","tier1","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-ambulance.json","4","8","3","ready","1","PASS","",""
"849","viet-phrase-emergency-3","emergency-3","Tôi mất hộ chiếu","I lost my passport","tier1","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-passport.json","4","8","4","ready","1","PASS","",""
"850","viet-phrase-emergency-4","emergency-4","Tôi cảm thấy không an toàn","I feel unsafe","tier1","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-not-safe.json","4","8","4","ready","2","PASS","",""
"851","viet-phrase-emergency-5","emergency-5","Cứu tôi với!","Help!","child","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-emergency--emergency-5.json","5","6","4","ready","1","PASS","",""
"852","viet-phrase-emergency-6","emergency-6","Túi của tôi bị lấy mất","My bag was stolen","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/emergency-safety/emergency-6.json","3","5","6","ready","2","PASS","",""
"853","viet-phrase-emergency-7","emergency-7","Tôi cần đại sứ quán","I need the embassy","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/emergency-safety/emergency-7.json","3","5","4","ready","2","PASS","",""
"854","viet-phrase-emergency-emergency","emergency-emergency","Đây là trường hợp khẩn cấp","This is an emergency","tier1","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-emergency.json","5","9","4","ready","2","PASS","",""
"855","viet-phrase-emergency-hospital","emergency-hospital","Bệnh viện gần nhất ở đâu?","Where is the nearest hospital?","tier1","content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-hospital.json","4","8","4","ready","2","PASS","",""
"856","viet-phrase-emergency-premium-passport-report","emergency-premium-passport-report","Tôi cần một báo cáo về hộ chiếu bị mất của tôi.","I need a report for my lost passport.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/emergency-safety/emergency-premium-passport-report.json","3","5","9","ready","2","PASS","",""
"857","viet-phrase-emergency-premium-phone-stolen","emergency-premium-phone-stolen","Điện thoại của tôi đã bị đánh cắp.","My phone was stolen.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/emergency-safety/emergency-premium-phone-stolen.json","3","5","7","ready","2","PASS","",""
"858","viet-phrase-emergency-premium-police-station","emergency-premium-police-station","Làm ơn đưa tôi đến đồn cảnh sát.","Please take me to the police station.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/emergency-safety/emergency-premium-police-station.json","3","5","6","ready","2","PASS","",""
"859","viet-phrase-emergency-premium-take-me-safe","emergency-premium-take-me-safe","Làm ơn đưa tôi đến nơi nào đó an toàn.","Please take me somewhere safe.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/emergency-safety/emergency-premium-take-me-safe.json","3","5","9","ready","2","PASS","",""
"860","viet-phrase-emergency-premium-tourist-police","emergency-premium-tourist-police","Tôi cần cảnh sát du lịch.","I need the tourist police.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/emergency-safety/emergency-premium-tourist-police.json","3","5","5","ready","2","PASS","",""
"861","viet-phrase-emergency-premium-wallet-stolen","emergency-premium-wallet-stolen","Ví của tôi đã bị đánh cắp.","My wallet was stolen.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/emergency-safety/emergency-premium-wallet-stolen.json","3","5","7","ready","2","PASS","",""
"862","viet-phrase-food-1","food-1","Cho tôi một phần","One portion please","tier1","content-draft/viet/canonical-pages/tier-one/food-drink/food-one-portion.json","4","11","4","ready","1","PASS","",""
"863","viet-phrase-food-15","food-15","Món này có trứng hay đậu phộng không?","Does this have egg or peanuts?","child","content-draft/viet/canonical-pages/tier-one/food-drink/food-peanut-allergy--food-15.json","5","7","8","ready","1","PASS","",""
"864","viet-phrase-food-16","food-16","Đây không phải món tôi gọi","This isn’t what I ordered","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/food-drink/food-16.json","3","5","7","ready","2","PASS","",""
"865","viet-phrase-food-17","food-17","Trả riêng được không?","Can we pay separately?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/food-drink/food-17.json","3","5","4","ready","2","PASS","",""
"866","viet-phrase-food-2","food-2","Cho tôi tô này","I’ll take this bowl","tier1","content-draft/viet/canonical-pages/tier-one/food-drink/food-this-bowl.json","4","11","5","ready","1","PASS","",""
"867","viet-phrase-food-3","food-3","Không cay nhé","Not spicy please","tier1","content-draft/viet/canonical-pages/tier-one/food-drink/food-not-spicy.json","5","12","3","ready","1","PASS","",""
"868","viet-phrase-food-4","food-4","Cho thêm rau","More herbs please","tier1","content-draft/viet/canonical-pages/tier-one/food-drink/food-more-herbs.json","4","11","4","ready","1","PASS","",""
"869","viet-phrase-food-5","food-5","Có nước suối không?","Do you have bottled water?","tier1","content-draft/viet/canonical-pages/tier-one/food-drink/food-bottled-water.json","4","11","4","ready","1","PASS","",""
"870","viet-phrase-food-6","food-6","Cho tôi muỗng với đũa","A spoon and chopsticks please","tier1","content-draft/viet/canonical-pages/tier-one/food-drink/food-utensils.json","4","11","6","ready","1","PASS","",""
"871","viet-phrase-food-7","food-7","Gói mang về","Pack it to go","tier1","content-draft/viet/canonical-pages/tier-one/food-drink/food-pack-to-go.json","4","11","3","ready","1","PASS","",""
"872","viet-phrase-food-menu","food-menu","Cho tôi xem thực đơn được không?","Can I see the menu?","tier1","content-draft/viet/canonical-pages/tier-one/food-drink/food-menu.json","4","11","6","ready","1","PASS","",""
"873","viet-phrase-food-need-table","food-need-table","Cho tôi bàn cho hai người nhé","A table for two, please","tier1","content-draft/viet/canonical-pages/tier-one/food-drink/food-need-table.json","4","11","5","ready","2","PASS","",""
"874","viet-phrase-food-not-spicy-clearer","food-not-spicy-clearer","Ít cay thôi","Less spicy, please","child","content-draft/viet/canonical-pages/tier-one/food-drink/food-not-spicy--food-not-spicy-clearer.json","5","6","3","ready","1","PASS","",""
"875","viet-phrase-food-peanut-allergy","food-peanut-allergy","Tôi bị dị ứng đậu phộng","I am allergic to peanuts","tier1","content-draft/viet/canonical-pages/tier-one/food-drink/food-peanut-allergy.json","5","12","4","ready","1","PASS","",""
"876","viet-phrase-food-premium-has-meat-in-it","food-premium-has-meat-in-it","Cái này có thịt trong đó.","This has meat in it.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/food-drink/food-premium-has-meat-in-it.json","3","5","7","ready","2","PASS","",""
"877","viet-phrase-food-premium-has-peanuts","food-premium-has-peanuts","Cái này có đậu phộng không?","Does this have peanuts?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/food-drink/food-premium-has-peanuts.json","3","5","6","ready","2","PASS","",""
"878","viet-phrase-food-premium-no-meat","food-premium-no-meat","Làm ơn đừng có thịt.","No meat, please.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/food-drink/food-premium-no-meat.json","3","5","5","ready","2","PASS","",""
"879","viet-phrase-food-premium-too-spicy-now","food-premium-too-spicy-now","Món này quá cay đối với tôi.","This is too spicy for me.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/food-drink/food-premium-too-spicy-now.json","3","5","8","ready","2","PASS","",""
"880","viet-phrase-food-premium-which-dish-safe","food-premium-which-dish-safe","Món ăn nào an toàn nhất cho người bị dị ứng này?","Which dish is safest for this allergy?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/food-drink/food-premium-which-dish-safe.json","3","5","9","ready","2","PASS","",""
"881","viet-phrase-food-premium-without-this-ingredient","food-premium-without-this-ingredient","Bạn có thể làm nó mà không cần thành phần này?","Can you make it without this ingredient?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/food-drink/food-premium-without-this-ingredient.json","3","5","11","ready","2","PASS","",""
"882","viet-phrase-food-vegetarian","food-vegetarian","Tôi ăn chay","I am vegetarian","tier1","content-draft/viet/canonical-pages/tier-one/food-drink/food-vegetarian.json","4","11","3","ready","1","PASS","",""
"883","viet-phrase-health-1","health-1","Nhà thuốc ở đâu?","Where is the pharmacy?","child","content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-pharmacy--health-1.json","5","6","3","ready","1","PASS","",""
"884","viet-phrase-health-2","health-2","Tôi bị đau đầu","I have a headache","tier1","content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-headache.json","4","7","4","ready","2","PASS","",""
"885","viet-phrase-health-3","health-3","Tôi đau bụng","My stomach hurts","tier1","content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-stomach.json","4","7","3","ready","2","PASS","",""
"886","viet-phrase-health-4","health-4","Có thuốc say xe không?","Do you have motion sickness medicine?","tier1","content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-motion-sickness.json","4","7","4","ready","2","PASS","",""
"887","viet-phrase-health-5","health-5","Tôi bị dị ứng cái này","I am allergic to this","tier1","content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-allergy.json","4","7","5","ready","2","PASS","",""
"888","viet-phrase-health-6","health-6","Tôi cần thuốc tiêu chảy","I need something for diarrhea","tier1","content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-diarrhea.json","4","7","5","ready","2","PASS","",""
"889","viet-phrase-health-pharmacy-clearer","health-pharmacy-clearer","Nhà thuốc gần nhất ở đâu?","Where is the nearest pharmacy?","tier1","content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-pharmacy.json","5","8","4","ready","1","PASS","",""
"890","viet-phrase-hello-alo","hello-alo","Alô","Hello on the phone","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-alo.json","6","6","1","ready","3","PASS","",""
"891","viet-phrase-hello-chao","hello-chao","Chào","Hi / hello","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-chao.json","6","4","1","ready","2","PASS","",""
"892","viet-phrase-hello-chao-anh","hello-chao-anh","Chào anh","Hello to an older man","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-chao-anh.json","5","3","3","ready","3","PASS","",""
"893","viet-phrase-hello-chao-ba","hello-chao-ba","Chào bà","Hello to an elderly woman","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-chao-ba.json","5","1","3","ready","3","PASS","",""
"894","viet-phrase-hello-chao-ban","hello-chao-ban","Chào bạn","Hi there / hello friend","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-chao-ban.json","6","6","3","ready","2","PASS","",""
"895","viet-phrase-hello-chao-chi","hello-chao-chi","Chào chị","Hello to an older woman","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-chao-chi.json","5","3","3","ready","3","PASS","",""
"896","viet-phrase-hello-chao-chu","hello-chao-chu","Chào chú","Hello to an uncle-age man","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-chao-chu.json","5","1","3","ready","3","PASS","",""
"897","viet-phrase-hello-chao-co","hello-chao-co","Chào cô","Hello to an aunt-age woman","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-chao-co.json","5","1","3","ready","3","PASS","",""
"898","viet-phrase-hello-chao-em","hello-chao-em","Chào em","Hello to a younger person","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-chao-em.json","5","3","3","ready","3","PASS","",""
"899","viet-phrase-hello-chao-ong","hello-chao-ong","Chào ông","Hello to an elderly man","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-chao-ong.json","5","2","3","ready","3","PASS","",""
"900","viet-phrase-hello-da-chao-anh-chi","hello-da-chao-anh-chi","Dạ, chào anh/chị","Hello, sir or ma'am","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-da-chao-anh-chi.json","6","6","4","ready","3","PASS","",""
"901","viet-phrase-hello-good-afternoon","hello-good-afternoon","Chào buổi chiều","Good afternoon","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-good-afternoon.json","6","6","3","ready","2","PASS","",""
"902","viet-phrase-hello-good-morning","hello-good-morning","Chào buổi sáng","Good morning","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/hello-good-morning.json","6","6","3","ready","2","PASS","",""
"903","viet-phrase-help-2","help-2","Gọi khách sạn giúp tôi","Please call the hotel for me","tier1","content-draft/viet/canonical-pages/tier-one/problems-help/help-call-hotel.json","4","5","5","ready","2","PASS","",""
"904","viet-phrase-help-3","help-3","Tôi cần quản lý","I need the manager","tier1","content-draft/viet/canonical-pages/tier-one/problems-help/help-manager.json","4","5","4","ready","2","PASS","",""
"905","viet-phrase-help-4","help-4","Tôi bị tính tiền hai lần","I was charged twice","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/problems-help/help-4.json","3","5","6","ready","2","PASS","",""
"906","viet-phrase-help-5","help-5","Tôi cần làm biên bản","I need to file a report","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/problems-help/help-5.json","3","5","6","ready","2","PASS","",""
"907","viet-phrase-help-need-help-direct","help-need-help-direct","Giúp tôi với","I need help","tier1","content-draft/viet/canonical-pages/tier-one/problems-help/help-need-help.json","4","5","4","ready","2","PASS","",""
"908","viet-phrase-help-premium-call-this-number","help-premium-call-this-number","Bạn có thể gọi số này hộ tôi được không?","Can you call this number for me?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/problems-help/help-premium-call-this-number.json","3","5","9","ready","2","PASS","",""
"909","viet-phrase-help-premium-come-with-me","help-premium-come-with-me","Bạn có thể đi cùng tôi được không?","Can you come with me?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/problems-help/help-premium-come-with-me.json","3","5","7","ready","2","PASS","",""
"910","viet-phrase-help-premium-contact-embassy","help-premium-contact-embassy","Bạn có thể giúp tôi liên hệ với đại sứ quán được không?","Can you help me contact the embassy?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/problems-help/help-premium-contact-embassy.json","3","5","9","ready","2","PASS","",""
"911","viet-phrase-help-premium-print-document","help-premium-print-document","Tôi cần một bản in của tài liệu này.","I need a printed copy of this document.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/problems-help/help-premium-print-document.json","3","5","9","ready","2","PASS","",""
"912","viet-phrase-help-premium-translate-for-me","help-premium-translate-for-me","Bạn có thể dịch giúp tôi được không?","Can you help translate for me?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/problems-help/help-premium-translate-for-me.json","3","5","7","ready","2","PASS","",""
"913","viet-phrase-hotel-1","hotel-1","Tôi có đặt phòng","I have a reservation","tier1","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-reservation.json","4","8","4","ready","1","PASS","",""
"914","viet-phrase-hotel-2","hotel-2","Cho tôi nhận phòng","I’d like to check in","tier1","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-check-in.json","5","9","4","ready","1","PASS","",""
"915","viet-phrase-hotel-3","hotel-3","Mấy giờ trả phòng?","What time is check-out?","tier1","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-checkout-time.json","4","8","3","ready","2","PASS","",""
"916","viet-phrase-hotel-4","hotel-4","Phòng này nóng quá","This room is too hot","tier1","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-room-hot.json","4","8","5","ready","2","PASS","",""
"917","viet-phrase-hotel-5","hotel-5","Máy lạnh không chạy","The air conditioner isn’t working","tier1","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-aircon-broken.json","4","8","4","ready","2","PASS","",""
"918","viet-phrase-hotel-6","hotel-6","Cho tôi thêm khăn","More towels please","tier1","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-more-supplies.json","5","9","5","ready","2","PASS","",""
"919","viet-phrase-hotel-7","hotel-7","Giữ hành lý giúp tôi","Please hold my luggage","tier1","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-luggage.json","4","8","5","ready","1","PASS","",""
"920","viet-phrase-hotel-8","hotel-8","Thẻ phòng không mở được","The key card doesn’t work","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-8.json","3","5","5","ready","2","PASS","",""
"921","viet-phrase-hotel-9","hotel-9","Gọi taxi giúp tôi được không?","Can you call a taxi for me?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-9.json","4","6","6","ready","2","PASS","",""
"922","viet-phrase-hotel-check-in-polite","hotel-check-in-polite","Cho tôi nhận phòng nhé","I’d like to check in, please","child","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-check-in--hotel-check-in-polite.json","5","6","5","ready","1","PASS","",""
"923","viet-phrase-hotel-checkout","hotel-checkout","Cho tôi trả phòng","I’d like to check out","tier1","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-checkout.json","4","8","4","ready","2","PASS","",""
"924","viet-phrase-hotel-more-supplies-paper","hotel-more-supplies-paper","Cho tôi thêm giấy vệ sinh được không?","Can I have more toilet paper?","child","content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-more-supplies--hotel-more-supplies-paper.json","5","6","6","ready","1","PASS","",""
"925","viet-phrase-hotel-premium-booking-wrong","hotel-premium-booking-wrong","Tôi nghĩ có vấn đề với việc đặt phòng của tôi.","I think there is a problem with my booking.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-premium-booking-wrong.json","3","5","10","ready","2","PASS","",""
"926","viet-phrase-hotel-premium-different-room","hotel-premium-different-room","Tôi đã đặt một phòng khác.","I booked a different room.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-premium-different-room.json","3","5","6","ready","2","PASS","",""
"927","viet-phrase-hotel-premium-late-checkout","hotel-premium-late-checkout","Tôi có thể trả phòng sau được không?","Can I check out later?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-premium-late-checkout.json","3","5","6","ready","2","PASS","",""
"928","viet-phrase-hotel-premium-no-hot-water","hotel-premium-no-hot-water","Ở đây không có nước nóng.","There is no hot water.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-premium-no-hot-water.json","3","5","6","ready","2","PASS","",""
"929","viet-phrase-hotel-premium-room-not-ready","hotel-premium-room-not-ready","Căn phòng vẫn chưa sẵn sàng.","The room is not ready yet.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-premium-room-not-ready.json","3","5","6","ready","2","PASS","",""
"930","viet-phrase-hotel-premium-too-noisy","hotel-premium-too-noisy","Căn phòng quá ồn ào.","The room is too noisy.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-premium-too-noisy.json","3","5","4","ready","2","PASS","",""
"931","viet-phrase-hotel-quiet-room","hotel-quiet-room","Cho tôi phòng yên tĩnh được không?","Can I have a quiet room?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/hotel-accommodation/hotel-quiet-room.json","3","5","5","ready","2","PASS","",""
"932","viet-phrase-how-are-you-anh","how-are-you-anh","Anh khỏe không?","How are you, older man?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/social-small-talk/how-are-you-anh.json","4","3","4","ready","2","PASS","",""
"933","viet-phrase-how-are-you-chi","how-are-you-chi","Chị khỏe không?","How are you, older woman?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/social-small-talk/how-are-you-chi.json","4","3","4","ready","2","PASS","",""
"934","viet-phrase-how-are-you-em","how-are-you-em","Em khỏe không?","How are you, younger person?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/social-small-talk/how-are-you-em.json","4","3","4","ready","2","PASS","",""
"935","viet-phrase-money-how-much-common","money-how-much-common","Cái này nhiêu tiền?","How much is this?","child","content-draft/viet/canonical-pages/tier-one/money-numbers-prices/money-how-much--money-how-much-common.json","5","6","5","ready","1","PASS","",""
"936","viet-phrase-money-premium-price-changed","money-premium-price-changed","Sao bây giờ giá lại khác thế?","Why is the price different now?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/money-numbers-prices/money-premium-price-changed.json","3","5","7","ready","2","PASS","",""
"937","viet-phrase-money-premium-service-included","money-premium-service-included","Dịch vụ đã được bao gồm chưa?","Is service already included?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/money-numbers-prices/money-premium-service-included.json","3","5","8","ready","2","PASS","",""
"938","viet-phrase-money-premium-split-payment","money-premium-split-payment","Chúng ta có thể chia tiền thanh toán được không?","Can we split the payment?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/money-numbers-prices/money-premium-split-payment.json","3","5","7","ready","2","PASS","",""
"939","viet-phrase-money-premium-total-wrong","money-premium-total-wrong","Tổng số này là sai.","This total is wrong.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/money-numbers-prices/money-premium-total-wrong.json","3","5","6","ready","2","PASS","",""
"940","viet-phrase-money-premium-what-fee","money-premium-what-fee","Khoản phí này dùng để làm gì?","What is this fee for?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/money-numbers-prices/money-premium-what-fee.json","3","5","7","ready","2","PASS","",""
"941","viet-phrase-money-premium-write-total","money-premium-write-total","Hãy viết tổng số ra.","Please write the total down.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/money-numbers-prices/money-premium-write-total.json","3","5","6","ready","2","PASS","",""
"942","viet-phrase-phone-1","phone-1","Mật khẩu Wi-Fi là gì?","What is the Wi-Fi password?","tier1","content-draft/viet/canonical-pages/tier-one/phone-internet-power/phone-wifi-password.json","5","8","4","ready","2","PASS","",""
"943","viet-phrase-phone-2","phone-2","Có bán SIM không?","Do you sell SIM cards?","tier1","content-draft/viet/canonical-pages/tier-one/phone-internet-power/phone-sim.json","4","7","4","ready","1","PASS","",""
"944","viet-phrase-phone-3","phone-3","Điện thoại tôi hết pin rồi","My phone battery is dead","tier1","content-draft/viet/canonical-pages/tier-one/phone-internet-power/phone-battery-dead.json","4","7","6","ready","2","PASS","",""
"945","viet-phrase-phone-4","phone-4","Có sạc không?","Do you have a charger?","tier1","content-draft/viet/canonical-pages/tier-one/phone-internet-power/phone-charger.json","4","7","4","ready","2","PASS","",""
"946","viet-phrase-phone-5","phone-5","Tôi sạc điện thoại ở đây được không?","Can I charge my phone here?","tier1","content-draft/viet/canonical-pages/tier-one/phone-internet-power/phone-charge-here.json","4","7","6","ready","2","PASS","",""
"947","viet-phrase-phone-6","phone-6","Tôi cần nạp thêm dữ liệu","I need a data top-up","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/phone-internet-power/phone-6.json","3","5","7","ready","2","PASS","",""
"948","viet-phrase-phone-7","phone-7","eSIM của tôi không hoạt động","My eSIM is not working","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/phone-internet-power/phone-7.json","3","5","4","ready","2","PASS","",""
"949","viet-phrase-phone-premium-activate-sim","phone-premium-activate-sim","Bạn có thể giúp tôi kích hoạt SIM được không?","Can you help me activate the SIM?","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/phone-internet-power/phone-premium-activate-sim.json","3","5","9","ready","2","PASS","",""
"950","viet-phrase-phone-premium-data-not-working","phone-premium-data-not-working","Dữ liệu của tôi không hoạt động.","My data is not working.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/phone-internet-power/phone-premium-data-not-working.json","3","5","5","ready","2","PASS","",""
"951","viet-phrase-phone-premium-login-page-not-loading","phone-premium-login-page-not-loading","Trang đăng nhập Wi-Fi không tải.","The Wi-Fi login page is not loading.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/phone-internet-power/phone-premium-login-page-not-loading.json","3","5","6","ready","2","PASS","",""
"952","viet-phrase-phone-premium-no-signal","phone-premium-no-signal","Không có tín hiệu ở đây.","There is no signal here.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/phone-internet-power/phone-premium-no-signal.json","3","5","6","ready","2","PASS","",""
"953","viet-phrase-phone-premium-otp-not-arriving","phone-premium-otp-not-arriving","Mã xác minh không đến.","The verification code is not arriving.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/phone-internet-power/phone-premium-otp-not-arriving.json","3","5","4","ready","2","PASS","",""
"954","viet-phrase-phone-premium-password-not-working","phone-premium-password-not-working","Mật khẩu Wi-Fi không hoạt động.","The Wi-Fi password is not working.","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/phone-internet-power/phone-premium-password-not-working.json","3","5","3","ready","2","PASS","",""
"955","viet-phrase-phone-wifi-common","phone-wifi-common","Pass Wi-Fi là gì?","What is the Wi-Fi password?","child","content-draft/viet/canonical-pages/tier-one/phone-internet-power/phone-wifi-password--phone-wifi-common.json","5","6","5","ready","1","PASS","",""
"956","viet-phrase-polite-1","polite-1","Xin chào","Hello","tier1","content-draft/viet/canonical-pages/tier-one/polite-basics/polite-hello.json","5","3","3","ready","2","PASS","",""
"957","viet-phrase-polite-2","polite-2","Cảm ơn","Thank you","tier1","content-draft/viet/canonical-pages/tier-one/polite-basics/polite-thank-you.json","6","12","1","ready","3","NEEDS_REVIEW","single_card_multiword_breakdown","needs_authored_review:Multiword phrase has only one breakdown card."
"958","viet-phrase-polite-3","polite-3","Dạ","Yes / polite acknowledgment","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/acknowledge-da.json","4","3","1","ready","3","PASS","",""
"959","viet-phrase-polite-4","polite-4","Không, cảm ơn","No, thank you","catalog-promoted","content-draft/viet/canonical-pages/catalog-promoted/polite-basics/thank-you-khong-cam-on.json","5","6","3","ready","3","PASS","",""
