"page_id","phrase_id","vietnamese","english","source_lane","source_path","verdict","review_codes","evidence"
"viet-phrase-vpe-likely-replies-len-xe-nay","vpe-likely-replies-len-xe-nay","Lên xe này","Get in this vehicle","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-mang-yeu","vpe-likely-replies-mang-yeu","Mạng yếu","The connection is weak","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-mat-khau-o-day","vpe-likely-replies-mat-khau-o-day","Mật khẩu ở đây","The password is here","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-mat-khoang-nam-phut","vpe-likely-replies-mat-khoang-nam-phut","Mất khoảng năm phút","It takes about five minutes","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-may-bi-loi","vpe-likely-replies-may-bi-loi","Máy bị lỗi","The machine has an error","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-mo-cua-roi","vpe-likely-replies-mo-cua-roi","Mở cửa rồi","It is open now","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-mon-nay-cay","vpe-likely-replies-mon-nay-cay","Món này cay","This dish is spicy","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-009.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-ngay-mai-quay-lai","vpe-likely-replies-ngay-mai-quay-lai","Ngày mai quay lại","Come back tomorrow","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-nha-thuoc-o-gan-day","vpe-likely-replies-nha-thuoc-o-gan-day","Nhà thuốc ở gần đây","The pharmacy is nearby","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-o-ben-phai","vpe-likely-replies-o-ben-phai","Ở bên phải","It is on the right","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-o-ben-trai","vpe-likely-replies-o-ben-trai","Ở bên trái","It is on the left","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-o-phia-sau","vpe-likely-replies-o-phia-sau","Ở phía sau","It is behind","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-o-phia-truoc","vpe-likely-replies-o-phia-truoc","Ở phía trước","It is ahead","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-o-tang-hai","vpe-likely-replies-o-tang-hai","Ở tầng hai","It is on the second floor","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-o-tang-mot","vpe-likely-replies-o-tang-mot","Ở tầng một","It is on the first floor","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-phong-chua-san-sang","vpe-likely-replies-phong-chua-san-sang","Phòng chưa sẵn sàng","The room is not ready yet","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-009.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-qua-duong","vpe-likely-replies-qua-duong","Qua đường","Cross the street","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-quet-the-duoc","vpe-likely-replies-quet-the-duoc","Quẹt thẻ được","Card payment is okay","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-re-phai","vpe-likely-replies-re-phai","Rẽ phải","Turn right","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-re-trai","vpe-likely-replies-re-trai","Rẽ trái","Turn left","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-sai-roi","vpe-likely-replies-sai-roi","Sai rồi","That is not correct","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-thanh-toan-o-kia","vpe-likely-replies-thanh-toan-o-kia","Thanh toán ở kia","Pay over there","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-tinh-tien-o-quay","vpe-likely-replies-tinh-tien-o-quay","Tính tiền ở quầy","Pay at the counter","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-009.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-xa-lam","vpe-likely-replies-xa-lam","Xa lắm","It is very far","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-likely-replies-xuong-o-day","vpe-likely-replies-xuong-o-day","Xuống ở đây","Get off here","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-008.json","NEEDS_AUTHORED_REPAIR","pattern_heavy_copy","Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-atm-gan-day-khong","vpe-near-place-atm-gan-day-khong","ATM gần đây không?","Is an ATM nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-bai-bien-gan-day-khong","vpe-near-place-bai-bien-gan-day-khong","bãi biển gần đây không?","Is the beach nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-bai-dau-xe-gan-day-khong","vpe-near-place-bai-dau-xe-gan-day-khong","bãi đậu xe gần đây không?","Is the parking lot nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-002.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-bai-gui-xe-may-gan-day-khong","vpe-near-place-bai-gui-xe-may-gan-day-khong","bãi gửi xe máy gần đây không?","Is motorbike parking nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-002.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-ban-huong-dan-gan-day-khong","vpe-near-place-ban-huong-dan-gan-day-khong","bàn hướng dẫn gần đây không?","Is the help desk nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-002.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-bao-tang-gan-day-khong","vpe-near-place-bao-tang-gan-day-khong","bảo tàng gần đây không?","Is the museum nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-ben-pha-gan-day-khong","vpe-near-place-ben-pha-gan-day-khong","bến phà gần đây không?","Is the ferry pier nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-002.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-ben-tau-gan-day-khong","vpe-near-place-ben-tau-gan-day-khong","bến tàu gần đây không?","Is the boat pier nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-ben-xe-gan-day-khong","vpe-near-place-ben-xe-gan-day-khong","bến xe gần đây không?","Is the bus station nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-benh-vien-gan-day-khong","vpe-near-place-benh-vien-gan-day-khong","bệnh viện gần đây không?","Is the hospital nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-buu-dien-gan-day-khong","vpe-near-place-buu-dien-gan-day-khong","bưu điện gần đây không?","Is the post office nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cau-gan-day-khong","vpe-near-place-cau-gan-day-khong","cầu gần đây không?","Is the bridge nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-002.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cay-nuoc-nong-gan-day-khong","vpe-near-place-cay-nuoc-nong-gan-day-khong","cây nước nóng gần đây không?","Is a hot-water dispenser nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-003.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cho-dau-taxi-gan-day-khong","vpe-near-place-cho-dau-taxi-gan-day-khong","chỗ đậu taxi gần đây không?","Is the taxi stand nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-002.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cho-gan-day-khong","vpe-near-place-cho-gan-day-khong","chợ gần đây không?","Is the market nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cho-gui-hanh-ly-gan-day-khong","vpe-near-place-cho-gui-hanh-ly-gan-day-khong","chỗ gửi hành lý gần đây không?","Is luggage storage nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cho-ngoi-gan-day-khong","vpe-near-place-cho-ngoi-gan-day-khong","chỗ ngồi gần đây không?","Is a seat nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-002.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-chua-gan-day-khong","vpe-near-place-chua-gan-day-khong","chùa gần đây không?","Is the pagoda nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cong-len-may-bay-gan-day-khong","vpe-near-place-cong-len-may-bay-gan-day-khong","cổng lên máy bay gần đây không?","Is the boarding gate nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cong-vien-gan-day-khong","vpe-near-place-cong-vien-gan-day-khong","công viên gần đây không?","Is the park nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-002.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cua-hai-quan-gan-day-khong","vpe-near-place-cua-hai-quan-gan-day-khong","cửa hải quan gần đây không?","Is customs nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cua-hang-dien-thoai-gan-day-khong","vpe-near-place-cua-hang-dien-thoai-gan-day-khong","cửa hàng điện thoại gần đây không?","Is the phone shop nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-002.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cua-hang-tien-loi-gan-day-khong","vpe-near-place-cua-hang-tien-loi-gan-day-khong","cửa hàng tiện lợi gần đây không?","Is a convenience store nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cua-khoi-hanh-gan-day-khong","vpe-near-place-cua-khoi-hanh-gan-day-khong","cửa khởi hành gần đây không?","Is the departure door nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-002.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-cua-ra-gan-day-khong","vpe-near-place-cua-ra-gan-day-khong","cửa ra gần đây không?","Is the exit nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-diem-ban-sim-gan-day-khong","vpe-near-place-diem-ban-sim-gan-day-khong","điểm bán SIM gần đây không?","Is the SIM-card counter nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-002.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-diem-don-xe-gan-day-khong","vpe-near-place-diem-don-xe-gan-day-khong","điểm đón xe gần đây không?","Is the pickup point nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-001.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
"viet-phrase-vpe-near-place-diem-hen-gan-day-khong","vpe-near-place-diem-hen-gan-day-khong","điểm hẹn gần đây không?","Is the meeting point nearby?","practice-expansion","content-draft/viet/practice-expansion/TASK-VIET-CONTENT-PRACTICE-EXPANSION-001/source/pages-003.json","NEEDS_AUTHORED_REPAIR","weak_breakdown_label|pattern_heavy_copy","Weak or internal breakdown labels: không?: question ending || Pattern-heavy copy markers: short_practice_phrase, keeps_sentence_direct, clear_action_generic, built_for_quick_recognition, beyond_one_memorized_line, stay_same_travel_lane, generic_context_object."
