pageID,source,title,englishTitle,categoryIDs,heroImageName,auditStatus,currentBackgroundSystem,needsBackdropWork,recommendedAsset,recommendation,rolloutBucket,imageTheme,routeContext,canonicalPageID,humanAccessVerdict,isHumanReachable,accessProof,deletionReview,reachabilityStatus,normalUserPath,backdropRisk,nextAction,searchReachable,relatedEntry,browseBackdropOverride,reachabilityChannels,incomingRelationCount,outgoingRelationCount,supportReference,assetExists,priority,runtimeExists,runtimePhraseID,runtimeAccessTier,runtimeSourceFamily,runtimeAudioStatus,runtimeAudioUsageCount,runtimeAudioFileCount,runtimeAudioFilesExist,runtimeMissingAudioCount,runtimeSearchIndexed,runtimeAliasStatus,searchAuditDecision,searchAuditReason,searchOnlyWhyCreated,searchDeleteRecommendation
viet-phrase-v900-phon-inte-powe-where-can-i-buy-a-power-bank,catalog-promoted premium phrase page,Tôi có thể mua sạc dự phòng ở đâu?,Where can I buy a power bank?,"phone-internet-power, v900-phon-inte-powe-where-can-i-buy-a-power-bank, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryAirport,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryAirport.,Needs topical mini-pool,"Airport SIM kiosk, phone shop counter, eSIM QR poster, cafe Wi-Fi/charging.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-phon-inte-powe-where-can-i-buy-a-power-bank,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-phon-inte-powe-where-can-i-buy-a-power-bank,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-phrase-v900-phon-inte-powe-which-wi-fi-network-should-i-use,catalog-promoted premium phrase page,Tôi nên sử dụng mạng Wi-Fi nào?,Which Wi-Fi network should I use?,"phone-internet-power, v900-phon-inte-powe-which-wi-fi-network-should-i-use, premium",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryAirport,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryAirport.,Needs topical mini-pool,"Airport SIM kiosk, phone shop counter, eSIM QR poster, cafe Wi-Fi/charging.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v900-phon-inte-powe-which-wi-fi-network-should-i-use,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,5,No,Yes,P2 premium catalog,Yes,v900-phon-inte-powe-which-wi-fi-network-should-i-use,premium,Premium long-tail phrase catalog,ready,1,1,Yes,0,Yes,Canonical page ID,Keep as Search-only,"This is premium exact-need inventory: useful when searched, too specific to crowd the main Home/Browse shelves.","Created for long-tail, exact traveler needs that are best found by Search instead of being shown as top-level Browse rows.",Do not delete: live canonical Search page with ready bundled audio.
viet-acknowledge-co,canonical phrase page,Có,Yes / there is,polite-basics,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-acknowledge-co,Front-facing: visible from Browse,Yes,Browse > Respectful hellos > More Polite Basics; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Respectful hellos > More Polite Basics,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,Yes,Yes,Browse > Respectful hellos > More Polite Basics | Browse > Essentials > More Polite Basics | Browse > When You Don't Understand > More Polite Basics | Search result | Related from 3 pages,3,3,No,Yes,P2 normal,Yes,acknowledge-co,starter,Starter/base phrase catalog,ready,4,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-da-chao-anh,canonical phrase page,"Dạ, chào anh",Respectful hello to an older man,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-acknowledge-da-chao-anh,Front-facing: visible from Browse,Yes,Browse > Respectful hellos > More Greetings; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Respectful hellos > More Greetings,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,Yes,Yes,Browse > Respectful hellos > More Greetings | Browse > Respectful hellos > More Polite Basics | Browse > Essentials > More Polite Basics | Browse > Essentials > More Greetings | Browse > Hello basics > More Greetings | Browse > When You Don't Understand > More Polite Basics | Search result | Related from 2 pages,2,0,No,Yes,P2 normal,Yes,acknowledge-da-chao-anh,starter,Starter/base phrase catalog,ready,3,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-da-chao-ba,canonical phrase page,"Dạ, chào bà",Respectful hello to an elderly woman,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-acknowledge-da-chao-ba,Front-facing: visible from Browse,Yes,Browse > Respectful hellos > More Greetings; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Respectful hellos > More Greetings,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,No,Yes,Browse > Respectful hellos > More Greetings | Browse > Essentials > More Polite Basics | Browse > Essentials > More Greetings | Browse > Hello basics > More Greetings | Search result,0,2,No,Yes,P2 normal,Yes,acknowledge-da-chao-ba,starter,Starter/base phrase catalog,ready,1,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-da-chao-chi,canonical phrase page,"Dạ, chào chị",Respectful hello to an older woman,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-acknowledge-da-chao-chi,Front-facing: visible from Browse,Yes,Browse > Respectful hellos > More Greetings; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Respectful hellos > More Greetings,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,Yes,Yes,Browse > Respectful hellos > More Greetings | Browse > Essentials > More Greetings | Search result | Related from 1 page,1,3,No,Yes,P2 normal,Yes,acknowledge-da-chao-chi,starter,Starter/base phrase catalog,ready,2,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-da-chao-chu,canonical phrase page,"Dạ, chào chú",Respectful hello to an uncle-age man,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-acknowledge-da-chao-chu,Front-facing: visible from Browse,Yes,Browse > Respectful hellos > More Greetings; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Respectful hellos > More Greetings,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,No,Yes,Browse > Respectful hellos > More Greetings | Browse > Essentials > More Polite Basics | Browse > Essentials > More Greetings | Search result,0,3,No,Yes,P2 normal,Yes,acknowledge-da-chao-chu,starter,Starter/base phrase catalog,ready,1,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-da-chao-co,canonical phrase page,"Dạ, chào cô",Respectful hello to an aunt-age woman,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-acknowledge-da-chao-co,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,3,No,Yes,P2 normal,Yes,acknowledge-da-chao-co,starter,Starter/base phrase catalog,ready,1,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Keep as Search-only,This is a valid starter/base phrase in Search. Keep it searchable unless product review finds a duplicate.,Created as canonical phrase inventory for the offline app; Search is the broad access path when it is not curated into Home/Browse.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-da-chao-ong,canonical phrase page,"Dạ, chào ông",Respectful hello to an elderly man,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-acknowledge-da-chao-ong,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,2,No,Yes,P2 normal,Yes,acknowledge-da-chao-ong,starter,Starter/base phrase catalog,ready,1,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Keep as Search-only,This is a valid starter/base phrase in Search. Keep it searchable unless product review finds a duplicate.,Created as canonical phrase inventory for the offline app; Search is the broad access path when it is not curated into Home/Browse.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-acknowledge-da,canonical phrase page,Dạ,Yes / polite acknowledgment,polite-basics,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-polite-3,Front-facing: visible from Browse,Yes,Browse > Respectful hellos > More Polite Basics; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Respectful hellos > More Polite Basics,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,Yes,Yes,Browse > Respectful hellos > More Polite Basics | Browse > Essentials > More Polite Basics | Browse > When You Don't Understand > More Polite Basics | Search result | Related from 16 pages,16,3,No,Yes,P2 normal,Yes,polite-3,starter,Starter/base phrase catalog,ready,17,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-acknowledge-dung,canonical phrase page,Đúng,Yes / correct,polite-basics,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-v500-poli-basi-yes,Reachable: Search,Yes,"Search index contains this canonical page, so a user can open it from Search.",No - reachable through normal app UI.,Search only,Search result only.,"Lower: reachable through search, but not front-door Browse/Home.",Lower priority unless the query/page is strategically important.,Yes,No,No,Search result,0,3,No,Yes,P2 normal,Yes,v500-poli-basi-yes,starter,Starter/base phrase catalog,ready,1,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Keep as Search-only,This is a valid starter/base phrase in Search. Keep it searchable unless product review finds a duplicate.,Created as canonical phrase inventory for the offline app; Search is the broad access path when it is not curated into Home/Browse.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-acknowledge-duoc,canonical phrase page,Được,Okay / that works,polite-basics,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-acknowledge-duoc,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 1 detail page link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 1 page,1,3,No,Yes,P2 normal,Yes,acknowledge-duoc,starter,Starter/base phrase catalog,ready,2,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Keep as Search-only,This is a valid starter/base phrase in Search. Keep it searchable unless product review finds a duplicate.,Created as canonical phrase inventory for the offline app; Search is the broad access path when it is not curated into Home/Browse.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-acknowledge-khong,canonical phrase page,Không,No,polite-basics,,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-acknowledge-khong,Reachable: Search plus detail links,Yes,Search index contains this canonical page; 1 detail page link to it.,No - reachable through normal app UI.,Search + related only,Search results and links from detail pages.,"Lower: reachable, but usually after a search or another detail page.",Lower than Home/Browse. Batch these after the front-facing rows or give them broad category fallbacks.,Yes,Yes,No,Search result | Related from 1 page,1,3,No,Yes,P2 normal,Yes,acknowledge-khong,starter,Starter/base phrase catalog,ready,2,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,Keep as Search-only,This is a valid starter/base phrase in Search. Keep it searchable unless product review finds a duplicate.,Created as canonical phrase inventory for the offline app; Search is the broad access path when it is not curated into Home/Browse.,"Do not delete: the display ID is legacy-looking, but it resolves to a live canonical runtime page."
viet-hello-alo,canonical phrase page,Alô,Hello on the phone,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-hello-alo,Front-facing: visible from Browse,Yes,Browse > Respectful hellos > Starter phrases; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Respectful hellos > Starter phrases,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,Yes,Yes,Browse > Respectful hellos > Starter phrases | Browse > Respectful hellos > Greetings | Browse > Respectful hellos > Polite Basics | Browse > Essentials > Polite Basics | Browse > Essentials > Greetings | Browse > Hello basics > Starter phrases | Browse > Hello basics > Greetings | Browse > When You Don't Understand > Polite basics | Search result | Related from 4 pages,4,6,No,Yes,P2 normal,Yes,hello-alo,starter,Starter/base phrase catalog,ready,5,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-hello-chao-anh,canonical phrase page,Chào anh,Hello to an older man,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-hello-chao-anh,Front-facing: visible from Home,Yes,Home > Relationship greetings; page also exists in runtime phrase_page and Search index.,No - reachable through normal app UI.,Home visible,Home > Relationship greetings,High: a user can hit this from Home and see the old single-layer detail.,Fix first: add an intrinsic page image or category fallback so Home/Search/Saved do not show screenshot 1.,Yes,Yes,Yes,Home > Relationship greetings | Browse > Respectful hellos > Starter phrases | Browse > Respectful hellos > Greetings | Browse > Respectful hellos > Polite Basics | Browse > Essentials > Polite Basics | Browse > Essentials > Greetings | Browse > Hello basics > Greetings | Browse > When You Don't Understand > Polite basics | Search result | Related from 9 pages,9,3,No,Yes,P2 normal,Yes,hello-chao-anh,starter,Starter/base phrase catalog,ready,11,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-hello-chao-ba,canonical phrase page,Chào bà,Hello to an elderly woman,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-hello-chao-ba,Front-facing: visible from Browse,Yes,Browse > Respectful hellos > Greetings; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Respectful hellos > Greetings,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,Yes,Yes,Browse > Respectful hellos > Greetings | Browse > Respectful hellos > Polite Basics | Browse > Essentials > Polite Basics | Browse > Essentials > Greetings | Browse > Hello basics > Greetings | Browse > When You Don't Understand > Polite basics | Search result | Related from 3 pages,3,1,No,Yes,P2 normal,Yes,hello-chao-ba,starter,Starter/base phrase catalog,ready,6,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-hello-chao-ban,canonical phrase page,Chào bạn,Hi there / hello friend,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-hello-chao-ban,Front-facing: visible from Browse,Yes,Browse > Respectful hellos > Greetings; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Respectful hellos > Greetings,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,Yes,Yes,Browse > Respectful hellos > Greetings | Browse > Respectful hellos > Polite Basics | Browse > Essentials > Polite Basics | Browse > Essentials > Greetings | Browse > Hello basics > Greetings | Browse > When You Don't Understand > Polite basics | Search result | Related from 5 pages,5,6,No,Yes,P2 normal,Yes,hello-chao-ban,starter,Starter/base phrase catalog,ready,6,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-hello-chao-chi,canonical phrase page,Chào chị,Hello to an older woman,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-hello-chao-chi,Front-facing: visible from Home,Yes,Home > Relationship greetings; page also exists in runtime phrase_page and Search index.,No - reachable through normal app UI.,Home visible,Home > Relationship greetings,High: a user can hit this from Home and see the old single-layer detail.,Fix first: add an intrinsic page image or category fallback so Home/Search/Saved do not show screenshot 1.,Yes,Yes,Yes,Home > Relationship greetings | Browse > Respectful hellos > Greetings | Browse > Respectful hellos > Polite Basics | Browse > Essentials > Polite Basics | Browse > Essentials > Greetings | Browse > Hello basics > Greetings | Browse > When You Don't Understand > Polite basics | Search result | Related from 8 pages,8,3,No,Yes,P2 normal,Yes,hello-chao-chi,starter,Starter/base phrase catalog,ready,11,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-hello-chao-chu,canonical phrase page,Chào chú,Hello to an uncle-age man,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-hello-chao-chu,Front-facing: visible from Browse,Yes,Browse > Respectful hellos > Greetings; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Respectful hellos > Greetings,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,Yes,Yes,Browse > Respectful hellos > Greetings | Browse > Respectful hellos > Polite Basics | Browse > Essentials > Polite Basics | Browse > Essentials > Greetings | Browse > Hello basics > Greetings | Browse > When You Don't Understand > Polite basics | Search result | Related from 3 pages,3,1,No,Yes,P2 normal,Yes,hello-chao-chu,starter,Starter/base phrase catalog,ready,5,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-hello-chao-co,canonical phrase page,Chào cô,Hello to an aunt-age woman,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-hello-chao-co,Front-facing: visible from Browse,Yes,Browse > Respectful hellos > Greetings; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Respectful hellos > Greetings,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,Yes,Yes,Browse > Respectful hellos > Greetings | Browse > Respectful hellos > Polite Basics | Browse > Essentials > Polite Basics | Browse > Essentials > Greetings | Browse > Hello basics > Greetings | Browse > When You Don't Understand > Polite basics | Search result | Related from 3 pages,3,1,No,Yes,P2 normal,Yes,hello-chao-co,starter,Starter/base phrase catalog,ready,6,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-hello-chao-em,canonical phrase page,Chào em,Hello to a younger person,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-hello-chao-em,Front-facing: visible from Home,Yes,Home > Relationship greetings; page also exists in runtime phrase_page and Search index.,No - reachable through normal app UI.,Home visible,Home > Relationship greetings,High: a user can hit this from Home and see the old single-layer detail.,Fix first: add an intrinsic page image or category fallback so Home/Search/Saved do not show screenshot 1.,Yes,Yes,Yes,Home > Relationship greetings | Browse > Respectful hellos > Polite Basics | Browse > Essentials > Polite Basics | Browse > Hello basics > More Greetings | Browse > When You Don't Understand > Polite basics | Search result | Related from 5 pages,5,3,No,Yes,P2 normal,Yes,hello-chao-em,starter,Starter/base phrase catalog,ready,7,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
viet-hello-chao-ong,canonical phrase page,Chào ông,Hello to an elderly man,"greetings, polite-basics",,Needs Backdrop,old single-layer phrase page with default static masthead,Yes,HeroCategoryPoliteRepair,Add intrinsic page/category backdrop metadata or a category/topical fallback. First pass: HeroCategoryPoliteRepair.,Use category hero or shared Vietnam pool,"Quiet street/cafe interaction, helpful counter moment, calm readable background.","The page has no own heroImageName, so direct/Home/Search/Saved/Practice entry still looks like screenshot 1. Browse may only look photo-backed when a category override is passed.",viet-phrase-hello-chao-ong,Front-facing: visible from Browse,Yes,Browse > Respectful hellos > Polite Basics; Browse collection renders this page from category/city content.,No - reachable through normal app UI.,Browse visible,Browse > Respectful hellos > Polite Basics,"Medium: Browse has a category image path, direct entry can still show screenshot 1.","Good first-pass candidate for category fallback; Browse can pass a category image, but direct Search/Saved still need intrinsic metadata.",Yes,Yes,Yes,Browse > Respectful hellos > Polite Basics | Browse > Essentials > Polite Basics | Browse > Hello basics > More Greetings | Browse > When You Don't Understand > Polite basics | Search result | Related from 4 pages,4,2,No,Yes,P2 normal,Yes,hello-chao-ong,starter,Starter/base phrase catalog,ready,7,1,Yes,0,Yes,Alias/display ID resolves to canonical runtime page,,,,
