priority,pageID,title,englishTitle,intent,sectionID,kind,audioKey,text
p0,viet-family-city-hoian-place-mai-fish,Mai Fish,Mai Fish,restaurant,hero,hero,audio-authored-mai-fish-5b7538cc61,Mai Fish
p0,viet-family-city-hoian-place-mango-mango,Mango Mango,Mango Mango,restaurant,hero,hero,audio-authored-mango-mango-ad48376856,Mango Mango
p0,viet-family-city-hoian-place-metiseko,Metiseko,Metiseko,landmark_micro_place,hero,hero,audio-authored-metiseko-86a3894de0,Metiseko
p0,viet-family-city-hoian-place-mi-quang,Mì Quảng ở Hội An,Mi Quang in Hoi An,dish,hero,hero,audio-authored-mi-quang-o-hoi-an-fba1f89d0d,Mì Quảng ở Hội An
p0,viet-family-city-hoian-place-minh-an-ward,Phường Minh An,Minh An Ward,landmark_micro_place,hero,hero,audio-authored-phuong-minh-an-e72b278356,Phường Minh An
p0,viet-family-city-hoian-place-mot-herbal-drink,Nước Mót ở Hội An,Mot herbal drink,dish,hero,hero,audio-authored-nuoc-mot-o-hoi-an-da0c9569f2,Nước Mót ở Hội An
p0,viet-family-city-hoian-place-museum,Bảo tàng Hội An,Hoi An Museum,landmark_micro_place,hero,hero,audio-authored-bao-tang-hoi-an-f5a8846ee7,Bảo tàng Hội An
p0,viet-family-city-hoian-place-nguyen-phuc-chu-street,Phố Nguyễn Phúc Chu,Nguyen Phuc Chu Street,street,hero,hero,audio-authored-pho-nguyen-phuc-chu-6b3c0e3d88,Phố Nguyễn Phúc Chu
p0,viet-family-city-hoian-place-nguyen-thai-hoc-street,Phố Nguyễn Thái Học,Nguyen Thai Hoc Street,street,hero,hero,audio-authored-pho-nguyen-thai-hoc-18be85f898,Phố Nguyễn Thái Học
p0,viet-family-city-hoian-place-nu-eatery,Nu Eatery,Nu Eatery,restaurant,hero,hero,audio-authored-nu-eatery-562bb6277c,Nu Eatery
p0,viet-family-city-hoian-place-phin-coffee,Phin Coffee,Phin Coffee,restaurant,hero,hero,audio-authored-phin-coffee-b4b99b15af,Phin Coffee
p0,viet-family-city-hoian-place-phung-hung-old-house,Nhà cổ Phùng Hưng,Phung Hung Old House,landmark_micro_place,hero,hero,audio-authored-nha-co-phung-hung-5f837cab79,Nhà cổ Phùng Hưng
p0,viet-family-city-hoian-place-pottery-workshop,Xưởng gốm Thanh Hà,Thanh Ha pottery workshop,landmark_micro_place,hero,hero,audio-authored-xuong-gom-thanh-ha-e07087625f,Xưởng gốm Thanh Hà
p0,viet-family-city-hoian-place-quan-thang-old-house,Nhà cổ Quân Thắng,Quan Thang Old House,landmark_micro_place,hero,hero,audio-authored-nha-co-quan-thang-cc1f0cdc47,Nhà cổ Quân Thắng
p0,viet-family-city-hoian-place-reaching-out-arts-crafts,Reaching Out Arts & Crafts,Reaching Out Arts & Crafts,landmark_micro_place,hero,hero,audio-authored-reaching-out-arts-crafts-3fb0ff6bd8,Reaching Out Arts & Crafts
p0,viet-family-city-hoian-place-rice-fields,Cánh đồng Hội An,Hoi An rice fields,landmark_micro_place,hero,hero,audio-authored-canh-dong-hoi-an-3e025339c2,Cánh đồng Hội An
p0,viet-family-city-hoian-place-roastery,Hoi An Roastery,Hoi An Roastery,restaurant,hero,hero,audio-authored-hoi-an-roastery-b733295fc0,Hoi An Roastery
p0,viet-family-city-hoian-place-rosies-cafe,Rosie's Cafe,Rosie's Cafe,restaurant,hero,hero,audio-authored-rosie-s-cafe-2553122f97,Rosie's Cafe
p0,viet-family-city-hoian-place-sa-huynh-culture-museum,Bảo tàng Văn hóa Sa Huỳnh,Museum of Sa Huynh Culture,landmark_micro_place,hero,hero,audio-authored-bao-tang-van-hoa-sa-huynh-d6a0312d33,Bảo tàng Văn hóa Sa Huỳnh
p0,viet-family-city-hoian-place-silk-village,Làng lụa Hội An,Hoi An Silk Village,landmark_micro_place,hero,hero,audio-authored-lang-lua-hoi-an-a89288fcda,Làng lụa Hội An
p0,viet-family-city-hoian-place-streets-restaurant-cafe,STREETS Restaurant Cafe,STREETS Restaurant Cafe,restaurant,hero,hero,audio-authored-streets-restaurant-cafe-77b77d831e,STREETS Restaurant Cafe
p0,viet-family-city-hoian-place-tailor-fitting,Thử đồ may đo Hội An,Hoi An tailor fitting,landmark_micro_place,hero,hero,audio-authored-thu-do-may-do-hoi-an-cc381aff41,Thử đồ may đo Hội An
p0,viet-family-city-hoian-place-the-field,The Field Hội An,The Field Hoi An,restaurant,hero,hero,audio-authored-the-field-hoi-an-2226f7eea4,The Field Hội An
p0,viet-family-city-hoian-place-tra-nhieu-village,Làng Trà Nhiêu,Tra Nhieu Village,landmark_micro_place,hero,hero,audio-authored-lang-tra-nhieu-a463fc3f27,Làng Trà Nhiêu
p0,viet-family-city-hoian-place-trade-ceramics-museum,Bảo tàng Gốm sứ Mậu dịch,Museum of Trade Ceramics,landmark_micro_place,hero,hero,audio-authored-bao-tang-gom-su-mau-dich-c9aec0398e,Bảo tàng Gốm sứ Mậu dịch
p0,viet-family-city-hoian-place-traditional-art-performance-house,Nhà biểu diễn nghệ thuật cổ truyền Hội An,Traditional Art Performance House,landmark_micro_place,hero,hero,audio-authored-nha-bieu-dien-nghe-thuat-co-truyen-hoi-an-8c246f3dcc,Nhà biểu diễn nghệ thuật cổ truyền Hội An
p0,viet-family-city-hoian-place-trieu-chau-assembly-hall,Hội quán Triều Châu,Trieu Chau Assembly Hall,landmark_micro_place,hero,hero,audio-authored-hoi-quan-trieu-chau-216e538850,Hội quán Triều Châu
p0,viet-family-city-hoian-place-u-cafe,U Cafe Hội An,U Cafe Hoi An,restaurant,hero,hero,audio-authored-u-cafe-hoi-an-43440aea51,U Cafe Hội An
p0,viet-family-city-hoian-place-vys-market,Vy's Market Restaurant,Vy's Market Restaurant,restaurant,hero,hero,audio-authored-vy-s-market-restaurant-dac72448cd,Vy's Market Restaurant
p0,viet-family-city-hoian-place-white-rose-dumplings,Bánh bao bánh vạc ở Hội An,White rose dumplings,dish,hero,hero,audio-authored-banh-bao-banh-vac-o-hoi-an-f524112955,Bánh bao bánh vạc ở Hội An
p0,viet-family-city-hoian-place-white-rose-restaurant,Nhà hàng White Rose,White Rose Restaurant,restaurant,hero,hero,audio-authored-nha-hang-white-rose-2e744a0a3b,Nhà hàng White Rose
p0,viet-family-city-hoian-place-wonton,Hoành thánh Hội An,Hoi An wonton,dish,hero,hero,audio-authored-hoanh-thanh-hoi-an-feeaa60db4,Hoành thánh Hội An
p0,viet-family-city-hoian-place-yaly-couture,Yaly Couture,Yaly Couture,landmark_micro_place,hero,hero,audio-authored-yaly-couture-c6e18fb83d,Yaly Couture
p0,viet-family-city-hue-place-an-hien-garden-house,Nhà vườn An Hiên,An Hien Garden House,landmark_micro_place,hero,hero,audio-authored-nha-vuon-an-hien-6a20e15242,Nhà vườn An Hiên
p0,viet-family-city-hue-place-ancient-hue-gallery-cuisine,Ancient Hue Gallery Cuisine,Ancient Hue Gallery Cuisine,restaurant,hero,hero,audio-authored-ancient-hue-gallery-cuisine-7e864bf179,Ancient Hue Gallery Cuisine
p0,viet-family-city-hue-place-ancient-hue-restaurant,Ancient Hue Restaurant,Ancient Hue Restaurant,restaurant,hero,hero,audio-authored-ancient-hue-restaurant-baa53a0c0b,Ancient Hue Restaurant
p0,viet-family-city-hue-place-ancient-space-restaurant,Không gian xưa,Ancient Space Restaurant,restaurant,hero,hero,audio-authored-khong-gian-xua-9084c7cbd1,Không gian xưa
p0,viet-family-city-hue-place-ba-van-banh-loc,Bánh lọc Bà Vân,Ba Van Banh Loc,restaurant,hero,hero,audio-authored-banh-loc-ba-van-22e18add94,Bánh lọc Bà Vân
p0,viet-family-city-hue-place-bach-ma-national-park,Vườn quốc gia Bạch Mã,Bach Ma National Park,landmark_micro_place,hero,hero,audio-authored-vuon-quoc-gia-bach-ma-27c4253971,Vườn quốc gia Bạch Mã
p0,viet-family-city-hue-place-banh-beo,Bánh bèo ở Huế,Banh beo,dish,hero,hero,audio-authored-banh-beo-o-hue-6b6176fed0,Bánh bèo ở Huế
p0,viet-family-city-hue-place-banh-bot-loc,Bánh bột lọc ở Huế,Banh bot loc,dish,hero,hero,audio-authored-banh-bot-loc-o-hue-bbde11227d,Bánh bột lọc ở Huế
p0,viet-family-city-hue-place-banh-khoai,Bánh khoái ở Huế,Banh khoai,dish,hero,hero,audio-authored-banh-khoai-o-hue-7ab209aa2e,Bánh khoái ở Huế
p0,viet-family-city-hue-place-banh-nam,Bánh nậm ở Huế,Banh nam,dish,hero,hero,audio-authored-banh-nam-o-hue-89d3cf2a4d,Bánh nậm ở Huế
p0,viet-family-city-hue-place-bao-quoc-pagoda,Chùa Báo Quốc,Bao Quoc Pagoda,landmark_micro_place,hero,hero,audio-authored-chua-bao-quoc-a1cdb04deb,Chùa Báo Quốc
p0,viet-family-city-hue-place-ben-ngu-market,Chợ Bến Ngự,Ben Ngu Market,landmark_micro_place,hero,hero,audio-authored-cho-ben-ngu-1bc5bb8868,Chợ Bến Ngự
p0,viet-family-city-hue-place-ben-trang-cafe-bistro,Bến Trắng Cafe & Bistro,Ben Trang Cafe & Bistro,restaurant,hero,hero,audio-authored-ben-trang-cafe-bistro-24ca011364,Bến Trắng Cafe & Bistro
p0,viet-family-city-hue-place-bun-hen,Bún hến ở Huế,Bun hen,dish,hero,hero,audio-authored-bun-hen-o-hue-82bc9ee6a6,Bún hến ở Huế
p0,viet-family-city-hue-place-bun-thit-nuong,Bún thịt nướng ở Huế,Bun thit nuong,dish,hero,hero,audio-authored-bun-thit-nuong-o-hue-b541c9870b,Bún thịt nướng ở Huế
p0,viet-family-city-hue-place-che-hue,Chè Huế,Hue sweet soup,dish,hero,hero,audio-authored-che-hue-558ddf411f,Chè Huế
p0,viet-family-city-hue-place-chu-van-an-street,Đường Chu Văn An,Chu Van An Street,street,hero,hero,audio-authored-duong-chu-van-an-d1c0667867,Đường Chu Văn An
p0,viet-family-city-hue-place-com-am-phu,Cơm âm phủ ở Huế,Com am phu,dish,hero,hero,audio-authored-com-am-phu-o-hue-50b9ed03ff,Cơm âm phủ ở Huế
p0,viet-family-city-hue-place-com-hen,Cơm hến ở Huế,Com hen,dish,hero,hero,audio-authored-com-hen-o-hue-7e7d6b93df,Cơm hến ở Huế
p0,viet-family-city-hue-place-cyclo-citadel-loop,Xích lô quanh Kinh thành,Citadel cyclo loop,landmark_micro_place,hero,hero,audio-authored-xich-lo-quanh-kinh-thanh-5fae9f6fb9,Xích lô quanh Kinh thành
p0,viet-family-city-hue-place-dai-nam-restaurant,Nhà hàng Đại Nam,Dai Nam Restaurant,restaurant,hero,hero,audio-authored-nha-hang-dai-nam-a95993814b,Nhà hàng Đại Nam
p0,viet-family-city-hue-place-de-po-cafe,De Po Cafe,De Po Cafe,restaurant,hero,hero,audio-authored-de-po-cafe-154c4baf52,De Po Cafe
p0,viet-family-city-hue-place-diem-phung-thi-art-center,Trung tâm Nghệ thuật Điềm Phùng Thị,Diem Phung Thi Art Center,landmark_micro_place,hero,hero,audio-authored-trung-tam-nghe-thuat-diem-phung-thi-d61233b3a0,Trung tâm Nghệ thuật Điềm Phùng Thị
p0,viet-family-city-hue-place-dien-tho-palace,Cung Diên Thọ,Dien Tho Palace,landmark_micro_place,hero,hero,audio-authored-cung-dien-tho-0b05b9219e,Cung Diên Thọ
p0,viet-family-city-hue-place-duc-duc-tomb,Lăng Dục Đức,Tomb of Duc Duc,landmark_micro_place,hero,hero,audio-authored-lang-duc-duc-ddd3d3ed7d,Lăng Dục Đức
p0,viet-family-city-hue-place-duyet-thi-duong-theater,Duyệt Thị Đường,Duyet Thi Duong Royal Theater,landmark_micro_place,hero,hero,audio-authored-duyet-thi-duong-21554393b0,Duyệt Thị Đường
p0,viet-family-city-hue-place-flag-tower,Kỳ Đài Huế,Hue Flag Tower,landmark_micro_place,hero,hero,audio-authored-ky-dai-hue-d8d1dcdfff,Kỳ Đài Huế
p0,viet-family-city-hue-place-forbidden-purple-city,Tử Cấm Thành,Forbidden Purple City,landmark_micro_place,hero,hero,audio-authored-tu-cam-thanh-b1e536359b,Tử Cấm Thành
p0,viet-family-city-hue-place-gia-hoi,Gia Hội,Gia Hoi,landmark_micro_place,hero,hero,audio-authored-gia-hoi-d7ccce0c9f,Gia Hội
p0,viet-family-city-hue-place-hon-chen-temple,Điện Hòn Chén,Hon Chen Temple,landmark_micro_place,hero,hero,audio-authored-dien-hon-chen-7aad2ea1fe,Điện Hòn Chén
p0,viet-family-city-hue-place-incense-village-workshop,Trải nghiệm làm hương Thủy Xuân,Incense village workshop,landmark_micro_place,hero,hero,audio-authored-trai-nghiem-lam-huong-thuy-xuan-7f0ae35498,Trải nghiệm làm hương Thủy Xuân
p0,viet-family-city-hue-place-khong-gian-hoai-co-coffee,Không Gian Hoài Cổ Coffee,Khong Gian Hoai Co Coffee,restaurant,hero,hero,audio-authored-khong-gian-hoai-co-coffee-cb278c9627,Không Gian Hoài Cổ Coffee
p0,viet-family-city-hue-place-kim-long,Kim Long,Kim Long,landmark_micro_place,hero,hero,audio-authored-kim-long-ac4ffbd95d,Kim Long
p0,viet-family-city-hue-place-kodo-cafe,KODO Cafe,KODO Cafe,restaurant,hero,hero,audio-authored-kodo-cafe-e88f79b2e8,KODO Cafe
p0,viet-family-city-hue-place-lagoon-seafood-boat,Thuyền hải sản phá Tam Giang,Lagoon seafood boat,landmark_micro_place,hero,hero,audio-authored-thuyen-hai-san-pha-tam-giang-c9379666f5,Thuyền hải sản phá Tam Giang
p0,viet-family-city-hue-place-lang-thang-coffee,Lang Thang Coffee,Lang Thang Coffee,restaurant,hero,hero,audio-authored-lang-thang-coffee-d8507e03d8,Lang Thang Coffee
p0,viet-family-city-hue-place-lap-an-lagoon,Đầm Lập An,Lap An Lagoon,landmark_micro_place,hero,hero,audio-authored-dam-lap-an-30f6911073,Đầm Lập An
p0,viet-family-city-hue-place-le-ba-dang-art-center,Trung tâm Nghệ thuật Lê Bá Đảng,Le Ba Dang Art Center,landmark_micro_place,hero,hero,audio-authored-trung-tam-nghe-thuat-le-ba-dang-17bd479233,Trung tâm Nghệ thuật Lê Bá Đảng
p0,viet-family-city-hue-place-le-ba-dang-memory-space,Không gian lưu niệm Lê Bá Đảng,Le Ba Dang Memory Space,landmark_micro_place,hero,hero,audio-authored-khong-gian-luu-niem-le-ba-dang-d7b188a31f,Không gian lưu niệm Lê Bá Đảng
p0,viet-family-city-hue-place-lien-hoa-vegetarian,Nhà hàng chay Liên Hoa,Lien Hoa Vegetarian Restaurant,restaurant,hero,hero,audio-authored-nha-hang-chay-lien-hoa-d680e569f6,Nhà hàng chay Liên Hoa
p0,viet-family-city-hue-place-long-an-palace,Điện Long An,Long An Palace,landmark_micro_place,hero,hero,audio-authored-dien-long-an-5383c56ddd,Điện Long An
p0,viet-family-city-hue-place-mandarin-coffee-restaurant,Mandarin Coffee & Restaurant,Mandarin Coffee & Restaurant,restaurant,hero,hero,audio-authored-mandarin-coffee-restaurant-aa4844e963,Mandarin Coffee & Restaurant
p0,viet-family-city-hue-place-me-xung,Mè xửng ở Huế,Me xung sesame candy,dish,hero,hero,audio-authored-me-xung-o-hue-fe6f74cb1d,Mè xửng ở Huế
p0,viet-family-city-hue-place-museum-commissioned-porcelains,Bảo tàng Đồ sứ ký kiểu thời Nguyễn,Museum of Nguyen Dynasty Commissioned Porcelains,landmark_micro_place,hero,hero,audio-authored-bao-tang-do-su-ky-kieu-thoi-nguyen-0525fc7b81,Bảo tàng Đồ sứ ký kiểu thời Nguyễn
p0,viet-family-city-hue-place-nam-giao-esplanade,Đàn Nam Giao,Nam Giao Esplanade,landmark_micro_place,hero,hero,audio-authored-dan-nam-giao-9a875c1c61,Đàn Nam Giao
p0,viet-family-city-hue-place-ngo-mon-gate,Ngọ Môn,Ngo Mon Gate,landmark_micro_place,hero,hero,audio-authored-ngo-mon-6c840d79fa,Ngọ Môn
p0,viet-family-city-hue-place-ngu-binh-mountain,Núi Ngự Bình,Ngu Binh Mountain,landmark_micro_place,hero,hero,audio-authored-nui-ngu-binh-5cce2f7983,Núi Ngự Bình
p0,viet-family-city-hue-place-nha-nhac-royal-court-music,Nhã nhạc cung đình Huế,Hue Royal Court Music,landmark_micro_place,hero,hero,audio-authored-nha-nhac-cung-dinh-hue-bd7c3977a2,Nhã nhạc cung đình Huế
p0,viet-family-city-hue-place-nine-dynastic-urns,Cửu Đỉnh,Nine Dynastic Urns,landmark_micro_place,hero,hero,audio-authored-cuu-dinh-008664bc21,Cửu Đỉnh
p0,viet-family-city-hue-place-northern-bus-station,Bến xe phía Bắc Huế,Hue Northern Bus Station,landmark_micro_place,hero,hero,audio-authored-ben-xe-phia-bac-hue-96704ab0b0,Bến xe phía Bắc Huế
p0,viet-family-city-hue-place-perfume-river-dragon-boat,Thuyền rồng sông Hương,Perfume River dragon boat,landmark_micro_place,hero,hero,audio-authored-thuyen-rong-song-huong-f40c5fdab0,Thuyền rồng sông Hương
p0,viet-family-city-hue-place-pham-ngu-lao-street,Đường Phạm Ngũ Lão,Pham Ngu Lao Street,street,hero,hero,audio-authored-duong-pham-ngu-lao-2a9bf094e6,Đường Phạm Ngũ Lão
p0,viet-family-city-hue-place-phu-hau-market,Chợ Phú Hậu,Phu Hau Market,landmark_micro_place,hero,hero,audio-authored-cho-phu-hau-2bd5476a84,Chợ Phú Hậu
p0,viet-family-city-hue-place-royal-court-music-show,Biểu diễn nhã nhạc cung đình,Royal court music show,landmark_micro_place,hero,hero,audio-authored-bieu-dien-nha-nhac-cung-dinh-4a85e0f238,Biểu diễn nhã nhạc cung đình
p0,viet-family-city-hue-place-ru-cha-mangrove,Rú Chá,Ru Cha Mangrove Forest,landmark_micro_place,hero,hero,audio-authored-ru-cha-934be79fec,Rú Chá
p0,viet-family-city-hue-place-song-huong-floating-restaurant,Nhà hàng nổi Sông Hương,Song Huong Floating Restaurant,restaurant,hero,hero,audio-authored-nha-hang-noi-song-huong-fcd90dd18d,Nhà hàng nổi Sông Hương
p0,viet-family-city-hue-place-songlab,Sống Platform - SốngLab,Sống Platform - SốngLab,landmark_micro_place,hero,hero,audio-authored-song-platform-songlab-861a7f39ab,Sống Platform - SốngLab
p0,viet-family-city-hue-place-southern-bus-station,Bến xe phía Nam Huế,Hue Southern Bus Station,landmark_micro_place,hero,hero,audio-authored-ben-xe-phia-nam-hue-b399b8acc6,Bến xe phía Nam Huế
p0,viet-family-city-hue-place-tam-giang-lagoon,Phá Tam Giang,Tam Giang Lagoon,landmark_micro_place,hero,hero,audio-authored-pha-tam-giang-343547805c,Phá Tam Giang
p0,viet-family-city-hue-place-tay-loc-market,Chợ Tây Lộc,Tay Loc Market,landmark_micro_place,hero,hero,audio-authored-cho-tay-loc-f5dbcc6001,Chợ Tây Lộc
p0,viet-family-city-hue-place-thai-hoa-palace,Điện Thái Hòa,Thai Hoa Palace,landmark_micro_place,hero,hero,audio-authored-dien-thai-hoa-1cba9b3903,Điện Thái Hòa
p0,viet-family-city-hue-place-thanh-cafe,Thành Cafe,Thanh Cafe,restaurant,hero,hero,audio-authored-thanh-cafe-9837be313a,Thành Cafe
p0,viet-family-city-hue-place-the-mieu-temple,Thế Miếu,The Mieu Temple,landmark_micro_place,hero,hero,audio-authored-the-mieu-b3bafedfc4,Thế Miếu
p0,viet-family-city-hue-place-thieu-tri-tomb,Lăng Thiệu Trị,Tomb of Thieu Tri,landmark_micro_place,hero,hero,audio-authored-lang-thieu-tri-d212a890da,Lăng Thiệu Trị
p0,viet-family-city-hue-place-thuy-bieu-village,Làng Thủy Biều,Thuy Bieu Village,landmark_micro_place,hero,hero,audio-authored-lang-thuy-bieu-71b287589a,Làng Thủy Biều
p0,viet-family-city-hue-place-tinh-gia-vien,Tịnh Gia Viên,Tinh Gia Vien Restaurant,restaurant,hero,hero,audio-authored-tinh-gia-vien-3a23bff5aa,Tịnh Gia Viên
p0,viet-family-city-hue-place-toa-kham-boat-station,Bến thuyền Tòa Khâm,Toa Kham Boat Station,landmark_micro_place,hero,hero,audio-authored-ben-thuyen-toa-kham-9f9ca5affd,Bến thuyền Tòa Khâm
p0,viet-family-city-hue-place-truong-tien-plaza,Trung tâm thương mại Trường Tiền,Trang Tien Plaza Hue,landmark_micro_place,hero,hero,audio-authored-trung-tam-thuong-mai-truong-tien-ac4e00d7b6,Trung tâm thương mại Trường Tiền
p0,viet-family-city-hue-place-vy-da,Vỹ Dạ,Vy Da,landmark_micro_place,hero,hero,audio-authored-vy-da-46aa4028d1,Vỹ Dạ
p0,viet-family-city-hue-place-y-thao-garden,Ý Thảo Garden,Y Thao Garden,restaurant,hero,hero,audio-authored-y-thao-garden-d671a76e48,Ý Thảo Garden
p1,viet-family-city-danang-place-ba-na-hills,Bà Nà Hills,Ba Na Hills,macro_attraction_journey,getting-there,phrase,audio-authored-dia-chi-nay-dung-khong-620d046937,Địa chỉ này đúng không?
p1,viet-family-city-danang-place-ba-na-hills,Bà Nà Hills,Ba Na Hills,macro_attraction_journey,cable-car,phrase,audio-authored-cap-treo-o-dau-8548abeeca,Cáp treo ở đâu?
p1,viet-family-city-danang-place-ba-na-hills,Bà Nà Hills,Ba Na Hills,macro_attraction_journey,photos,phrase,audio-authored-ban-chup-giup-toi-duoc-khong-4068eb6127,Bạn chụp giúp tôi được không?
p2,viet-family-city-danang-place-bun-cha-ca,Bún chả cá ở Đà Nẵng,Fish-cake noodle soup,dish,place-brief,phrase,audio-authored-da-cho-toi-mot-phan-bun-cha-dbdee039d2,"Dạ, cho tôi một phần bún chả."
p2,viet-family-city-hanoi-place-pho-bo,Phở bò ở Hà Nội,Beef pho,dish,place-brief,phrase,audio-authored-da-cho-toi-mot-to-pho-5e65b6808d,"Dạ, cho tôi một tô phở."
p2,viet-family-city-hoian-place-cao-lau-city,Cao lầu ở Hội An,Cao lau in Hoi An,dish,place-brief,phrase,audio-authored-da-cho-toi-mot-phan-cao-lau-71867ac448,"Dạ, cho tôi một phần cao lầu."
p2,viet-family-city-hue-place-bun-bo-city,Bún bò Huế,Bun bo Hue,dish,place-brief,phrase,audio-authored-da-cho-toi-mot-to-bun-bo-hue-f624687fc3,"Dạ, cho tôi một tô bún bò Huế."
p2,viet-family-ves-can-you-wait-here,Anh chờ tôi ở đây được không?,Can you wait for me here?,practical_flow,hero,hero,audio-authored-anh-cho-toi-o-day-duoc-khong-ec56a2d762,Anh chờ tôi ở đây được không?
p2,viet-family-ves-can-you-wait-here,Anh chờ tôi ở đây được không?,Can you wait for me here?,practical_flow,explore-next,phrase,audio-authored-may-gio-quay-lai-10be0e986d,Mấy giờ quay lại?
p2,viet-family-ves-where-driver-waits,Tài xế chờ ở đâu?,Where does the driver wait?,practical_flow,hero,hero,audio-authored-tai-xe-cho-o-dau-0b819e85a5,Tài xế chờ ở đâu?
p2,viet-phrase-v900-airp-bord-arri-where-is-the-grab-pickup-point,Điểm đón Grab ở đâu?,Where is the Grab pickup point?,practical_flow,explore-next,phrase,audio-authored-goi-giup-toi-taxi-duoc-khong-d1d2e5a74d,Gọi giúp tôi taxi được không?
p2,viet-phrase-v900-airp-bord-arri-where-is-the-grab-pickup-point,Điểm đón Grab ở đâu?,Where is the Grab pickup point?,practical_flow,explore-next,phrase,audio-authored-cho-toi-xuong-o-day-duoc-khong-e6561710e9,Cho tôi xuống ở đây được không?
p3,viet-family-city-danang-eat-near-con-market,Ăn gần Chợ Cồn,Eat near Con Market,derived_place_phrase,hero,hero,audio-authored-an-gan-cho-con-f1db95e14e,Ăn gần Chợ Cồn
p3,viet-family-city-danang-eat-near-han-market,Ăn gần Chợ Hàn,Eat near Han Market,derived_place_phrase,hero,hero,audio-authored-an-gan-cho-han-877a7ad8a8,Ăn gần Chợ Hàn
p3,viet-family-city-danang-go-han-market,Đi Chợ Hàn,Go to Han Market,derived_place_phrase,related-phrases,phrase,audio-authored-co-nha-thuoc-gan-cho-han-khong-ff450fcc4c,Có nhà thuốc gần chợ Hàn không?
p3,viet-family-city-danang-go-nen,Cho tôi đến nhà hàng Nén Đà Nẵng.,Please take me to Nén Đà Nẵng restaurant.,derived_place_phrase,hero,hero,audio-authored-cho-toi-den-nha-hang-nen-da-nang-252b38c56d,Cho tôi đến nhà hàng Nén Đà Nẵng.
p3,viet-family-city-danang-go-nen,Cho tôi đến nhà hàng Nén Đà Nẵng.,Please take me to Nén Đà Nẵng restaurant.,derived_place_phrase,related-phrases,phrase,audio-authored-toi-co-dat-ban-o-nen-da-nang-fd3465f873,Tôi có đặt bàn ở Nén Đà Nẵng
p3,viet-family-city-danang-go-nen,Cho tôi đến nhà hàng Nén Đà Nẵng.,Please take me to Nén Đà Nẵng restaurant.,derived_place_phrase,related-phrases,phrase,audio-authored-nha-hang-nen-da-nang-o-dau-d7632fcda8,Nhà hàng Nén Đà Nẵng ở đâu?
p3,viet-family-city-danang-go-nguyen-van-linh-street,Đi Đường Nguyễn Văn Linh,Go to Nguyen Van Linh Street,derived_place_phrase,hero,hero,audio-authored-di-duong-nguyen-van-linh-1041762d59,Đi Đường Nguyễn Văn Linh
p3,viet-family-city-danang-go-nguyen-van-linh-street,Đi Đường Nguyễn Văn Linh,Go to Nguyen Van Linh Street,derived_place_phrase,related-phrases,phrase,audio-authored-duong-nguyen-van-linh-gan-day-khong-63a70d6a49,Đường Nguyễn Văn Linh gần đây không?
p3,viet-family-city-danang-go-nguyen-van-linh-street,Đi Đường Nguyễn Văn Linh,Go to Nguyen Van Linh Street,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-duong-nguyen-van-linh-ea7a5b650b,Dừng ở Đường Nguyễn Văn Linh
p3,viet-family-city-danang-go-nguyen-van-linh-street,Đi Đường Nguyễn Văn Linh,Go to Nguyen Van Linh Street,derived_place_phrase,related-phrases,phrase,audio-authored-duong-nguyen-van-linh-o-dau-04b68ce6df,Đường Nguyễn Văn Linh ở đâu?
p3,viet-family-city-danang-go-railway-station,Đi Ga Đà Nẵng,Go to Da Nang Railway Station,derived_place_phrase,hero,hero,audio-authored-di-ga-da-nang-749edddb8f,Đi Ga Đà Nẵng
p3,viet-family-city-danang-go-railway-station,Đi Ga Đà Nẵng,Go to Da Nang Railway Station,derived_place_phrase,related-phrases,phrase,audio-authored-dung-o-ga-da-nang-e93d73ac2e,Dừng ở Ga Đà Nẵng
p3,viet-family-city-danang-go-son-tra-night-market,Đi Chợ đêm Sơn Trà,Go to Son Tra Night Market,derived_place_phrase,hero,hero,audio-authored-di-cho-dem-son-tra-c36bdcba5f,Đi Chợ đêm Sơn Trà
p3,viet-family-city-danang-go-son-tra-night-market,Đi Chợ đêm Sơn Trà,Go to Son Tra Night Market,derived_place_phrase,related-phrases,phrase,audio-authored-cho-dem-son-tra-o-dau-d0f887c351,Chợ đêm Sơn Trà ở đâu?
p3,viet-family-city-danang-go-son-tra-night-market,Đi Chợ đêm Sơn Trà,Go to Son Tra Night Market,derived_place_phrase,related-phrases,phrase,audio-authored-cho-dem-son-tra-gan-day-khong-93857776a2,Chợ đêm Sơn Trà gần đây không?
p3,viet-family-city-danang-go-tien-sa-port,Đi Cảng Tiên Sa,Go to Tien Sa Port,derived_place_phrase,hero,hero,audio-authored-di-cang-tien-sa-c6af75b73b,Đi Cảng Tiên Sa
p3,viet-family-city-danang-go-tien-sa-port,Đi Cảng Tiên Sa,Go to Tien Sa Port,derived_place_phrase,related-phrases,phrase,audio-authored-hinh-nhu-khong-dung-cho-b63d5ef9e3,Hình như không đúng chỗ.
p3,viet-family-city-danang-go-vo-nguyen-giap-street,Đi Đường Võ Nguyên Giáp,Go to Vo Nguyen Giap Street,derived_place_phrase,hero,hero,audio-authored-di-duong-vo-nguyen-giap-3438c8ea1b,Đi Đường Võ Nguyên Giáp
