"normalized_text","expected_text","usage_count","suggested_audio_key","source_page_ids","source_sections","surface_types"
"đi cao lầu ở hội an","Đi Cao lầu ở Hội An","1","audio-authored-di-cao-lau-o-hoi-an-a4b0b37f8f","viet-family-city-hoian-atm-cao-lau-city","when-to-use","phrase"
"đi cầu long biên","Đi cầu Long Biên","1","audio-authored-di-cau-long-bien-e850c31a33","viet-family-city-hanoi-atm-long-bien-bridge","when-to-use","phrase"
"đi cầu ngói thanh toàn","Đi Cầu ngói Thanh Toàn","1","audio-authored-di-cau-ngoi-thanh-toan-ce991f0ca0","viet-family-city-hue-go-thanh-toan-bridge","hero","hero"
"đi cầu rồng","Đi cầu Rồng","1","audio-authored-di-cau-rong-7a805e26ec","viet-family-city-danang-atm-dragon-bridge","when-to-use","phrase"
"đi cầu tình yêu","Đi Cầu Tình Yêu","1","audio-authored-di-cau-tinh-yeu-b2b30ff532","viet-family-city-danang-go-love-bridge","hero","hero"
"đi cầu trần thị lý","Đi Cầu Trần Thị Lý","1","audio-authored-di-cau-tran-thi-ly-6c95b65488","viet-family-city-danang-go-tran-thi-ly-bridge","hero","hero"
"đi cầu trường tiền","Đi Cầu Trường Tiền","1","audio-authored-di-cau-truong-tien-ceeb3ce588","viet-family-city-hue-get-off-truong-tien","when-to-use","phrase"
"đi cầu vàng","Đi Cầu Vàng","1","audio-authored-di-cau-vang-95c185d3ea","viet-family-city-danang-atm-golden-bridge","when-to-use","phrase"
"đi chả cá thăng long","Đi Chả cá Thăng Long","1","audio-authored-di-cha-ca-thang-long-080926ee90","viet-family-city-hanoi-atm-cha-ca-thang-long","when-to-use","phrase"
"đi chợ an cựu","Đi Chợ An Cựu","1","audio-authored-di-cho-an-cuu-97bab377f0","viet-family-city-hue-atm-an-cuu-market","when-to-use","phrase"
"đi chợ bến thành","Đi chợ Bến Thành","1","audio-authored-di-cho-ben-thanh-811b5d848e","viet-family-city-hcmc-atm-ben-thanh-market","when-to-use","phrase"
"đi chợ bình tây","Đi Chợ Bình Tây","1","audio-authored-di-cho-binh-tay-c2f5763288","viet-family-city-hcmc-atm-binh-tay-market","explore-next","phrase"
"đi chợ cồn","Đi Chợ Cồn","1","audio-authored-di-cho-con-da078e5102","viet-family-city-danang-atm-con-market","when-to-use","phrase"
"đi chợ đêm helio","Đi Chợ đêm Helio","1","audio-authored-di-cho-dem-helio-24a04cae21","viet-family-city-danang-atm-helio-night-market","when-to-use","phrase"
"đi chợ đêm hội an","Đi chợ đêm Hội An","1","audio-authored-di-cho-dem-hoi-an-20458c4184","viet-family-city-hoian-near-night-market","when-to-use","phrase"
"đi chợ đêm huế","Đi Chợ đêm Huế","1","audio-authored-di-cho-dem-hue-c6f0b56294","viet-family-city-hue-go-night-market","hero","hero"
"đi chợ đêm nguyễn hoàng","Đi Chợ đêm Nguyễn Hoàng","1","audio-authored-di-cho-dem-nguyen-hoang-4953a1db6c","viet-family-city-hoian-entrance-nguyen-hoang-night-market","when-to-use","phrase"
"đi chợ đêm sơn trà","Đi Chợ đêm Sơn Trà","1","audio-authored-di-cho-dem-son-tra-c36bdcba5f","viet-family-city-danang-go-son-tra-night-market","hero","hero"
"đi chợ đông ba","Đi chợ Đông Ba","1","audio-authored-di-cho-dong-ba-a37c54ffe3","viet-family-city-hue-atm-dong-ba-market","when-to-use","phrase"
"đi chợ đồng xuân","Đi Chợ Đồng Xuân","1","audio-authored-di-cho-dong-xuan-0ca7a3fda9","viet-family-city-hanoi-atm-dong-xuan-market","when-to-use","phrase"
"đi chợ hàn","Đi Chợ Hàn","1","audio-authored-di-cho-han-3c8e11365c","viet-family-city-danang-atm-han-market","when-to-use","phrase"
"đi chợ hoa hồ thị kỷ","Đi Chợ hoa Hồ Thị Kỷ","1","audio-authored-di-cho-hoa-ho-thi-ky-33435a6064","viet-family-city-hcmc-atm-ho-thi-ky-flower-market","when-to-use","phrase"
"đi chợ hội an","Đi Chợ Hội An","1","audio-authored-di-cho-hoi-an-57e9673431","viet-family-city-hoian-atm-market","when-to-use","phrase"
"đi chợ lớn","Đi Chợ Lớn","1","audio-authored-di-cho-lon-c0b21b04e7","viet-family-city-hcmc-atm-cho-lon","when-to-use","phrase"
"đi chợ long biên","Đi Chợ Long Biên","1","audio-authored-di-cho-long-bien-af7d351efa","viet-family-city-hanoi-atm-long-bien-market","when-to-use","phrase"
"đi chùa cầu","Đi Chùa Cầu","1","audio-authored-di-chua-cau-e3f3d1b0ab","viet-family-city-hoian-go-japanese-bridge","hero","hero"
"đi chùa linh ứng","Đi Chùa Linh Ứng","1","audio-authored-di-chua-linh-ung-a4006f3b96","viet-family-city-danang-atm-linh-ung-pagoda","when-to-use","phrase"
"đi chùa ngọc hoàng","Đi Chùa Ngọc Hoàng","1","audio-authored-di-chua-ngoc-hoang-2253e39eb1","viet-family-city-hcmc-go-jade-emperor-pagoda","hero","hero"
"đi chùa thiên mụ","Đi chùa Thiên Mụ","1","audio-authored-di-chua-thien-mu-51e7a68fd5","viet-family-city-hue-go-perfume-river","when-to-use","phrase"
"đi chùa trấn quốc","Đi Chùa Trấn Quốc","1","audio-authored-di-chua-tran-quoc-db0f109d65","viet-family-city-hanoi-go-tran-quoc-pagoda","hero","hero"
"đi chùa từ hiếu","Đi Chùa Từ Hiếu","1","audio-authored-di-chua-tu-hieu-65029225d5","viet-family-city-hue-go-tu-hieu-pagoda","hero","hero"
"đi cồn hến","Đi Cồn Hến","1","audio-authored-di-con-hen-758dbb15cb","viet-family-city-hue-atm-hen-island","when-to-use","phrase"
"đi công viên apec","Đi Công viên APEC","1","audio-authored-di-cong-vien-apec-fb1e217de8","viet-family-city-danang-atm-apec-park","when-to-use","phrase"
"đi công viên châu á","Đi Công viên Châu Á","1","audio-authored-di-cong-vien-chau-a-6c00a6b5ed","viet-family-city-danang-atm-asia-park","when-to-use","phrase"
"đi công viên tao đàn","Đi Công viên Tao Đàn","1","audio-authored-di-cong-vien-tao-dan-05d2ca6c3d","viet-family-city-hcmc-go-tao-dan-park","hero","hero"
"đi cù lao chàm","Đi Cù Lao Chàm","1","audio-authored-di-cu-lao-cham-21d0e2404b","viet-family-city-hoian-atm-cham-islands","when-to-use","phrase"
"đi cung an định","Đi Cung An Định","1","audio-authored-di-cung-an-dinh-a8d5723cff","viet-family-city-hue-atm-an-dinh-palace","when-to-use","phrase"
"đi đảo an hội","Đi Đảo An Hội","1","audio-authored-di-dao-an-hoi-d45ff0c575","viet-family-city-hoian-atm-an-hoi-island","when-to-use","phrase"
"đi đảo ký ức hội an","Đi Đảo Ký ức Hội An","1","audio-authored-di-dao-ky-uc-hoi-an-c0f43be214","viet-family-city-hoian-go-memories-land","hero","hero"
"đi đền huyền trân","Đi Đền Huyền Trân","1","audio-authored-di-den-huyen-tran-c013d5c5f6","viet-family-city-hue-atm-huyen-tran-temple","when-to-use","phrase"
"đi đền quán thánh","Đi Đền Quán Thánh","1","audio-authored-di-den-quan-thanh-f738323459","viet-family-city-hanoi-go-quan-thanh-temple","hero","hero"
"đi đỉnh bàn cờ","Đi Đỉnh Bàn Cờ","1","audio-authored-di-dinh-ban-co-5643033533","viet-family-city-danang-atm-ban-co-peak","when-to-use","phrase"
"đi dinh độc lập","Đi Dinh Độc Lập","1","audio-authored-di-dinh-doc-lap-ffe331e6db","viet-family-city-hcmc-go-independence-palace","hero","hero"
"đi đồi vọng cảnh","Đi Đồi Vọng Cảnh","1","audio-authored-di-doi-vong-canh-bed638cfcf","viet-family-city-hue-go-vong-canh-hill","hero","hero"
"đi đường bạch đằng","Đi đường Bạch Đằng","1","audio-authored-di-duong-bach-dang-2ee76f9dab","viet-family-city-danang-atm-bach-dang-street","when-to-use","phrase"
"đi đường đồng khởi","Đi Đường Đồng Khởi","1","audio-authored-di-duong-dong-khoi-10aafc4bb4","viet-family-city-hcmc-atm-dong-khoi-street","when-to-use","phrase"
"đi đường đồng khởi được không?","Đi đường Đồng Khởi được không?","1","audio-authored-di-duong-dong-khoi-duoc-khong-c12f6ee6ef","viet-family-city-hcmc-atm-dong-khoi-street","when-to-use","phrase"
"đi đường lê lợi","Đi đường Lê Lợi","1","audio-authored-di-duong-le-loi-3be30004e8","viet-family-city-hue-atm-le-loi-street","when-to-use","phrase"
"đi đường lê thánh tôn","Đi Đường Lê Thánh Tôn","1","audio-authored-di-duong-le-thanh-ton-32224dd281","viet-family-city-hcmc-go-le-thanh-ton-street","hero","hero"
"đi đường nguyễn trãi","Đi Đường Nguyễn Trãi","1","audio-authored-di-duong-nguyen-trai-ef9d860e6c","viet-family-city-hcmc-go-nguyen-trai-street","hero","hero"
"đi đường nguyễn văn linh","Đi Đường Nguyễn Văn Linh","1","audio-authored-di-duong-nguyen-van-linh-1041762d59","viet-family-city-danang-go-nguyen-van-linh-street","hero","hero"
"đi đường pasteur","Đi Đường Pasteur","1","audio-authored-di-duong-pasteur-06f740c791","viet-family-city-hcmc-go-pasteur-street","hero","hero"
"đi đường võ nguyên giáp","Đi Đường Võ Nguyên Giáp","1","audio-authored-di-duong-vo-nguyen-giap-3438c8ea1b","viet-family-city-danang-go-vo-nguyen-giap-street","hero","hero"
"đi faifo coffee","Đi Faifo Coffee","1","audio-authored-di-faifo-coffee-e94546be15","viet-family-city-hoian-atm-faifo-coffee","when-to-use","phrase"
"đi ga đà nẵng","Đi Ga Đà Nẵng","1","audio-authored-di-ga-da-nang-749edddb8f","viet-family-city-danang-go-railway-station","hero","hero"
"đi ga huế","Đi Ga Huế","1","audio-authored-di-ga-hue-0398aa0b7b","viet-family-city-hue-go-railway-station","hero","hero"
"đi hồ con rùa","Đi Hồ Con Rùa","1","audio-authored-di-ho-con-rua-cdefc6abe1","viet-family-city-hcmc-go-turtle-lake","hero","hero"
"đi hồ hoàn kiếm","Đi hồ Hoàn Kiếm","1","audio-authored-di-ho-hoan-kiem-dfd97528be","viet-family-city-hanoi-atm-hoan-kiem-lake","when-to-use","phrase"
"đi hồ tây","Đi Hồ Tây","1","audio-authored-di-ho-tay-10f0de25e7","viet-family-city-hanoi-go-west-lake","hero","hero"
"đi hồ trúc bạch","Đi Hồ Trúc Bạch","1","audio-authored-di-ho-truc-bach-0778c81e98","viet-family-city-hanoi-go-truc-bach-lake","hero","hero"
"đi hoàng thành thăng long","Đi Hoàng thành Thăng Long","1","audio-authored-di-hoang-thanh-thang-long-ac10ed25b6","viet-family-city-hanoi-atm-imperial-citadel","when-to-use","phrase"
"đi hội quán phúc kiến","Đi Hội quán Phúc Kiến","1","audio-authored-di-hoi-quan-phuc-kien-8c61f7c965","viet-family-city-hoian-atm-fujian-assembly-hall","when-to-use","phrase"
"đi kinh thành huế","Đi Kinh thành Huế","1","audio-authored-di-kinh-thanh-hue-4eafb3449c","viet-family-city-hue-atm-imperial-city","when-to-use","phrase"
"đi landmark 81","Đi Landmark 81","1","audio-authored-di-landmark-81-6f8c52e19c","viet-family-city-hcmc-go-landmark-81","hero","hero"
"đi lăng bác","Đi Lăng Bác","1","audio-authored-di-lang-bac-e2deea68df","viet-family-city-hanoi-atm-ho-chi-minh-mausoleum","when-to-use","phrase"
"đi lăng bác được không?","Đi Lăng Bác được không?","1","audio-authored-di-lang-bac-duoc-khong-cfa0310b8d","viet-family-city-hanoi-atm-ho-chi-minh-mausoleum","when-to-use","phrase"
"đi làng đá non nước","Đi Làng đá Non Nước","1","audio-authored-di-lang-da-non-nuoc-5b6ccbe02d","viet-family-city-danang-go-non-nuoc-stone-village","hero","hero"
"đi lăng đồng khánh","Đi Lăng Đồng Khánh","1","audio-authored-di-lang-dong-khanh-5b3d30863c","viet-family-city-hue-atm-dong-khanh-tomb","when-to-use","phrase"
"đi làng dừa cẩm thanh","Đi Làng dừa Cẩm Thanh","1","audio-authored-di-lang-dua-cam-thanh-482baa591c","viet-family-city-hoian-atm-cam-thanh-coconut-village","when-to-use","phrase"
"đi lăng gia long","Đi Lăng Gia Long","1","audio-authored-di-lang-gia-long-c74f47c96a","viet-family-city-hue-atm-gia-long-tomb","when-to-use","phrase"
"đi làng gốm thanh hà","Đi làng gốm Thanh Hà","1","audio-authored-di-lang-gom-thanh-ha-b28d83cee4","viet-family-city-hoian-go-japanese-bridge","explore-next","phrase"
"đi làng hương thủy xuân","Đi Làng hương Thủy Xuân","1","audio-authored-di-lang-huong-thuy-xuan-ea9a4dee46","viet-family-city-hue-go-thuy-xuan-incense-village","hero","hero"
"đi lăng khải định","Đi Lăng Khải Định","1","audio-authored-di-lang-khai-dinh-fe4ec8f54a","viet-family-city-hue-atm-khai-dinh-tomb","when-to-use","phrase"
"đi lăng minh mạng","Đi Lăng Minh Mạng","1","audio-authored-di-lang-minh-mang-841ecf62eb","viet-family-city-hue-atm-minh-mang-tomb","when-to-use","phrase"
"đi làng mộc kim bồng","Đi Làng mộc Kim Bồng","1","audio-authored-di-lang-moc-kim-bong-b7535b4609","viet-family-city-hoian-go-kim-bong-carpentry-village","hero","hero"
"đi làng rau trà quế","Đi làng rau Trà Quế","1","audio-authored-di-lang-rau-tra-que-0ce2c9a939","viet-family-city-hoian-go-thanh-ha","explore-next","phrase"
"đi lăng tự đức","Đi lăng Tự Đức","1","audio-authored-di-lang-tu-duc-1fae768926","viet-family-city-hue-go-perfume-river","explore-next","phrase"
"đi les jardins de la carambole","Đi Les Jardins de la Carambole","1","audio-authored-di-les-jardins-de-la-carambole-696e7b34f9","viet-family-city-hue-atm-les-jardins","when-to-use","phrase"
"đi miếu quan công","Đi Miếu Quan Công","1","audio-authored-di-mieu-quan-cong-de109e035a","viet-family-city-hoian-go-quan-cong-temple","hero","hero"
"đi morning glory hội an","Đi Morning Glory Hội An","1","audio-authored-di-morning-glory-hoi-an-f91327dc4d","viet-family-city-hoian-go-morning-glory","hero","hero"
"đi nén đà nẵng","Đi Nén Đà Nẵng","1","audio-authored-di-nen-da-nang-0b458624c8","viet-family-city-danang-go-nen","hero","hero"
"đi ngũ hành sơn","Đi Ngũ Hành Sơn","1","audio-authored-di-ngu-hanh-son-c46a771980","viet-family-city-danang-go-marble-mountains","hero","hero"
"đi nhà cổ tấn ký","Đi Nhà cổ Tấn Ký","1","audio-authored-di-nha-co-tan-ky-4545cc835b","viet-family-city-hoian-go-tan-ky-old-house","hero","hero"
"đi nhà hát lớn hà nội","Đi Nhà hát Lớn Hà Nội","1","audio-authored-di-nha-hat-lon-ha-noi-b9b01df8d8","viet-family-city-hanoi-go-opera-house","hero","hero"
"đi nhà hát múa rối thăng long","Đi Nhà hát Múa rối Thăng Long","1","audio-authored-di-nha-hat-mua-roi-thang-long-6e49722b28","viet-family-city-hanoi-place-water-puppet-theatre","place-brief","phrase"
"đi nhà hát thành phố","Đi Nhà hát Thành phố","1","audio-authored-di-nha-hat-thanh-pho-d3112bb255","viet-family-city-hcmc-go-opera-house","hero","hero"
"đi nhà thờ con gà đà nẵng","Đi Nhà thờ Con Gà Đà Nẵng","1","audio-authored-di-nha-tho-con-ga-da-nang-ca6ee116e3","viet-family-city-danang-atm-cathedral","when-to-use","phrase"
"đi nhà thờ đức bà sài gòn","Đi Nhà thờ Đức Bà Sài Gòn","1","audio-authored-di-nha-tho-duc-ba-sai-gon-275ed2930a","viet-family-city-hcmc-go-notre-dame","hero","hero"
"đi nhà thờ lớn hà nội","Đi Nhà thờ Lớn Hà Nội","1","audio-authored-di-nha-tho-lon-ha-noi-247ebb1e21","viet-family-city-hanoi-go-st-joseph-cathedral","hero","hero"
"đi nhà thờ phủ cam","Đi Nhà thờ Phủ Cam","1","audio-authored-di-nha-tho-phu-cam-1517633958","viet-family-city-hue-go-phu-cam-church","hero","hero"
"đi nhà tù hỏa lò","Đi Nhà tù Hỏa Lò","1","audio-authored-di-nha-tu-hoa-lo-bf053942bb","viet-family-city-hanoi-atm-hoa-lo-prison","when-to-use","phrase"
"đi phở bát đàn","Đi Phở Bát Đàn","1","audio-authored-di-pho-bat-dan-1cdfd56541","viet-family-city-hanoi-go-pho-bat-dan","hero","hero"
"đi phố bùi viện","Đi phố Bùi Viện","1","audio-authored-di-pho-bui-vien-bf4d099a84","viet-family-city-hcmc-atm-bui-vien-street","when-to-use","phrase"
"đi phố cổ bao vinh","Đi Phố cổ Bao Vinh","1","audio-authored-di-pho-co-bao-vinh-824dbc0d5c","viet-family-city-hue-atm-bao-vinh-ancient-town","when-to-use","phrase"
"đi phố cổ hà nội","Đi Phố cổ Hà Nội","1","audio-authored-di-pho-co-ha-noi-b633b33727","viet-family-city-hanoi-atm-old-quarter","when-to-use","phrase"
"đi phố cổ hội an","Đi phố cổ Hội An","1","audio-authored-di-pho-co-hoi-an-0b3cb4f051","viet-family-city-hoian-atm-ancient-town","when-to-use","phrase"
"đi phố đi bộ huế","Đi phố đi bộ Huế","1","audio-authored-di-pho-di-bo-hue-639ec583b5","viet-family-city-hue-place-walking-street","place-brief","phrase"
"đi phố đi bộ nguyễn đình chiểu","Đi Phố đi bộ Nguyễn Đình Chiểu","1","audio-authored-di-pho-di-bo-nguyen-dinh-chieu-da21a38d23","viet-family-city-hue-go-nguyen-dinh-chieu-street","hero","hero"
"đi phố đi bộ nguyễn huệ","Đi Phố đi bộ Nguyễn Huệ","1","audio-authored-di-pho-di-bo-nguyen-hue-388af5bd52","viet-family-city-hcmc-atm-nguyen-hue","when-to-use","phrase"
"đi phố đường tàu hà nội","Đi Phố đường tàu Hà Nội","1","audio-authored-di-pho-duong-tau-ha-noi-64a1647db8","viet-family-city-hanoi-go-train-street","hero","hero"
"đi phố hàng bạc","Đi Phố Hàng Bạc","1","audio-authored-di-pho-hang-bac-f7f0756a53","viet-family-city-hanoi-atm-hang-bac-street","when-to-use","phrase"
"đi phố hàng gai","Đi Phố Hàng Gai","1","audio-authored-di-pho-hang-gai-0fe62f7abd","viet-family-city-hanoi-atm-hang-gai-street","when-to-use","phrase"
"đi phở hòa pasteur","Đi Phở Hòa Pasteur","1","audio-authored-di-pho-hoa-pasteur-94bf976583","viet-family-city-hcmc-go-pho-hoa-pasteur","hero","hero"
"đi phố phạm ngũ lão","Đi Phố Phạm Ngũ Lão","1","audio-authored-di-pho-pham-ngu-lao-5b513ecafe","viet-family-city-hcmc-go-pham-ngu-lao-street","hero","hero"
"đi phố phan đình phùng","Đi Phố Phan Đình Phùng","1","audio-authored-di-pho-phan-dinh-phung-fc15d0a6a7","viet-family-city-hanoi-go-phan-dinh-phung-street","hero","hero"
"đi phố tạ hiện","Đi phố Tạ Hiện","1","audio-authored-di-pho-ta-hien-a89d38c003","viet-family-city-hanoi-go-ta-hien","hero","hero"
"đi phố trần phú","Đi Phố Trần Phú","1","audio-authored-di-pho-tran-phu-0957b3bca1","viet-family-city-hoian-go-tran-phu-street","hero","hero"
"đi quảng trường ba đình","Đi Quảng trường Ba Đình","1","audio-authored-di-quang-truong-ba-dinh-8aa702332b","viet-family-city-hanoi-atm-ba-dinh-square","when-to-use","phrase"
"đi rạn nam ô","Đi Rạn Nam Ô","1","audio-authored-di-ran-nam-o-8d018d624f","viet-family-city-danang-go-nam-o-reef","hero","hero"
"đi reaching out tea house","Đi Reaching Out Tea House","1","audio-authored-di-reaching-out-tea-house-703ef21a07","viet-family-city-hoian-go-reach-out-tea-house","hero","hero"
"đi rừng dừa bảy mẫu","Đi Rừng dừa Bảy Mẫu","1","audio-authored-di-rung-dua-bay-mau-78c8c159be","viet-family-city-hoian-atm-bay-mau-coconut-forest","when-to-use","phrase"
"đi sân bay đà nẵng","Đi Sân bay Đà Nẵng","1","audio-authored-di-san-bay-da-nang-4803017169","viet-family-city-danang-atm-airport","when-to-use","phrase"
"đi sân bay nội bài","Đi Sân bay Nội Bài","1","audio-authored-di-san-bay-noi-bai-aec73cbb92","viet-family-city-hanoi-go-noi-bai-airport","hero","hero"
"đi sân bay phú bài","Đi Sân bay Phú Bài","1","audio-authored-di-san-bay-phu-bai-0b6cb48b86","viet-family-city-hue-go-phu-bai-airport","hero","hero"
"đi sân bay tân sơn nhất","Đi Sân bay Tân Sơn Nhất","1","audio-authored-di-san-bay-tan-son-nhat-4360f3fa57","viet-family-city-hcmc-go-tan-son-nhat-airport","hero","hero"
"đi sông hàn","Đi Sông Hàn","1","audio-authored-di-song-han-5b90df46db","viet-family-city-danang-atm-han-river","when-to-use","phrase"
"đi sông hoài","Đi Sông Hoài","1","audio-authored-di-song-hoai-f4b404e0fa","viet-family-city-hoian-atm-hoai-river","when-to-use","phrase"
"đi sông hương","Đi sông Hương","1","audio-authored-di-song-huong-af85230a5b","viet-family-city-hue-go-perfume-river","hero","hero"
"đi sông sài gòn","Đi Sông Sài Gòn","1","audio-authored-di-song-sai-gon-c9429e52c7","viet-family-city-hcmc-go-saigon-river","hero","hero"
"đi sông thu bồn","Đi Sông Thu Bồn","1","audio-authored-di-song-thu-bon-a08593fd51","viet-family-city-hoian-go-thu-bon-river","hero","hero"
"đi tầm vị","Đi Tầm Vị","1","audio-authored-di-tam-vi-3987474d94","viet-family-city-hanoi-go-tam-vi","hero","hero"
"đi tây hồ","Đi Tây Hồ","1","audio-authored-di-tay-ho-9f562eeb0d","viet-family-city-hanoi-go-tay-ho","hero","hero"
"đi thánh địa mỹ sơn","Đi Thánh địa Mỹ Sơn","1","audio-authored-di-thanh-dia-my-son-accb2dc87f","viet-family-city-hoian-go-my-son-sanctuary","hero","hero"
"đi thảo cầm viên sài gòn","Đi Thảo Cầm Viên Sài Gòn","1","audio-authored-di-thao-cam-vien-sai-gon-bab5b74bd4","viet-family-city-hcmc-go-zoo-botanical-gardens","hero","hero"
"đi thảo điền","Đi Thảo Điền","1","audio-authored-di-thao-dien-f3e165f472","viet-family-city-hcmc-go-thao-dien","hero","hero"
"đi tòa nhà bitexco","Đi Tòa nhà Bitexco","1","audio-authored-di-toa-nha-bitexco-8bafff0763","viet-family-city-hcmc-atm-bitexco-tower","when-to-use","phrase"
"đi văn miếu","Đi Văn Miếu","1","audio-authored-di-van-mieu-de37adea24","viet-family-city-hanoi-go-temple-literature","hero","hero"
"đỉnh bàn cờ","Đỉnh Bàn Cờ","1","audio-authored-dinh-ban-co-f4170cb874","viet-family-city-danang-atm-ban-co-peak","place-anchor","phrase"
"đỉnh bàn cờ ở đâu?","Đỉnh Bàn Cờ ở đâu?","1","audio-authored-dinh-ban-co-o-dau-4baeef3983","viet-family-city-danang-atm-ban-co-peak","explore-next","phrase"
"dinh độc lập","Dinh Độc Lập","1","audio-authored-dinh-doc-lap-1772cc060a","viet-family-city-hcmc-go-independence-palace","place-anchor","phrase"
"dinh độc lập ở đâu?","Dinh Độc Lập ở đâu?","1","audio-authored-dinh-doc-lap-o-dau-8cdff0e827","viet-family-city-hcmc-go-independence-palace","explore-next","phrase"
"đồi vọng cảnh","Đồi Vọng Cảnh","1","audio-authored-doi-vong-canh-973c1cfd1f","viet-family-city-hue-go-vong-canh-hill","place-anchor","phrase"
"dừng ở anăn sài gòn","Dừng ở Anăn Sài Gòn","1","audio-authored-dung-o-anan-sai-gon-2f3f84a161","viet-family-city-hcmc-stop-anan-saigon","hero","hero"
"dừng ở bà nà hills","Dừng ở Bà Nà Hills","1","audio-authored-dung-o-ba-na-hills-569988ed0a","viet-family-city-danang-atm-ba-na-hills","when-to-use","phrase"
"dừng ở bánh mì phượng","Dừng ở Bánh mì Phượng","1","audio-authored-dung-o-banh-mi-phuong-9547c6b0f2","viet-family-city-hoian-atm-banh-mi-phuong","when-to-use","phrase"
"dừng ở bảo tàng cổ vật cung đình huế","Dừng ở Bảo tàng Cổ vật Cung đình Huế","1","audio-authored-dung-o-bao-tang-co-vat-cung-dinh-hue-7041a9cf13","viet-family-city-hue-go-royal-antiquities-museum","when-to-use","phrase"
"dừng ở bảo tàng dân tộc học","Dừng ở Bảo tàng Dân tộc học","1","audio-authored-dung-o-bao-tang-dan-toc-hoc-51eb39d45e","viet-family-city-hanoi-atm-ethnology-museum","when-to-use","phrase"
"dừng ở bảo tàng di sản vô giá","Dừng ở Bảo tàng Di sản Vô giá","1","audio-authored-dung-o-bao-tang-di-san-vo-gia-3536b48cac","viet-family-city-hoian-go-precious-heritage-museum","when-to-use","phrase"
"dừng ở bảo tàng điêu khắc chăm","Dừng ở Bảo tàng Điêu khắc Chăm","1","audio-authored-dung-o-bao-tang-dieu-khac-cham-747349b164","viet-family-city-danang-atm-cham-museum","when-to-use","phrase"
"dừng ở bảo tàng mỹ thuật","Dừng ở Bảo tàng Mỹ thuật","1","audio-authored-dung-o-bao-tang-my-thuat-6a9c3c6ecb","viet-family-city-hcmc-atm-fine-arts-museum","when-to-use","phrase"
"dừng ở bến bạch đằng","Dừng ở Bến Bạch Đằng","1","audio-authored-dung-o-ben-bach-dang-2d1ed776fd","viet-family-city-hcmc-atm-bach-dang-wharf","explore-next","phrase"
"dừng ở biển an bàng","Dừng ở Biển An Bàng","1","audio-authored-dung-o-bien-an-bang-5187c7ad0a","viet-family-city-hoian-atm-an-bang-beach","explore-next","phrase"
"dừng ở biển cửa đại","Dừng ở Biển Cửa Đại","1","audio-authored-dung-o-bien-cua-dai-f4c0c8a0ec","viet-family-city-hoian-atm-cua-dai-beach","when-to-use","phrase"
"dừng ở biển mân thái","Dừng ở Biển Mân Thái","1","audio-authored-dung-o-bien-man-thai-b4e8ca1ada","viet-family-city-danang-go-man-thai-beach","when-to-use","phrase"
"dừng ở biển mỹ khê","Dừng ở Biển Mỹ Khê","1","audio-authored-dung-o-bien-my-khe-a24f76b1a9","viet-family-city-danang-get-off-my-khe","explore-next","phrase"
"dừng ở biển non nước","Dừng ở Biển Non Nước","1","audio-authored-dung-o-bien-non-nuoc-b025d8b0b9","viet-family-city-danang-go-non-nuoc-beach","when-to-use","phrase"
"dừng ở bún bò huế","Dừng ở Bún bò Huế","1","audio-authored-dung-o-bun-bo-hue-795227ac78","viet-family-city-hue-atm-bun-bo-city","explore-next","phrase"
"dừng ở bún bò ở chợ đông ba","Dừng ở Bún bò ở chợ Đông Ba","1","audio-authored-dung-o-bun-bo-o-cho-dong-ba-d9390b0f69","viet-family-city-hue-atm-dong-ba-bun-bo","explore-next","phrase"
"dừng ở bún chả hương liên","Dừng ở Bún chả Hương Liên","1","audio-authored-dung-o-bun-cha-huong-lien-58fa14839e","viet-family-city-hanoi-atm-bun-cha-huong-lien","when-to-use","phrase"
"dừng ở bưu điện thành phố","Dừng ở Bưu điện Thành phố","1","audio-authored-dung-o-buu-dien-thanh-pho-fd9dd5c592","viet-family-city-hcmc-atm-central-post-office","when-to-use","phrase"
"dừng ở cà phê giảng","Dừng ở Cà phê Giảng","1","audio-authored-dung-o-ca-phe-giang-9ed36d9bae","viet-family-city-hanoi-atm-giang-cafe","when-to-use","phrase"
"dừng ở cẩm châu","Dừng ở Cẩm Châu","1","audio-authored-dung-o-cam-chau-12a12c864b","viet-family-city-hoian-atm-cam-chau","when-to-use","phrase"
"dừng ở cẩm nam","Dừng ở Cẩm Nam","1","audio-authored-dung-o-cam-nam-41b3a8c608","viet-family-city-hoian-atm-cam-nam","when-to-use","phrase"
"dừng ở cao lầu ở hội an","Dừng ở Cao lầu ở Hội An","1","audio-authored-dung-o-cao-lau-o-hoi-an-3d89a577a0","viet-family-city-hoian-atm-cao-lau-city","when-to-use","phrase"
"dừng ở cầu long biên","Dừng ở Cầu Long Biên","1","audio-authored-dung-o-cau-long-bien-24fa351898","viet-family-city-hanoi-atm-long-bien-bridge","when-to-use","phrase"
"dừng ở cầu ngói thanh toàn","Dừng ở Cầu ngói Thanh Toàn","1","audio-authored-dung-o-cau-ngoi-thanh-toan-296bd31757","viet-family-city-hue-go-thanh-toan-bridge","when-to-use","phrase"
"dừng ở cầu rồng","Dừng ở Cầu Rồng","1","audio-authored-dung-o-cau-rong-a6fd2ae7f1","viet-family-city-danang-atm-dragon-bridge","when-to-use","phrase"
