severity,score,pageID,tierRole,title,englishTitle,phraseCards,breakdownCards,visibleWords,issueCodes,sourcePath,worstSnippet
PASS,0,viet-family-city-hue-near-dong-ba,city-v1,Chợ Đông Ba gần đây không?,Is Dong Ba Market near here?,5,4,113,,,
PASS,0,viet-family-city-hue-near-hen-island,city-v1,Cồn Hến gần đây không?,Is Hen Island near here?,5,4,105,,,
PASS,0,viet-family-city-hue-near-le-loi-street,city-v1,Đường Lê Lợi gần đây không?,Is Le Loi Street near here?,5,4,123,,,
PASS,0,viet-family-city-hue-near-nguyen-dinh-chieu-street,city-v1,Phố đi bộ Nguyễn Đình Chiểu gần đây không?,Is Nguyen Dinh Chieu Walking Street near here?,4,4,147,,,
PASS,0,viet-family-city-hue-near-night-market,city-v1,Chợ đêm Huế gần đây không?,Is Hue Night Market near here?,4,4,108,,,
PASS,0,viet-family-city-hue-pharmacy-dong-ba,city-v1,Có nhà thuốc gần chợ Đông Ba không?,Is there a pharmacy near Dong Ba Market?,5,6,131,,,
PASS,0,viet-family-city-hue-place-an-cuu-market,city-v1,Chợ An Cựu,An Cuu Market,3,0,189,,,
PASS,0,viet-family-city-hue-place-an-dinh-palace,city-v1,Cung An Định,An Dinh Palace,3,0,194,,,
PASS,0,viet-family-city-hue-place-an-hien-garden-house,city-v1,Nhà vườn An Hiên,An Hien Garden House,3,0,188,,,
PASS,0,viet-family-city-hue-place-ancient-hue-gallery-cuisine,city-v1,Ancient Hue Gallery Cuisine,Ancient Hue Gallery Cuisine,3,0,211,,,
PASS,0,viet-family-city-hue-place-ancient-hue-restaurant,city-v1,Ancient Hue Restaurant,Ancient Hue Restaurant,3,0,186,,,
PASS,0,viet-family-city-hue-place-ancient-space-restaurant,city-v1,Không gian xưa,Ancient Space Restaurant,3,0,181,,,
PASS,0,viet-family-city-hue-place-ba-van-banh-loc,city-v1,Bánh lọc Bà Vân,Ba Van Banh Loc,3,0,178,,,
PASS,0,viet-family-city-hue-place-bach-ma-national-park,city-v1,Vườn quốc gia Bạch Mã,Bach Ma National Park,3,0,211,,,
PASS,0,viet-family-city-hue-place-banh-beo,city-v1,Bánh bèo ở Huế,Banh beo,3,0,189,,,
PASS,0,viet-family-city-hue-place-banh-bot-loc,city-v1,Bánh bột lọc ở Huế,Banh bot loc,3,0,185,,,
PASS,0,viet-family-city-hue-place-banh-khoai,city-v1,Bánh khoái ở Huế,Banh khoai,3,0,189,,,
PASS,0,viet-family-city-hue-place-banh-nam,city-v1,Bánh nậm ở Huế,Banh nam,3,0,214,,,
PASS,0,viet-family-city-hue-place-bao-quoc-pagoda,city-v1,Chùa Báo Quốc,Bao Quoc Pagoda,3,0,185,,,
PASS,0,viet-family-city-hue-place-bao-vinh-ancient-town,city-v1,Phố cổ Bao Vinh,Bao Vinh Ancient Town,3,0,220,,,
PASS,0,viet-family-city-hue-place-ben-ngu-market,city-v1,Chợ Bến Ngự,Ben Ngu Market,3,0,188,,,
PASS,0,viet-family-city-hue-place-ben-trang-cafe-bistro,city-v1,Bến Trắng Cafe & Bistro,Ben Trang Cafe & Bistro,3,0,195,,,
PASS,0,viet-family-city-hue-place-bun-bo-city,city-v1,Bún bò Huế,Bun bo Hue,4,0,205,,,
PASS,0,viet-family-city-hue-place-bun-hen,city-v1,Bún hến ở Huế,Bun hen,3,0,184,,,
PASS,0,viet-family-city-hue-place-bun-thit-nuong,city-v1,Bún thịt nướng ở Huế,Bun thit nuong,3,0,191,,,
PASS,0,viet-family-city-hue-place-che-hue,city-v1,Chè Huế,Hue sweet soup,3,0,179,,,
PASS,0,viet-family-city-hue-place-chu-van-an-street,city-v1,Đường Chu Văn An,Chu Van An Street,3,0,191,,,
PASS,0,viet-family-city-hue-place-com-am-phu,city-v1,Cơm âm phủ ở Huế,Com am phu,3,0,219,,,
PASS,0,viet-family-city-hue-place-com-hen,city-v1,Cơm hến ở Huế,Com hen,3,0,190,,,
PASS,0,viet-family-city-hue-place-cyclo-citadel-loop,city-v1,Xích lô quanh Kinh thành,Citadel cyclo loop,3,0,192,,,
PASS,0,viet-family-city-hue-place-dai-nam-restaurant,city-v1,Nhà hàng Đại Nam,Dai Nam Restaurant,3,0,197,,,
PASS,0,viet-family-city-hue-place-de-po-cafe,city-v1,De Po Cafe,De Po Cafe,3,0,195,,,
PASS,0,viet-family-city-hue-place-diem-phung-thi-art-center,city-v1,Trung tâm Nghệ thuật Điềm Phùng Thị,Diem Phung Thi Art Center,3,0,206,,,
PASS,0,viet-family-city-hue-place-dien-tho-palace,city-v1,Cung Diên Thọ,Dien Tho Palace,3,0,195,,,
PASS,0,viet-family-city-hue-place-dong-ba,city-v1,Chợ Đông Ba,Dong Ba Market,3,0,201,,,
PASS,0,viet-family-city-hue-place-dong-ba-bun-bo,city-v1,Bún bò chợ Đông Ba ở Huế,Bun bo at Dong Ba Market,4,0,226,,,
PASS,0,viet-family-city-hue-place-dong-khanh-tomb,city-v1,Lăng Đồng Khánh,Tomb of Dong Khanh,3,0,203,,,
PASS,0,viet-family-city-hue-place-duc-duc-tomb,city-v1,Lăng Dục Đức,Tomb of Duc Duc,3,0,222,,,
PASS,0,viet-family-city-hue-place-duyet-thi-duong-theater,city-v1,Duyệt Thị Đường,Duyet Thi Duong Royal Theater,3,0,213,,,
PASS,0,viet-family-city-hue-place-flag-tower,city-v1,Kỳ Đài Huế,Hue Flag Tower,3,0,202,,,
PASS,0,viet-family-city-hue-place-forbidden-purple-city,city-v1,Tử Cấm Thành,Forbidden Purple City,3,0,199,,,
PASS,0,viet-family-city-hue-place-gia-hoi,city-v1,Gia Hội,Gia Hoi,3,0,223,,,
PASS,0,viet-family-city-hue-place-gia-long-tomb,city-v1,Lăng Gia Long,Tomb of Gia Long,3,0,252,,,
PASS,0,viet-family-city-hue-place-hen-island,city-v1,Cồn Hến,Hen Island,3,0,260,,,
PASS,0,viet-family-city-hue-place-hon-chen-temple,city-v1,Điện Hòn Chén,Hon Chen Temple,3,0,216,,,
PASS,0,viet-family-city-hue-place-huyen-tran-temple,city-v1,Đền Huyền Trân,Huyen Tran Princess Temple,3,0,232,,,
PASS,0,viet-family-city-hue-place-imperial-city,city-v1,Kinh thành Huế,Hue Imperial City,3,0,244,,,
PASS,0,viet-family-city-hue-place-incense-village-workshop,city-v1,Trải nghiệm làm hương Thủy Xuân,Incense village workshop,3,0,243,,,
PASS,0,viet-family-city-hue-place-khai-dinh-tomb,city-v1,Lăng Khải Định,Tomb of Khai Dinh,3,0,237,,,
PASS,0,viet-family-city-hue-place-khong-gian-hoai-co-coffee,city-v1,Không Gian Hoài Cổ Coffee,Khong Gian Hoai Co Coffee,3,0,213,,,
PASS,0,viet-family-city-hue-place-kim-long,city-v1,Kim Long,Kim Long,3,0,238,,,
PASS,0,viet-family-city-hue-place-kodo-cafe,city-v1,KODO Cafe,KODO Cafe,3,0,206,,,
PASS,0,viet-family-city-hue-place-lagoon-seafood-boat,city-v1,Thuyền hải sản phá Tam Giang,Lagoon seafood boat,3,0,231,,,
PASS,0,viet-family-city-hue-place-lang-thang-coffee,city-v1,Lang Thang Coffee,Lang Thang Coffee,3,0,240,,,
PASS,0,viet-family-city-hue-place-lap-an-lagoon,city-v1,Đầm Lập An,Lap An Lagoon,3,0,195,,,
PASS,0,viet-family-city-hue-place-le-ba-dang-art-center,city-v1,Trung tâm Nghệ thuật Lê Bá Đảng,Le Ba Dang Art Center,3,0,256,,,
PASS,0,viet-family-city-hue-place-le-ba-dang-memory-space,city-v1,Không gian lưu niệm Lê Bá Đảng,Le Ba Dang Memory Space,3,0,303,,,
PASS,0,viet-family-city-hue-place-le-loi-street,city-v1,Đường Lê Lợi,Le Loi Street,3,0,237,,,
PASS,0,viet-family-city-hue-place-les-jardins,city-v1,Les Jardins de la Carambole,Les Jardins de la Carambole,3,0,223,,,
PASS,0,viet-family-city-hue-place-lien-hoa-vegetarian,city-v1,Nhà hàng chay Liên Hoa,Lien Hoa Vegetarian Restaurant,3,0,209,,,
PASS,0,viet-family-city-hue-place-long-an-palace,city-v1,Điện Long An,Long An Palace,3,0,218,,,
PASS,0,viet-family-city-hue-place-mandarin-coffee-restaurant,city-v1,Mandarin Coffee & Restaurant,Mandarin Coffee & Restaurant,3,0,224,,,
PASS,0,viet-family-city-hue-place-me-xung,city-v1,Mè xửng ở Huế,Me xung sesame candy,4,0,220,,,
PASS,0,viet-family-city-hue-place-minh-mang-tomb,city-v1,Lăng Minh Mạng,Tomb of Minh Mang,3,0,204,,,
PASS,0,viet-family-city-hue-place-museum-commissioned-porcelains,city-v1,Bảo tàng Đồ sứ ký kiểu thời Nguyễn,Museum of Nguyen Dynasty Commissioned Porcelains,3,0,234,,,
PASS,0,viet-family-city-hue-place-nam-giao-esplanade,city-v1,Đàn Nam Giao,Nam Giao Esplanade,3,0,221,,,
PASS,0,viet-family-city-hue-place-ngo-mon-gate,city-v1,Ngọ Môn,Ngo Mon Gate,3,0,249,,,
PASS,0,viet-family-city-hue-place-ngu-binh-mountain,city-v1,Núi Ngự Bình,Ngu Binh Mountain,3,0,264,,,
PASS,0,viet-family-city-hue-place-nguyen-dinh-chieu-street,city-v1,Phố đi bộ Nguyễn Đình Chiểu,Nguyen Dinh Chieu Walking Street,3,0,255,,,
PASS,0,viet-family-city-hue-place-nha-nhac-royal-court-music,city-v1,Nhã nhạc cung đình Huế,Hue Royal Court Music,3,0,218,,,
PASS,0,viet-family-city-hue-place-night-market,city-v1,Chợ đêm Huế,Hue Night Market,3,0,233,,,
PASS,0,viet-family-city-hue-place-nine-dynastic-urns,city-v1,Cửu Đỉnh,Nine Dynastic Urns,3,0,264,,,
PASS,0,viet-family-city-hue-place-northern-bus-station,city-v1,Bến xe phía Bắc Huế,Hue Northern Bus Station,3,0,236,,,
PASS,0,viet-family-city-hue-place-perfume-river,city-v1,Sông Hương,Perfume River,3,0,203,,,
PASS,0,viet-family-city-hue-place-perfume-river-dragon-boat,city-v1,Thuyền rồng sông Hương,Perfume River dragon boat,3,0,224,,,
PASS,0,viet-family-city-hue-place-pham-ngu-lao-street,city-v1,Đường Phạm Ngũ Lão,Pham Ngu Lao Street,3,0,212,,,
PASS,0,viet-family-city-hue-place-phu-bai-airport,city-v1,Sân bay Phú Bài,Phu Bai Airport,3,0,244,,,
PASS,0,viet-family-city-hue-place-phu-cam-church,city-v1,Nhà thờ Phủ Cam,Phu Cam Church,3,0,229,,,
PASS,0,viet-family-city-hue-place-phu-hau-market,city-v1,Chợ Phú Hậu,Phu Hau Market,3,0,243,,,
PASS,0,viet-family-city-hue-place-railway-station,city-v1,Ga Huế,Hue Railway Station,3,0,215,,,
PASS,0,viet-family-city-hue-place-royal-antiquities-museum,city-v1,Bảo tàng Cổ vật Cung đình Huế,Hue Museum of Royal Antiquities,3,0,242,,,
PASS,0,viet-family-city-hue-place-royal-court-music-show,city-v1,Biểu diễn nhã nhạc cung đình,Royal court music show,3,0,243,,,
PASS,0,viet-family-city-hue-place-ru-cha-mangrove,city-v1,Rú Chá,Ru Cha Mangrove Forest,3,0,239,,,
PASS,0,viet-family-city-hue-place-song-huong-floating-restaurant,city-v1,Nhà hàng nổi Sông Hương,Song Huong Floating Restaurant,3,0,230,,,
PASS,0,viet-family-city-hue-place-songlab,city-v1,Sống Platform - SốngLab,Sống Platform - SốngLab,3,0,231,,,
PASS,0,viet-family-city-hue-place-southern-bus-station,city-v1,Bến xe phía Nam Huế,Hue Southern Bus Station,3,0,239,,,
PASS,0,viet-family-city-hue-place-tam-giang-lagoon,city-v1,Phá Tam Giang,Tam Giang Lagoon,3,0,198,,,
PASS,0,viet-family-city-hue-place-tay-loc-market,city-v1,Chợ Tây Lộc,Tay Loc Market,3,0,231,,,
PASS,0,viet-family-city-hue-place-thai-hoa-palace,city-v1,Điện Thái Hòa,Thai Hoa Palace,3,0,216,,,
PASS,0,viet-family-city-hue-place-thanh-cafe,city-v1,Thành Cafe,Thanh Cafe,3,0,215,,,
PASS,0,viet-family-city-hue-place-thanh-toan-bridge,city-v1,Cầu ngói Thanh Toàn,Thanh Toan Bridge,3,0,232,,,
PASS,0,viet-family-city-hue-place-the-mieu-temple,city-v1,Thế Miếu,The Mieu Temple,3,0,215,,,
PASS,0,viet-family-city-hue-place-thien-mu,city-v1,Chùa Thiên Mụ,Thien Mu Pagoda,3,0,218,,,
PASS,0,viet-family-city-hue-place-thieu-tri-tomb,city-v1,Lăng Thiệu Trị,Tomb of Thieu Tri,3,0,212,,,
PASS,0,viet-family-city-hue-place-thuy-bieu-village,city-v1,Làng Thủy Biều,Thuy Bieu Village,3,0,208,,,
PASS,0,viet-family-city-hue-place-thuy-xuan-incense-village,city-v1,Làng hương Thủy Xuân,Thuy Xuan Incense Village,3,0,199,,,
PASS,0,viet-family-city-hue-place-tinh-gia-vien,city-v1,Tịnh Gia Viên,Tinh Gia Vien Restaurant,3,0,266,,,
PASS,0,viet-family-city-hue-place-toa-kham-boat-station,city-v1,Bến thuyền Tòa Khâm,Toa Kham Boat Station,3,0,239,,,
PASS,0,viet-family-city-hue-place-truong-tien,city-v1,Cầu Trường Tiền,Truong Tien Bridge,3,0,265,,,
PASS,0,viet-family-city-hue-place-truong-tien-plaza,city-v1,Trung tâm thương mại Trường Tiền,Trang Tien Plaza Hue,3,0,250,,,
PASS,0,viet-family-city-hue-place-tu-duc-tomb,city-v1,Lăng Tự Đức,Tomb of Tu Duc,3,0,244,,,
PASS,0,viet-family-city-hue-place-tu-hieu-pagoda,city-v1,Chùa Từ Hiếu,Tu Hieu Pagoda,3,0,231,,,
PASS,0,viet-family-city-hue-place-vong-canh-hill,city-v1,Đồi Vọng Cảnh,Vong Canh Hill,3,0,193,,,
PASS,0,viet-family-city-hue-place-vy-da,city-v1,Vỹ Dạ,Vy Da,3,0,261,,,
PASS,0,viet-family-city-hue-place-walking-street,city-v1,Phố đi bộ Huế,Hue Walking Street,3,0,254,,,
PASS,0,viet-family-city-hue-place-y-thao-garden,city-v1,Ý Thảo Garden,Y Thao Garden,3,0,245,,,
PASS,0,viet-family-city-hue-reservation-les-jardins,city-v1,Tôi có đặt bàn ở Les Jardins de la Carambole,I have a reservation at Les Jardins de la Carambole,5,6,169,,,
PASS,0,viet-family-city-hue-stop-an-cuu-market,city-v1,Dừng ở Chợ An Cựu,Stop at An Cuu Market,5,3,113,,,
PASS,0,viet-family-city-hue-stop-bao-vinh-ancient-town,city-v1,Dừng ở Phố cổ Bao Vinh,Stop at Bao Vinh Ancient Town,5,3,131,,,
PASS,0,viet-family-city-hue-stop-bun-bo-city,city-v1,Cho tôi bún bò Huế,"Bun bo Hue, please",5,4,109,,,
PASS,0,viet-family-city-hue-stop-dong-ba-bun-bo,city-v1,Cho tôi xuống ở chợ Đông Ba,Let me off at Dong Ba Market,5,5,122,,,
PASS,0,viet-family-city-hue-stop-dong-ba-market,city-v1,Dừng ở Chợ Đông Ba,Stop at Dong Ba Market,5,3,115,,,
PASS,0,viet-family-city-hue-stop-hen-island,city-v1,Dừng ở Cồn Hến,Stop at Hen Island,5,3,95,,,
PASS,0,viet-family-city-hue-stop-le-loi-street,city-v1,Dừng ở Đường Lê Lợi,Stop at Le Loi Street,5,3,113,,,
PASS,0,viet-family-city-hue-stop-les-jardins,city-v1,Cho tôi xuống gần nhà hàng Les Jardins de la Carambole.,Let me off near Les Jardins de la Carambole restaurant.,5,7,179,,,
PASS,0,viet-family-city-hue-stop-nguyen-dinh-chieu-street,city-v1,Dừng ở Phố đi bộ Nguyễn Đình Chiểu,Stop at Nguyen Dinh Chieu Walking Street,4,3,137,,,
PASS,0,viet-family-city-hue-stop-night-market,city-v1,Dừng ở Chợ đêm Huế,Stop at Hue Night Market,4,3,98,,,
PASS,0,viet-family-city-hue-stop-phu-bai-airport,city-v1,Dừng ở Sân bay Phú Bài,Stop at Phu Bai Airport,3,3,92,,,
PASS,0,viet-family-city-hue-stop-railway-station,city-v1,Dừng ở Ga Huế,Stop at Hue Railway Station,3,3,80,,,
PASS,0,viet-family-city-hue-walking-street,city-v1,Đi phố đi bộ Huế,Go to Hue Walking Street,2,3,72,,,
PASS,0,viet-family-city-hue-where-airport,city-v1,Sân bay Phú Bài ở đâu?,Where is Phu Bai Airport?,3,3,79,,,
PASS,0,viet-family-city-hue-where-an-cuu-market,city-v1,Chợ An Cựu ở đâu?,Where is An Cuu Market?,5,3,113,,,
PASS,0,viet-family-city-hue-where-bao-vinh-ancient-town,city-v1,Phố cổ Bao Vinh ở đâu?,Where is Bao Vinh Ancient Town?,5,3,131,,,
PASS,0,viet-family-city-hue-where-bun-bo-city,city-v1,Ở đâu có bún bò Huế?,Where can I get bun bo Hue?,5,4,116,,,
PASS,0,viet-family-city-hue-where-dong-ba-bun-bo,city-v1,Bún bò ở chợ Đông Ba ở chỗ nào?,Where is bun bo at Dong Ba Market?,3,5,135,,,
PASS,0,viet-family-city-hue-where-dong-ba-market,city-v1,Chợ Đông Ba ở đâu?,Where is Dong Ba Market?,5,3,115,,,
PASS,0,viet-family-city-hue-where-hen-island,city-v1,Cồn Hến ở đâu?,Where is Hen Island?,5,3,95,,,
PASS,0,viet-family-city-hue-where-le-loi-street,city-v1,Đường Lê Lợi ở đâu?,Where is Le Loi Street?,5,3,113,,,
PASS,0,viet-family-city-hue-where-les-jardins,city-v1,Les Jardins de la Carambole ở đâu?,Where is Les Jardins de la Carambole?,5,3,158,,,
PASS,0,viet-family-city-hue-where-nguyen-dinh-chieu-street,city-v1,Phố đi bộ Nguyễn Đình Chiểu ở đâu?,Where is Nguyen Dinh Chieu Walking Street?,4,3,137,,,
PASS,0,viet-family-city-hue-where-night-market,city-v1,Chợ đêm Huế ở đâu?,Where is Hue Night Market?,4,3,98,,,
PASS,0,viet-family-city-hue-where-railway-station,city-v1,Ga Huế ở đâu?,Where is Hue Railway Station?,3,3,80,,,
PASS,0,viet-family-city-hue-where-walking-street,city-v1,Phố đi bộ Huế ở đâu?,Where is Hue Walking Street?,2,3,81,,,
PASS,0,viet-family-directions-go-straight,tier1,Tôi đi thẳng phải không?,Should I go straight?,8,4,299,,content-draft/viet/canonical-pages/tier-one/directions-navigation/directions-go-straight.json,
PASS,0,viet-family-directions-how-long,tier1,Đi bộ mất bao lâu?,How long does it take on foot?,8,4,327,,content-draft/viet/canonical-pages/tier-one/directions-navigation/directions-how-long.json,
PASS,0,viet-family-directions-how-to-get,tier1,"Cho hỏi, đi tới đó thế nào?","Excuse me, how do I get there?",8,6,325,,content-draft/viet/canonical-pages/tier-one/directions-navigation/directions-how-to-get.json,
PASS,0,viet-family-directions-near,tier1,Ở gần đây không?,Is it near here?,8,4,308,,content-draft/viet/canonical-pages/tier-one/directions-navigation/directions-near.json,
PASS,0,viet-family-directions-turn-right,tier1,Tôi rẽ phải đúng không?,Should I turn right?,8,4,324,,content-draft/viet/canonical-pages/tier-one/directions-navigation/directions-turn-right.json,
PASS,0,viet-family-emergency-ambulance,tier1,Gọi xe cứu thương,Call an ambulance,9,3,276,,content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-ambulance.json,
PASS,0,viet-family-emergency-emergency,tier1,Đây là trường hợp khẩn cấp,This is an emergency,10,4,290,,content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-emergency.json,
PASS,0,viet-family-emergency-hospital,tier1,Bệnh viện gần nhất ở đâu?,Where is the nearest hospital?,9,4,315,,content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-hospital.json,
PASS,0,viet-family-emergency-not-safe,tier1,Tôi cảm thấy không an toàn,I feel unsafe,9,4,287,,content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-not-safe.json,
PASS,0,viet-family-emergency-passport,tier1,Tôi mất hộ chiếu,I lost my passport,9,4,252,,content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-passport.json,
PASS,0,viet-family-emergency-police,tier1,Gọi công an,Call the police,9,4,270,,content-draft/viet/canonical-pages/tier-one/emergency-safety/emergency-police.json,
PASS,0,viet-family-food-bottled-water,tier1,Có nước suối không?,Do you have bottled water?,14,4,332,,content-draft/viet/canonical-pages/tier-one/food-drink/food-bottled-water.json,
PASS,0,viet-family-food-less-ice,tier1,Ít đá thôi,Just a little ice,11,3,374,,content-draft/viet/canonical-pages/tier-one/food-drink/food-less-ice.json,
PASS,0,viet-family-food-menu,tier1,Cho tôi xem thực đơn được không?,Can I see the menu?,13,4,387,,content-draft/viet/canonical-pages/tier-one/food-drink/food-menu.json,
PASS,0,viet-family-food-no-sugar,tier1,Không đường nhé,No sugar please,11,3,355,,content-draft/viet/canonical-pages/tier-one/food-drink/food-no-sugar.json,
PASS,0,viet-family-food-not-spicy,tier1,Không cay nhé,Not spicy please,14,3,400,,content-draft/viet/canonical-pages/tier-one/food-drink/food-not-spicy.json,
PASS,0,viet-family-food-one-portion,tier1,Cho tôi một phần,One portion please,13,4,343,,content-draft/viet/canonical-pages/tier-one/food-drink/food-one-portion.json,
PASS,0,viet-family-food-pack-to-go,tier1,Gói mang về,Pack it to go,13,3,388,,content-draft/viet/canonical-pages/tier-one/food-drink/food-pack-to-go.json,
PASS,0,viet-family-food-pay-now,tier1,Tính tiền giúp tôi,Please let me pay,12,5,373,,content-draft/viet/canonical-pages/tier-one/food-drink/food-pay-now.json,
PASS,0,viet-family-food-peanut-allergy,tier1,Tôi bị dị ứng đậu phộng,I am allergic to peanuts,18,4,527,,content-draft/viet/canonical-pages/tier-one/food-drink/food-peanut-allergy.json,
PASS,0,viet-family-food-this-bowl,tier1,Cho tôi tô này,I’ll take this bowl,13,5,396,,content-draft/viet/canonical-pages/tier-one/food-drink/food-this-bowl.json,
PASS,0,viet-family-food-to-go,tier1,Mang đi,To go,13,2,376,,content-draft/viet/canonical-pages/tier-one/food-drink/food-to-go.json,
PASS,0,viet-family-food-utensils,tier1,Cho tôi muỗng với đũa,A spoon and chopsticks please,13,6,401,,content-draft/viet/canonical-pages/tier-one/food-drink/food-utensils.json,
PASS,0,viet-family-food-vegetarian,tier1,Tôi ăn chay,I am vegetarian,14,3,472,,content-draft/viet/canonical-pages/tier-one/food-drink/food-vegetarian.json,
PASS,0,viet-family-health-allergy,tier1,Tôi bị dị ứng cái này,I am allergic to this,8,5,329,,content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-allergy.json,
PASS,0,viet-family-health-diarrhea,tier1,Tôi cần thuốc tiêu chảy,I need something for diarrhea,8,5,323,,content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-diarrhea.json,
PASS,0,viet-family-health-doctor,tier1,Tôi cần bác sĩ,I need a doctor,8,4,310,,content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-doctor.json,
PASS,0,viet-family-health-headache,tier1,Tôi bị đau đầu,I have a headache,8,4,304,,content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-headache.json,
PASS,0,viet-family-health-motion-sickness,tier1,Có thuốc say xe không?,Do you have motion sickness medicine?,8,4,290,,content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-motion-sickness.json,
PASS,0,viet-family-health-pharmacy,tier1,Nhà thuốc gần nhất ở đâu?,Where is the nearest pharmacy?,9,4,306,,content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-pharmacy.json,
PASS,0,viet-family-health-stomach,tier1,Tôi đau bụng,My stomach hurts,8,3,251,,content-draft/viet/canonical-pages/tier-one/health-pharmacy/health-stomach.json,
PASS,0,viet-family-help-call-hotel,tier1,Gọi khách sạn giúp tôi,Please call the hotel for me,6,5,287,,content-draft/viet/canonical-pages/tier-one/problems-help/help-call-hotel.json,
PASS,0,viet-family-help-left-something,tier1,Tôi quên đồ rồi,I left something behind,6,5,285,,content-draft/viet/canonical-pages/tier-one/problems-help/help-left-something.json,
PASS,0,viet-family-help-lost,tier1,Tôi bị lạc đường,I’m lost,6,4,278,,content-draft/viet/canonical-pages/tier-one/problems-help/help-lost.json,
PASS,0,viet-family-help-manager,tier1,Tôi cần quản lý,I need the manager,6,4,277,,content-draft/viet/canonical-pages/tier-one/problems-help/help-manager.json,
PASS,0,viet-family-help-need-help,tier1,Giúp tôi với,I need help,6,4,277,,content-draft/viet/canonical-pages/tier-one/problems-help/help-need-help.json,
PASS,0,viet-family-hotel-aircon-broken,tier1,Máy lạnh không chạy,The air conditioner isn’t working,9,4,273,,content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-aircon-broken.json,
PASS,0,viet-family-hotel-check-in,tier1,Cho tôi nhận phòng,I’d like to check in,10,4,308,,content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-check-in.json,
PASS,0,viet-family-hotel-checkout,tier1,Cho tôi trả phòng,I’d like to check out,9,4,283,,content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-checkout.json,
PASS,0,viet-family-hotel-checkout-time,tier1,Mấy giờ trả phòng?,What time is check-out?,9,3,272,,content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-checkout-time.json,
PASS,0,viet-family-hotel-luggage,tier1,Giữ hành lý giúp tôi,Please hold my luggage,9,5,278,,content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-luggage.json,
PASS,0,viet-family-hotel-more-supplies,tier1,Cho tôi thêm khăn,More towels please,10,5,314,,content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-more-supplies.json,
PASS,0,viet-family-hotel-reservation,tier1,Tôi có đặt phòng,I have a reservation,9,4,308,,content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-reservation.json,
PASS,0,viet-family-hotel-room-hot,tier1,Phòng này nóng quá,This room is too hot,9,5,263,,content-draft/viet/canonical-pages/tier-one/hotel-accommodation/hotel-room-hot.json,
PASS,0,viet-family-money-another-one,tier1,Cho tôi xem cái khác,Show me another one,9,6,298,,content-draft/viet/canonical-pages/tier-one/money-numbers-prices/money-another-one.json,
PASS,0,viet-family-money-final-price,tier1,Giá cuối bao nhiêu?,What’s your final price?,9,4,288,,content-draft/viet/canonical-pages/tier-one/money-numbers-prices/money-final-price.json,
PASS,0,viet-family-money-how-much,tier1,Cái này bao nhiêu?,How much is this?,10,4,424,,content-draft/viet/canonical-pages/tier-one/money-numbers-prices/money-how-much.json,
PASS,0,viet-family-money-lower-price,tier1,Bớt chút được không?,Can you lower it a little?,9,4,349,,content-draft/viet/canonical-pages/tier-one/money-numbers-prices/money-lower-price.json,
PASS,0,viet-family-money-per-kilo,tier1,Bao nhiêu một ký?,How much per kilo?,9,4,299,,content-draft/viet/canonical-pages/tier-one/money-numbers-prices/money-per-kilo.json,
PASS,0,viet-family-money-take-this,tier1,Tôi lấy cái này,I’ll take this one,9,5,290,,content-draft/viet/canonical-pages/tier-one/money-numbers-prices/money-take-this.json,
PASS,0,viet-family-money-too-expensive,tier1,Mắc quá,Too expensive,9,3,270,,content-draft/viet/canonical-pages/tier-one/money-numbers-prices/money-too-expensive.json,
PASS,0,viet-family-phone-battery-dead,tier1,Điện thoại tôi hết pin rồi,My phone battery is dead,8,6,329,,content-draft/viet/canonical-pages/tier-one/phone-internet-power/phone-battery-dead.json,
PASS,0,viet-family-phone-charge-here,tier1,Tôi sạc điện thoại ở đây được không?,Can I charge my phone here?,8,6,322,,content-draft/viet/canonical-pages/tier-one/phone-internet-power/phone-charge-here.json,
PASS,0,viet-family-phone-charger,tier1,Có sạc không?,Do you have a charger?,8,4,300,,content-draft/viet/canonical-pages/tier-one/phone-internet-power/phone-charger.json,
PASS,0,viet-family-phone-sim,tier1,Có bán SIM không?,Do you sell SIM cards?,8,4,313,,content-draft/viet/canonical-pages/tier-one/phone-internet-power/phone-sim.json,
PASS,0,viet-family-phone-wifi-password,tier1,Mật khẩu Wi-Fi là gì?,What is the Wi-Fi password?,9,4,361,,content-draft/viet/canonical-pages/tier-one/phone-internet-power/phone-wifi-password.json,
