item_id,menu_type,category,subcategory,popular,vietnamese_item,english_translation,romanized_no_tones,sound_out,notes,at_a_glance,usually_includes,good_to_know,common_options,quick_say_vietnamese,quick_say_english,quick_say_sound_out,what_it_is,how_to_enjoy,how_locals_order,worth_knowing,regional_association,origin_posture,traveler_caution,helper_phrase_ids,order_line_audio_policy,editorial_status
food-vit-om-sau,Food,Chicken & duck,,false,Vịt om sấu,Duck stewed with dracontomelon fruit,Vit om sau,veet om sow,,"Vịt om sấu is northern duck simmered with tart sấu fruit, giving the broth a sour lift that cuts through the richness of duck.",duck | sấu fruit | taro or vegetables | herbs | vermicelli optional,"Sấu is a tart northern fruit often translated awkwardly as dracontomelon. Think sour, fruity brightness rather than lemon.",with vermicelli | extra herbs | less sour | share pot,Cho tôi một phần vịt om sấu.,I’d like one order of duck stewed with dracontomelon fruit.,chaw toy moht fuhn veet om sow,Vịt om sấu is a northern duck stew or hot-pot-style dish where sour sấu fruit balances rich duck broth.,"Eat it as a shared dish with herbs, noodles, or rice. The sour broth should feel refreshing, not sharp.","Vịt om sấu is northern duck stew sharpened by sour sấu fruit. Ask whether it comes with vermicelli and extra herbs, then use the sour broth to cut the duck richness.","Vịt om sấu is especially associated with northern home cooking and summer duck dishes, when tart sấu fruit is prized for making rich duck broth feel bright and refreshing.",northern Vietnam,regional-association,Contains duck and may include bones.,menu-not-spicy | menu-less-spicy | menu-see-menu | menu-pay-now,text-only,handwritten-reviewed
food-chao-vit,Food,Chicken & duck,,false,Cháo vịt,Duck rice porridge,Chao vit,chow veet,,"Cháo vịt is duck rice porridge, usually with ginger, scallion, shredded duck, and sometimes cabbage salad.",rice porridge | duck | ginger fish sauce | scallions | black pepper,"Duck porridge is richer than chicken porridge. Ginger fish sauce wakes up the duck, so add it gradually if you want the bowl to stay mellow.",ginger fish sauce on the side | less pepper | extra herbs | extra duck,Cho tôi một tô cháo vịt.,I’d like one bowl of duck rice porridge.,chaw toy moht toh chow veet,"Cháo vịt is duck rice porridge, often served with sliced duck, herbs, rau răm, ginger fish sauce, and sometimes cabbage salad.","Eat the porridge warm, then dip duck pieces lightly in ginger fish sauce. Add pepper or herbs after tasting the broth.",Order cháo vịt when you want duck in a comforting bowl. Ask for ginger fish sauce on the side or less pepper if you want a gentler meal.,"In Vietnam, the side herbs and ginger dip are part of the duck-porridge rhythm, not extras.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-goi-vit,Food,Chicken & duck,,false,Gỏi vịt,Duck salad,Goi vit,goy veet,,"Gỏi vịt is duck salad, usually with cabbage, herbs, ginger fish sauce, peanuts, and sliced duck.",duck | cabbage or banana blossom | rau răm | ginger fish-sauce dressing | peanuts optional,"Rau răm gives the salad its peppery herbal lift; it is part of the duck flavor, not decoration.",less spicy | no peanuts | extra herbs | share size,Cho tôi một phần gỏi vịt.,I’d like one order of duck salad.,chaw toy moht fuhn goy veet,"Gỏi vịt is duck salad with shredded or sliced duck, cabbage or banana blossom, rau răm, onion, peanuts, and ginger fish-sauce dressing.",Toss lightly so the duck catches the ginger dressing without losing the crunch of the greens. Ask for peanuts out before the salad is mixed if needed.,"Order gỏi vịt as a shared salad, often alongside cháo vịt. Ask ít cay, không đậu phộng, or extra ginger fish sauce before it is tossed.","In Vietnam, duck salad often travels with duck porridge: rich meat, crunchy greens, rau răm, and ginger dip balancing one another.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ca-ri-ga,Food,Chicken & duck,,false,Cà ri gà,Chicken curry,Ca ri ga,kah ree gah,,"Cà ri gà is Vietnamese chicken curry, usually with coconut milk, potato, carrot, lemongrass, and bread or noodles.",chicken | coconut curry broth | potatoes | carrots | bread or noodles,Ask for không cay if you want Cà ri gà without added chili.,with bread | with noodles | with rice | less spicy,Cho tôi một phần cà ri gà.,I’d like one order of chicken curry.,chaw toy moht fuhn kah ree gah,"Cà ri gà is Vietnamese chicken curry with coconut milk, potatoes, carrots, onions, and warm spices, often eaten with bread, rice noodles, or rice.",Dip bread into the coconut curry broth or spoon it over noodles or rice. Add chili only after tasting the broth’s sweetness and spice.,"Order cà ri gà and choose bread, noodles, or rice if the shop asks. Say ít cay if you want the coconut and potato sweetness to lead.","Vietnamese curry often feels lighter and sweeter than Indian or Thai curries, with baguette as a very local pairing.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ga-ham-thuoc-bac,Food,Chicken & duck,,false,Gà hầm thuốc bắc,Chicken stewed with Chinese herbs,Ga ham thuoc bac,gah hum too-uk bak,,"Gà hầm thuốc bắc is chicken simmered with Chinese medicinal herbs, usually with black chicken or tender pieces, dates, goji berries, and dark broth.",chicken | herbal broth | ginger | aromatics | mushrooms,The dark herbal broth is the point; expect medicinal warmth and black chicken or bone-in pieces rather than a light chicken soup.,ask portion size | with noodles | with rice | ask about black chicken,Cho tôi một phần gà hầm thuốc bắc.,I’d like one order of chicken stewed with Chinese herbs.,chaw toy moht fuhn gah hum too-uk bak,"Gà hầm thuốc bắc is chicken simmered in a dark herbal broth with Chinese-Vietnamese medicinal herbs, dates, goji berries, and sometimes black chicken.","Sip the broth first; it can taste earthy, sweet, bitter, and medicinal. Eat the chicken slowly with rice or noodles if served.",Order gà hầm thuốc bắc when you want a restorative herbal chicken soup. Ask whether it is black chicken and whether the portion is one person or shared.,"Thuốc bắc points to northern/Chinese-style medicinal herbs, a flavor family travelers may find earthy and unfamiliar.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ga-ta-nuong,Food,Chicken & duck,,false,Gà ta nướng,Grilled free-range chicken,Ga ta nuong,gah tah noong,,"Gà ta nướng is free-range chicken grilled over heat, usually with firm meat, crisp skin, lime leaves, and dipping salt.",free-range chicken | grilled skin | lime leaves | dipping salt | herbs or cucumber,Gà ta can be firmer and more flavorful than standard chicken; ask if it is chopped bone-in before ordering.,dipping salt on the side | less spicy | extra herbs | share size,Cho tôi một phần gà ta nướng.,I’d like one order of grilled free-range chicken.,chaw toy moht fuhn gah tah noong,"Gà ta nướng is grilled free-range chicken, usually chewier and more flavorful than industrial chicken, often served with lime leaves, herbs, and dipping salt.",Eat the grilled pieces with herbs and a light touch of lime-pepper salt. Expect chew; that firmer texture is part of why people order gà ta.,"Order gà ta nướng when you want free-range chicken with real chew. Ask for dipping salt on the side, less chili, or extra herbs before serving.","Gà ta means local/free-range chicken, prized in Vietnam for texture and deeper chicken flavor.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-luc-lac,Food,Beef & goat,,true,Bò lúc lắc,Shaking beef,Bo luc lac,baw look lak,,"Tender cubes of “shaking beef” seared in a hot wok, usually served with greens, tomato, onion, and a lime-pepper dipping salt.",seared beef cubes | onion or bell pepper | tomato or salad | lime-pepper salt | rice or fries optional,The classic finishing move is dipping each beef cube into lime-pepper salt. It sharpens the buttery beef without turning the plate into a saucy stir-fry.,rice or fries | extra onions | lime-pepper salt | less pepper,Cho tôi một phần bò lúc lắc.,I’d like one order of shaking beef.,chaw toy moht fuhn baw look lak,"Bò lúc lắc gets its name from the shaking motion of the pan. The beef is cut into cubes, quickly seared, and glossed with a fish-sauce-and-garlic glaze so the outside is browned while the inside stays juicy.","Dip a cube into lime, salt, and pepper before eating it with rice or salad. It is a good shared dish when you want something celebratory but easy to recognize.","Bò lúc lắc is ordered for seared beef cubes, often with rice, salad, and lime-pepper salt. Ask for a fried egg or extra rice before the plate leaves the wok.","The dish reflects Vietnam's restaurant-style comfort food: a little French steakhouse influence, a lot of wok heat, and the unmistakable Vietnamese habit of brightening rich meat with lime and herbs.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-ne,Food,Beef & goat,,true,Bò né,Sizzling beef steak with eggs,Bo ne,baw neh,,"Bò né is a sizzling hot-plate beef breakfast or brunch order, often with egg, pâté, onions, tomato, and a baguette for swiping through the pan juices.",sizzling beef | fried egg | pâté if included | baguette | onion or tomato,"Né means to dodge, a playful nod to the spattering hot plate. Keep your face back when it lands, then use the bread to catch egg yolk, beef juices, and pâté.",extra bread | egg well-done | no pâté | less spicy,Cho tôi một phần bò né.,I’d like one order of sizzling beef steak with eggs.,chaw toy moht fuhn baw neh,"Bò né is sizzling beef served on a hot plate, often with egg, pâté, sausage, onion, butter, and a baguette. It is breakfast-steak energy, Vietnamese style.","Tear bread into the egg, beef juices, and pâté while the plate is still sizzling. Watch the hot plate and keep sauce splatter in mind.","Order bò né when you want a hot-plate beef breakfast. Ask for no pâté, extra bread, or egg well-done before the plate hits the table.","Né means to dodge, a playful name for the sizzling plate that can spit oil when it arrives.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-kho,Food,Beef & goat,,true,Bò kho,Vietnamese beef stew,Bo kho,baw kaw,,"Vietnamese beef stew with warm spices, carrot, lemongrass, and tender beef, eaten with bread, noodles, or rice depending on the shop.",beef | spiced broth | carrots | herbs | bread or noodles,"Ask whether the shop serves it with bánh mì, hủ tiếu, or mì if you have a preference.",with bread | with noodles | with rice | less spicy,Cho tôi một phần bò kho.,I’d like one order of Vietnamese beef stew.,chaw toy moht fuhn baw kaw,"Bò kho is not just “beef stew” in a Western sense; it is perfumed with lemongrass, star anise, cinnamon, annatto oil, and fish sauce, with beef cooked until spoon-tender.","Tear off pieces of bánh mì and dip them into the broth, or order the noodle version if you want a fuller bowl. Add basil, lime, and chili slowly so you do not cover the spice of the stew.","Order bò kho with bánh mì, noodles, or rice depending on how you want to eat the broth. Ask for extra bread, less chili, or more carrots before serving.","Bò kho is a beloved breakfast and lunch dish, especially in southern Vietnam, and it shows how Vietnamese cooks make French-era bread feel entirely local.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-sot-vang,Food,Beef & goat,,false,Bò sốt vang,Vietnamese red wine beef stew,Bo sot vang,baw sot vahng,,"Bò sốt vang is northern-style beef in red wine sauce, usually with carrot, herbs, tomato-rich gravy, and bread or noodles.",beef | spiced broth | carrots | herbs | bread or noodles,Ask for không cay if you want Bò sốt vang without added chili.,with bread | with noodles | less spicy | extra beef,Cho tôi một phần bò sốt vang.,I’d like one order of Vietnamese red wine beef stew.,chaw toy moht fuhn baw sot vahng,"Bò sốt vang is Vietnamese red-wine beef stew with tomatoes, carrots, warm spices, and tender beef, often eaten with bread or noodles.","Use bread to scoop the red-wine tomato gravy, or choose noodles if you want it as a bowl. Add chili only after tasting the stew.","Order bò sốt vang for a northern-style beef stew. Ask for bread or noodles, and request less chili if you want the wine-spice warmth without heat.","The dish reflects French-influenced Vietnamese comfort food, but it tastes Vietnamese through fish sauce, spices, and baguette culture.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-see-menu | menu-pay-now,text-only,handwritten-reviewed
food-bo-xao-luc-lac,Food,Beef & goat,,false,Bò xào lúc lắc,Stir-fried cubed beef,Bo xao luc lac,baw sow look lak,,"Bò xào lúc lắc is wok-tossed shaking beef pieces, usually with onion, bell pepper, rice, and lime-pepper salt.",seared beef cubes | onion | bell pepper | lime-pepper salt | rice or salad,"The wok glaze should cling to the beef cubes and vegetables. Use lime-pepper salt as the bright accent, not as a separate heavy dip.",lime-pepper salt on the side | less onion | with rice | share size,Cho tôi một phần bò xào lúc lắc.,I’d like one order of stir-fried cubed beef.,chaw toy moht fuhn baw sow look lak,"Bò xào lúc lắc is shaking beef: wok-tossed beef cubes with onion, garlic, pepper, and a savory glaze, usually served with lime-pepper salt, salad, or rice.",Dip beef cubes lightly in lime-pepper salt and eat while the wok-seared edges are hot. Rice or salad balances the beef richness.,"Order bò xào lúc lắc as a shared plate or rice companion. Ask for less onion, less pepper, or lime-pepper salt on the side.","In Vietnamese restaurants, lúc lắc refers to the shaking wok motion, a useful clue that the beef comes cubed and seared.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-xao-rau-cai,Food,Beef & goat,,false,Bò xào rau cải,Beef stir-fried with greens,Bo xao rau cai,baw sow row kai,,"Bò xào rau cải is beef quickly stir-fried with leafy greens, usually with garlic, oyster-style sauce, rice, and crisp-tender vegetables.",beef | rau cải leafy greens | garlic | savory wok seasoning | rice,Ask for không cay if you want Bò xào rau cải without added chili.,extra vegetables | less oil | no chili | with rice,Cho tôi một phần bò xào rau cải.,I’d like one order of beef stir-fried with greens.,chaw toy moht fuhn baw sow row kai,"Bò xào rau cải is beef stir-fried with mustard greens or leafy vegetables, garlic, and savory wok seasoning. It is a family-table plate made for rice.","Eat with rice so the garlicky greens and beef juices season the grains. The greens should stay bright, not overcooked.","Order bò xào rau cải as a shared plate. Ask for extra vegetables, less oil, or no chili before the wok starts.","On Vietnamese rice tables, rau cải can mean mustard greens or similar leafy greens, so expect a slightly bitter, fresh counterpoint to beef.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-xao-sa-ot,Food,Beef & goat,,false,Bò xào sả ớt,Beef stir-fried with lemongrass and chili,Bo xao sa ot,baw sow sah uht,,"Bò xào sả ớt is beef stir-fried with lemongrass and chili, usually with rice, onion, herbs, and fragrant sả.",beef | lemongrass | chili | garlic | rice,Ask for less spicy if heat is a concern.,less spicy | with rice | extra lemongrass | less oil,Cho tôi một phần bò xào sả ớt.,I’d like one order of beef stir-fried with lemongrass and chili.,chaw toy moht fuhn baw sow sah uht,"Bò xào sả ớt is beef stir-fried with lemongrass, chili, garlic, and fish-sauce seasoning. It is fragrant first and spicy second when cooked well.","Eat with rice and let the lemongrass aroma lead before adding chili. The beef should be hot from the wok, not swimming in liquid.",Order bò xào sả ớt when you want lemongrass-chili beef. Say ít cay before cooking if you need less heat.,"Sả ớt is a core Vietnamese flavor pairing, turning a simple beef plate into something bright and aromatic.",,category-context,Ask for less spicy if heat is a concern.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-cuon-la-lot,Food,Beef & goat,,false,Bò cuốn lá lốt,Beef wrapped in betel leaves,Bo cuon la lot,baw kwun lah loht,,"Bò cuốn lá lốt is seasoned beef wrapped in lá lốt leaves and grilled until smoky. It is often eaten with herbs, rice paper, noodles, and nước chấm, a lime-fish-sauce dip with sugar, garlic, and chili.","seasoned beef | lá lốt leaves | herbs | rice paper optional | nước chấm, a lime-fish-sauce dip with sugar, garlic, and chili","Lá lốt is piper lolot, often called wild betel leaf in English. It gives the beef a peppery herbal aroma.",extra herbs | rice paper | less chili | share plate,Cho tôi một phần bò cuốn lá lốt.,I’d like one order of beef wrapped in betel leaves.,chaw toy moht fuhn baw kwun lah loht,Bò cuốn lá lốt is grilled beef wrapped in aromatic lá lốt leaves. The leaf is not decoration; it perfumes the meat.,"Wrap with herbs and noodles if served, then dip lightly in nước chấm, a lime-fish-sauce dip with sugar, garlic, and chili. The smoky leaf and beef should stay clear.","Bò cuốn lá lốt is ordered for the smoky betel-leaf aroma around the beef. Locals wrap it with herbs or rice paper, so ask for extra herbs rather than extra seasoning first.","This southern-style shared snack is memorable because lá lốt perfumes the beef as it grills. The leaf’s peppery aroma is the signature, especially when wrapped with herbs and rice paper.",southern Vietnam,regional-association,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-tai-chanh,Food,Beef & goat,,false,Bò tái chanh,Beef carpaccio with lime,Bo tai chanh,baw tie chan,,"Bò tái chanh is rare beef cured with lime, tossed with herbs, onion, peanuts, and bright dressing. It is a shared appetizer, not a cooked steak plate.",rare beef | lime | herbs | onion | peanuts,"Tái means rare. The lime changes the beef texture, but cautious travelers should treat it as rare beef.",no peanuts | less chili | extra herbs | share plate,Cho tôi một phần bò tái chanh.,I’d like one order of beef carpaccio with lime.,chaw toy moht fuhn baw tie chan,"Bò tái chanh is lime-cured rare beef salad with herbs, onion, peanuts, and a sweet-sour-salty dressing.",Eat it as a shared starter with herbs and crunchy toppings. Ask for no peanuts or less chili before it is mixed.,"Bò tái chanh is lime-cured beef salad, so ask for no peanuts or less chili before tossing. It is a bright drinking-snack style order, not a rice-heavy stew.","Bò tái chanh sits in Vietnam’s bright shared-appetizer world: rare beef, lime, herbs, onion, and peanuts wake up the table before richer grilled or hot-pot dishes arrive.",,category-context,Contains rare beef and often peanuts.,menu-not-spicy | menu-less-spicy | menu-ask-peanuts | menu-see-menu | menu-pay-now,text-only,handwritten-reviewed
food-goi-bo-bop-thau,Food,Beef & goat,,false,Gỏi bò bóp thấu,Beef salad with herbs and vinegar,Goi bo bop thau,goy baw bawp tow,,"Gỏi bò bóp thấu is beef salad tossed with herbs and tart dressing, usually with green banana, star fruit, onion, peanuts, and fish sauce.",beef | star fruit or green banana | onion | peanuts | fish-sauce lime dressing,"This salad may include peanuts, fish sauce, herbs, and rare or lightly cooked beef, so ask before ordering if any of those matter.",less spicy | no peanuts | extra herbs | share size,Cho tôi một phần gỏi bò bóp thấu.,I’d like one order of beef salad with herbs and vinegar.,chaw toy moht fuhn goy baw bawp tow,"Gỏi bò bóp thấu is beef salad with herbs, star fruit or green banana, onion, peanuts, and fish-sauce-lime dressing. It is tart, herbal, chewy, and crunchy.","Toss gently so the beef, herbs, peanuts, and sour fruit or banana stay distinct. Ask for no peanuts or less chili before the salad is mixed.",Order gỏi bò bóp thấu as a shared salad or drinking-food plate. Say ít cay or không đậu phộng before it is dressed.,"In Vietnamese salad language, bóp thấu suggests the salad is squeezed or worked together so beef and aromatics absorb the dressing.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-nhung-dam,Food,Beef & goat,,false,Bò nhúng dấm,Beef dipped in vinegar hot pot,Bo nhung dam,baw nyoong zuhm,,"Bò nhúng dấm is thin beef slices swished through hot vinegar broth, usually with onion, herbs, rice paper, and a small sharp dip of fish sauce, chili, or lime-pepper salt.",thin beef slices | vinegar hot pot broth | rice paper | fresh herbs | noodles and fish-sauce-lime dip,"Swish the beef briefly so it stays tender, then roll it with herbs and noodles. This is a table-size meal, so order for the group rather than one quick bowl.",extra rice paper | extra herbs | less spicy | share size,Cho tôi một phần bò nhúng dấm.,I’d like one order of beef dipped in vinegar hot pot.,chaw toy moht fuhn baw nyoong zuhm,"Bò nhúng dấm is thin beef swished through hot vinegar broth, then rolled with rice paper, herbs, noodles, and a fish-sauce-lime dip. It is a table-cooking, roll-your-own meal.","Swish beef briefly in the vinegar broth, lay it into rice paper with herbs and noodles, roll, then dip. Keep the beef tender by not overcooking it.","Order bò nhúng dấm by table size and ask about rice paper, herbs, noodles, and the fish-sauce-lime dip before everyone starts rolling.",The vinegar broth cooks and brightens the beef; the rice paper and herbs turn it into a fresh roll rather than a plain hot pot.,,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-nuong-mo-chai,Food,Beef & goat,,false,Bò nướng mỡ chài,Grilled beef wrapped in caul fat,Bo nuong mo chai,baw noong muh chai,,"Bò nướng mỡ chài is seasoned beef wrapped in lacey caul fat and grilled, usually with smoke, herbs, pickles, and a salty-sweet dip.",seasoned beef | caul fat | grilled smoke | rice paper and herbs | salty-sweet dip,"Mỡ chài is caul fat wrapped around beef, so the grill flavor is richer than ordinary beef skewers.",extra rice paper | extra herbs | less spicy | share size,Cho tôi một phần bò nướng mỡ chài.,I’d like one order of grilled beef wrapped in caul fat.,chaw toy moht fuhn baw noong muh chai,"Bò nướng mỡ chài is seasoned beef wrapped in lacey caul fat and grilled, so the fat bastes the meat as it cooks. It is often eaten with herbs, pickles, rice paper, or a salty-sweet dip.","Wrap the grilled beef with herbs and rice paper if served, then dip lightly. The caul fat keeps the beef juicy, so balance it with fresh sides.","Order bò nướng mỡ chài as a shared grilled plate. Ask for extra rice paper, extra herbs, or less chili before the platter arrives.","In Vietnamese old-school grill cooking, mỡ chài is caul fat, a thin net of fat that melts around the beef and keeps it juicy.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-kho-banh-mi,Food,Beef & goat,,false,Bò kho bánh mì,Beef stew served with bread,Bo kho banh mi,baw kaw bahn mee,,"Bò kho bánh mì is Vietnamese beef stew served with bread for dipping. The broth is warm with spice, carrots, herbs, and tender beef.",beef stew | baguette | carrots | herbs | spiced broth,"This is stew with bread, not a sandwich. Tear the baguette and use it to catch the spiced broth and tender beef pieces.",extra bread | less spicy | extra herbs | share size,Cho tôi một phần bò kho bánh mì.,I’d like one order of beef stew with bread.,chaw toy moht fuhn baw kaw banh mee,"Bò kho bánh mì is Vietnamese beef stew served with bread for dipping. The bowl brings tender beef, carrots, warm spice, herbs, and broth that the baguette is meant to catch.","Tear the bread and dip it into the stew while the broth is hot. Add herbs, lime, or chili gradually so the warm spice stays balanced.","Bò kho bánh mì is beef stew ordered with bread, so ask for extra bread if you like dipping. The carrots, lemongrass, and warm spices should make the broth feel more Vietnamese than a Western stew.","Bò kho is Vietnamese comfort stew. With bánh mì, the bread is part of the meal because it soaks up the spiced beef broth fragrant with lemongrass, star anise, carrot, and herbs.",,cultural-context,,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-de-nuong,Food,Beef & goat,,false,Dê nướng,Grilled goat,De nuong,yay noong,,"Dê nướng is grilled goat with smoky edges, usually with satay, herbs, cucumber, and rice paper or muối tiêu chanh, a lime-pepper salt dip.",grilled goat | fresh herbs | cucumber | rice paper optional | lime-pepper salt or fermented dip,"Grilled goat is usually a shared plate. Herbs, rice paper, cucumber, and dipping salt or fermented dip keep the smoky meat bright.",extra rice paper | extra herbs | less spicy | share size,Cho tôi một phần dê nướng.,I’d like one order of grilled goat.,chaw toy moht fuhn yay noong,"Dê nướng is grilled goat, often smoky and herbal, served with herbs, cucumber, rice paper, and lime-pepper salt or a fermented dip depending on the shop.","Wrap goat with herbs and rice paper if served, or eat with cucumber and dipping salt. Goat can be bold, so fresh herbs matter.","Order dê nướng as a shared grill plate. Ask for extra bánh tráng, extra herbs, or less chili before the seasoning is finished.","Goat restaurants in Vietnam are often social, shared-table places; grilled goat is meant to be eaten slowly with herbs and dips.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-de-hap-tia-to,Food,Beef & goat,,false,Dê hấp tía tô,Goat steamed with perilla,De hap tia to,yay hup tee-ah toh,,"Dê hấp tía tô is goat steamed with purple perilla, ginger, and herbs, usually eaten with dipping salt or a light fermented-bean style dip depending on the shop.",goat | purple perilla | ginger | herbs | dipping salt or light dip,"Tía tô gives the goat a herbal, minty-perilla lift. Ask for the dip on the side if you want to taste the steamed goat and herbs first.",extra perilla | less spicy | dip on the side | share size,Cho tôi một phần dê hấp tía tô.,I’d like one order of goat steamed with perilla.,chaw toy moht fuhn yay hup tee-ah toh,"Dê hấp tía tô is goat steamed with perilla leaves, ginger, and light seasoning. The perilla gives the goat a minty, herbal lift.","Eat the steamed goat with perilla and a light dip, using herbs to balance the meat’s stronger flavor. It is gentler than grilled goat.","Order dê hấp tía tô when you want goat without grill smoke. Ask for extra perilla, dipping salt on the side, or less chili.","In Vietnam, tía tô is perilla, a herb that makes steamed goat smell fresh and slightly peppery.",,category-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ca-ri-de,Food,Beef & goat,,false,Cà ri dê,Goat curry,Ca ri de,kah ree yay,,"Cà ri dê is goat curry with a rich spiced broth, often eaten with bread or noodles so you can soak up the curry and tender goat pieces.",goat | curry broth | potato or taro | coconut milk or richness | bread or noodles,"This is a curry bowl, not a quick dip. Tear bread into the broth or alternate spoonfuls with noodles so the goat, spice, and coconut richness stay together.",with bread | with noodles | with rice | less spicy,Cho tôi một phần cà ri dê.,I’d like one order of goat curry.,chaw toy moht fuhn kah ree yay,"Cà ri dê is goat curry with coconut, warm spices, potatoes or taro, and herbs, often eaten with bread, noodles, or rice.","Use bread or noodles to catch the coconut-spiced curry broth. Goat can be rich, so herbs and chili should be added gradually.","Order cà ri dê and choose bread, noodles, or rice if asked. Say ít cay if you want the coconut and spice without much heat.","Goat curry is a favorite at many Vietnamese dê restaurants, where the meat is shared across grilled, steamed, and curry dishes.",,name-and-menu-context,,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-de-xao-lan,Food,Beef & goat,,false,Dê xào lăn,Goat stir-fried with curry and coconut,De xao lan,yay sow lan,,"Dê xào lăn is goat stir-fried with curry-like aromatics, usually with coconut milk or spices, herbs, and rice crackers in some versions.",goat | curry and lemongrass aroma | coconut richness | peanuts or sesame | herbs,"Xào lăn often means a fragrant curry-leaning stir-fry with coconut richness. It should taste nutty, herbal, and aromatic rather than like a plain garlic stir-fry.",no peanuts | less spicy | rice crackers | share size,Cho tôi một phần dê xào lăn.,I’d like one order of goat stir-fried with curry and coconut.,chaw toy moht fuhn yay sow lan,"Dê xào lăn is goat stir-fried with curry aromatics, coconut, lemongrass, peanuts, herbs, and sometimes rice crackers. It is rich, fragrant, and made for sharing.",Scoop the curry-scented goat with rice crackers or eat with rice if served. Add herbs and peanuts lightly so the coconut-spice flavor stays clear.,"Order dê xào lăn as a shared goat plate. Ask for no peanuts, less chili, or rice crackers on the side before it lands.","Xào lăn points to a curry-coconut stir-fry style, common with goat and sometimes beef or seafood.",,category-context,,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-be-thui,Food,Beef & goat,,false,Bê thui,Roasted young veal,Be thui,bay too-ee,,"Bê thui is tender young veal, often linked with Quảng Nam/Cầu Mống style, served with herbs, rice paper, and pungent mắm nêm fermented anchovy dip.",veal | rice paper | fresh herbs | green banana or star fruit | mắm nêm,"Mắm nêm is fermented anchovy dip, not tamarind. It can be funky, salty, and intense.",extra rice paper | extra herbs | nước chấm instead of mắm nêm | share plate,Cho tôi một phần bê thui.,I’d like one order of roasted young veal.,chaw toy moht fuhn bay too-ee,"Bê thui is lightly roasted young veal served for wrapping with rice paper, herbs, green banana, star fruit, and mắm nêm. The fermented anchovy dip is strong, salty, and central.","Wrap veal with herbs and rice paper, then dip lightly in mắm nêm. Start carefully; fermented anchovy dip is powerful and salty.","Order bê thui as a shared wrap-and-dip plate. Ask for extra bánh tráng, extra herbs, or nước chấm if mắm nêm feels too strong.","Bê thui is strongly associated with Quảng Nam and Cầu Mống-style veal, a central Vietnamese specialty travelers may see near Đà Nẵng and Hội An.",Quảng Nam,regional-association,Contains veal and often fermented anchovy sauce.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-pack-to-go,text-only,handwritten-reviewed
