item_id,menu_type,category,popular,vietnamese_item,english_translation,sound_out,at_a_glance,usually_includes,good_to_know,quick_say_vietnamese,quick_say_english,helper_phrase_ids,order_line_audio_policy,editorial_status
food-canh-ga-chien-nuoc-mam,Food,Chicken & duck,true,Cánh gà chiên nước mắm,Fish sauce fried chicken wings,kanh gah chee-en nook mahm,"Cánh gà chiên nước mắm is fish-sauce fried chicken wings, usually with garlic, sugar, fish sauce glaze, and lime or chili.",chicken wings | fish-sauce garlic glaze | fried edges | lime or chili optional | herbs or cucumber,"Nước mắm is the glaze here, not a side dip; it should cling to the hot wings with garlic and sugar.",Cho tôi một phần cánh gà chiên nước mắm.,I’d like one order of fish sauce fried chicken wings.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-pack-to-go,text-only,handwritten-reviewed
food-canh-ga-nuong,Food,Chicken & duck,false,Cánh gà nướng,Grilled chicken wings,kanh gah noong,"Cánh gà nướng is grilled chicken wings, usually with charred skin, lemongrass or honeyed marinade, and dipping salt.",grilled chicken wings | savory marinade | charred edges | dipping salt | cucumber or herbs,"The wings may be sweet, salty, or spicy depending on the marinade; ask less spicy before they go on the grill.",Cho tôi một phần cánh gà nướng.,I’d like one order of grilled chicken wings.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-chan-ga-sa-tac,Food,Chicken & duck,false,Chân gà sả tắc,Chicken feet with lemongrass and kumquat,chan gah sah tak,"Chân gà sả tắc is chicken feet tossed with lemongrass and kumquat, usually with crunchy skin, citrus, chili, and fish sauce.",chicken feet | lemongrass | kumquat | chili | fish-sauce dressing,"This is a chewy snack, not meaty chicken. The sả tắc dressing should taste sweet-sour, citrusy, salty, and a little spicy.",Cho tôi một phần chân gà sả tắc.,I’d like one order of chicken feet with lemongrass and kumquat.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-goi-ga-xe-phay,Food,Chicken & duck,false,Gỏi gà xé phay,Shredded chicken salad,goy gah seh fai,"Gỏi gà xé phay is shredded chicken salad, usually with cabbage, rau răm, onion, peanuts, and tart fish-sauce dressing.",shredded chicken | cabbage | rau răm | onion | peanuts and bright dressing,Ask for no chili if you want Gỏi gà xé phay mild.,Cho tôi một phần gỏi gà xé phay.,I’d like one order of shredded chicken salad.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-vit-quay,Food,Chicken & duck,true,Vịt quay,Roasted duck,veet kway,"Vịt quay is roast duck with lacquered skin, rich meat, five-spice aroma, and pickles or a dark savory dip depending on the shop.",roast duck | lacquered skin | five-spice aroma | pickles | rice or noodles,"Use pickles, herbs, rice, noodles, or a dark savory dip to cut the duck richness. Ask for extra pickles before the duck is chopped.",Cho tôi một phần vịt quay.,I’d like one order of roasted duck.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-vit-nuong-chao,Food,Chicken & duck,false,Vịt nướng chao,Duck grilled with fermented bean curd,veet noong chow,"Vịt nướng chao is duck grilled with fermented tofu sauce, usually with smoky duck, chao, herbs, and pickles.",duck | fermented tofu marinade | grilled char | herbs | pickles,Ask for no chili if you want Vịt nướng chao mild.,Cho tôi một phần vịt nướng chao.,I’d like one order of duck grilled with fermented bean curd.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-vit-om-sau,Food,Chicken & duck,false,Vịt om sấu,Duck stewed with dracontomelon fruit,veet om sow,"Vịt om sấu is northern duck simmered with tart sấu fruit, giving the broth a sour lift that cuts through the richness of duck.",duck | sấu fruit | taro or vegetables | herbs | vermicelli optional,"Sấu is a tart northern fruit often translated awkwardly as dracontomelon. Think sour, fruity brightness rather than lemon.",Cho tôi một phần vịt om sấu.,I’d like one order of duck stewed with dracontomelon fruit.,menu-not-spicy | menu-less-spicy | menu-see-menu | menu-pay-now,text-only,handwritten-reviewed
food-chao-vit,Food,Chicken & duck,false,Cháo vịt,Duck rice porridge,chow veet,"Cháo vịt is duck rice porridge, usually with ginger, scallion, shredded duck, and sometimes cabbage salad.",rice porridge | duck | ginger fish sauce | scallions | black pepper,"Duck porridge is richer than chicken porridge. Ginger fish sauce wakes up the duck, so add it gradually if you want the bowl to stay mellow.",Cho tôi một tô cháo vịt.,I’d like one bowl of duck rice porridge.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-goi-vit,Food,Chicken & duck,false,Gỏi vịt,Duck salad,goy veet,"Gỏi vịt is duck salad, usually with cabbage, herbs, ginger fish sauce, peanuts, and sliced duck.",duck | cabbage or banana blossom | rau răm | ginger fish-sauce dressing | peanuts optional,"Rau răm gives the salad its peppery herbal lift; it is part of the duck flavor, not decoration.",Cho tôi một phần gỏi vịt.,I’d like one order of duck salad.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ca-ri-ga,Food,Chicken & duck,false,Cà ri gà,Chicken curry,kah ree gah,"Cà ri gà is Vietnamese chicken curry, usually with coconut milk, potato, carrot, lemongrass, and bread or noodles.",chicken | coconut curry broth | potatoes | carrots | bread or noodles,Ask for no chili if you want Cà ri gà mild.,Cho tôi một phần cà ri gà.,I’d like one order of chicken curry.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ga-ham-thuoc-bac,Food,Chicken & duck,false,Gà hầm thuốc bắc,Chicken stewed with Chinese herbs,gah hum too-uk bak,"Gà hầm thuốc bắc is chicken simmered with Chinese medicinal herbs, usually with black chicken or tender pieces, dates, goji berries, and dark broth.",chicken | herbal broth | ginger | aromatics | mushrooms,The dark herbal broth is the point; expect medicinal warmth and black chicken or bone-in pieces rather than a light chicken soup.,Cho tôi một phần gà hầm thuốc bắc.,I’d like one order of chicken stewed with Chinese herbs.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ga-ta-nuong,Food,Chicken & duck,false,Gà ta nướng,Grilled free-range chicken,gah tah noong,"Gà ta nướng is free-range chicken grilled over heat, usually with firm meat, crisp skin, lime leaves, and dipping salt.",free-range chicken | grilled skin | lime leaves | dipping salt | herbs or cucumber,Gà ta can be firmer and more flavorful than standard chicken; ask if it is chopped bone-in before ordering.,Cho tôi một phần gà ta nướng.,I’d like one order of grilled free-range chicken.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-luc-lac,Food,Beef & goat,true,Bò lúc lắc,Shaking beef,baw look lak,"Tender cubes of “shaking beef” seared in a hot wok, usually served with greens, tomato, onion, and a lime-pepper dipping salt.",seared beef cubes | onion or bell pepper | tomato or salad | lime-pepper salt | rice or fries optional,The classic finishing move is dipping each beef cube into lime-pepper salt. It sharpens the buttery beef without turning the plate into a saucy stir-fry.,Cho tôi một phần bò lúc lắc.,I’d like one order of shaking beef.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-ne,Food,Beef & goat,true,Bò né,Sizzling beef steak with eggs,baw neh,"Bò né is a sizzling hot-plate beef breakfast or brunch order, often with egg, pâté, onions, tomato, and a baguette for swiping through the pan juices.",sizzling beef | fried egg | pâté if included | baguette | onion or tomato,"Né means to dodge, a playful nod to the spattering hot plate. Keep your face back when it lands, then use the bread to catch egg yolk, beef juices, and pâté.",Cho tôi một phần bò né.,I’d like one order of sizzling beef steak with eggs.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-kho,Food,Beef & goat,true,Bò kho,Vietnamese beef stew,baw kaw,"Vietnamese beef stew with warm spices, carrot, lemongrass, and tender beef, eaten with bread, noodles, or rice depending on the shop.",beef | spiced broth | carrots | herbs | bread or noodles,"Ask whether the shop serves it with bánh mì, hủ tiếu, or mì if you have a preference.",Cho tôi một phần bò kho.,I’d like one order of Vietnamese beef stew.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-sot-vang,Food,Beef & goat,false,Bò sốt vang,Vietnamese red wine beef stew,baw sot vahng,"Bò sốt vang is northern-style beef in red wine sauce, usually with carrot, herbs, tomato-rich gravy, and bread or noodles.",beef | spiced broth | carrots | herbs | bread or noodles,Ask for no chili if you want Bò sốt vang mild.,Cho tôi một phần bò sốt vang.,I’d like one order of Vietnamese red wine beef stew.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-see-menu | menu-pay-now,text-only,handwritten-reviewed
food-bo-xao-luc-lac,Food,Beef & goat,false,Bò xào lúc lắc,Stir-fried cubed beef,baw sow look lak,"Bò xào lúc lắc is wok-tossed shaking beef pieces, usually with onion, bell pepper, rice, and lime-pepper salt.",seared beef cubes | onion | bell pepper | lime-pepper salt | rice or salad,"The wok glaze should cling to the beef cubes and vegetables. Use lime-pepper salt as the bright accent, not as a separate heavy dip.",Cho tôi một phần bò xào lúc lắc.,I’d like one order of stir-fried cubed beef.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-xao-rau-cai,Food,Beef & goat,false,Bò xào rau cải,Beef stir-fried with greens,baw sow row kai,"Bò xào rau cải is beef quickly stir-fried with leafy greens, usually with garlic, oyster-style sauce, rice, and crisp-tender vegetables.",beef | rau cải leafy greens | garlic | savory wok seasoning | rice,Ask for no chili if you want Bò xào rau cải mild.,Cho tôi một phần bò xào rau cải.,I’d like one order of beef stir-fried with greens.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-xao-sa-ot,Food,Beef & goat,false,Bò xào sả ớt,Beef stir-fried with lemongrass and chili,baw sow sah uht,"Bò xào sả ớt is beef stir-fried with lemongrass and chili, usually with rice, onion, herbs, and fragrant sả.",beef | lemongrass | chili | garlic | rice,Ask for less spicy if heat is a concern.,Cho tôi một phần bò xào sả ớt.,I’d like one order of beef stir-fried with lemongrass and chili.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-cuon-la-lot,Food,Beef & goat,false,Bò cuốn lá lốt,Beef wrapped in betel leaves,baw kwun lah loht,"Bò cuốn lá lốt is seasoned beef wrapped in lá lốt leaves and grilled until smoky. It is often eaten with herbs, rice paper, noodles, and sweet-sour fish-sauce dip.",seasoned beef | lá lốt leaves | herbs | rice paper optional | sweet-sour fish-sauce dip,"Lá lốt is piper lolot, often called wild betel leaf in English. It gives the beef a peppery herbal aroma.",Cho tôi một phần bò cuốn lá lốt.,I’d like one order of beef wrapped in betel leaves.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-tai-chanh,Food,Beef & goat,false,Bò tái chanh,Beef carpaccio with lime,baw tie chan,"Bò tái chanh is rare beef cured with lime, tossed with herbs, onion, peanuts, and bright dressing. It is a shared appetizer, not a cooked steak plate.",rare beef | lime | herbs | onion | peanuts,"Tái means rare. The lime changes the beef texture, but cautious travelers should treat it as rare beef.",Cho tôi một phần bò tái chanh.,I’d like one order of beef carpaccio with lime.,menu-not-spicy | menu-less-spicy | menu-ask-peanuts | menu-see-menu | menu-pay-now,text-only,handwritten-reviewed
food-goi-bo-bop-thau,Food,Beef & goat,false,Gỏi bò bóp thấu,Beef salad with herbs and vinegar,goy baw bawp tow,"Gỏi bò bóp thấu is beef salad tossed with herbs and tart dressing, usually with green banana, star fruit, onion, peanuts, and fish sauce.",beef | star fruit or green banana | onion | peanuts | fish-sauce lime dressing,"This salad may include peanuts, fish sauce, herbs, and rare or lightly cooked beef, so ask before ordering if any of those matter.",Cho tôi một phần gỏi bò bóp thấu.,I’d like one order of beef salad with herbs and vinegar.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-nhung-dam,Food,Beef & goat,false,Bò nhúng dấm,Beef dipped in vinegar hot pot,baw nyoong zuhm,"Bò nhúng dấm is thin beef slices swished through hot vinegar broth, usually with onion, herbs, rice paper, and a small sharp dip of fish sauce, chili, or lime-pepper salt.",thin beef slices | vinegar hot pot broth | rice paper | fresh herbs | noodles and fish-sauce-lime dip,"Swish the beef briefly so it stays tender, then roll it with herbs and noodles. This is a table-size meal, so order for the group rather than one quick bowl.",Cho tôi một phần bò nhúng dấm.,I’d like one order of beef dipped in vinegar hot pot.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-nuong-mo-chai,Food,Beef & goat,false,Bò nướng mỡ chài,Grilled beef wrapped in caul fat,baw noong muh chai,"Bò nướng mỡ chài is seasoned beef wrapped in lacey caul fat and grilled, usually with smoke, herbs, pickles, and a salty-sweet dip.",seasoned beef | caul fat | grilled smoke | rice paper and herbs | salty-sweet dip,"Mỡ chài is caul fat wrapped around beef, so the grill flavor is richer than ordinary beef skewers.",Cho tôi một phần bò nướng mỡ chài.,I’d like one order of grilled beef wrapped in caul fat.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-bo-kho-banh-mi,Food,Beef & goat,false,Bò kho bánh mì,Beef stew served with bread,baw kaw bahn mee,"Bò kho bánh mì is Vietnamese beef stew served with bread for dipping. The broth is warm with spice, carrots, herbs, and tender beef.",beef stew | baguette | carrots | herbs | spiced broth,"This is stew with bread, not a sandwich. Tear the baguette and use it to catch the spiced broth and tender beef pieces.",Cho tôi một phần bò kho bánh mì.,I’d like one order of beef stew with bread.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-de-nuong,Food,Beef & goat,false,Dê nướng,Grilled goat,yay noong,"Dê nướng is grilled goat with smoky edges, usually with satay, herbs, cucumber, and rice paper or muối tiêu chanh, a lime-pepper salt dip.",grilled goat | fresh herbs | cucumber | rice paper optional | lime-pepper salt or fermented dip,"Grilled goat is usually a shared plate. Herbs, rice paper, cucumber, and dipping salt or fermented dip keep the smoky meat bright.",Cho tôi một phần dê nướng.,I’d like one order of grilled goat.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-de-hap-tia-to,Food,Beef & goat,false,Dê hấp tía tô,Goat steamed with perilla,yay hup tee-ah toh,"Dê hấp tía tô is goat steamed with purple perilla, ginger, and herbs, usually eaten with dipping salt or a light fermented-bean style dip depending on the shop.",goat | purple perilla | ginger | herbs | dipping salt or light dip,"Tía tô gives the goat a herbal, minty-perilla lift. Ask for the dip on the side if you want to taste the steamed goat and herbs first.",Cho tôi một phần dê hấp tía tô.,I’d like one order of goat steamed with perilla.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-ca-ri-de,Food,Beef & goat,false,Cà ri dê,Goat curry,kah ree yay,"Cà ri dê is goat curry with a rich spiced broth, often eaten with bread or noodles so you can soak up the curry and tender goat pieces.",goat | curry broth | potato or taro | coconut milk or richness | bread or noodles,"This is a curry bowl, not a quick dip. Tear bread into the broth or alternate spoonfuls with noodles so the goat, spice, and coconut richness stay together.",Cho tôi một phần cà ri dê.,I’d like one order of goat curry.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-de-xao-lan,Food,Beef & goat,false,Dê xào lăn,Goat stir-fried with curry and coconut,yay sow lan,"Dê xào lăn is goat stir-fried with curry-like aromatics, usually with coconut milk or spices, herbs, and rice crackers in some versions.",goat | curry and lemongrass aroma | coconut richness | peanuts or sesame | herbs,"Xào lăn often means a fragrant curry-leaning stir-fry with coconut richness. It should taste nutty, herbal, and aromatic rather than like a plain garlic stir-fry.",Cho tôi một phần dê xào lăn.,I’d like one order of goat stir-fried with curry and coconut.,menu-not-spicy | menu-less-spicy | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-be-thui,Food,Beef & goat,false,Bê thui,Roasted young veal,bay too-ee,"Bê thui is tender young veal, often linked with Quảng Nam/Cầu Mống style, served with herbs, rice paper, and pungent mắm nêm fermented anchovy dip.",veal | rice paper | fresh herbs | green banana or star fruit | mắm nêm,"Mắm nêm is fermented anchovy dip, not tamarind. It can be funky, salty, and intense.",Cho tôi một phần bê thui.,I’d like one order of roasted young veal.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-pack-to-go,text-only,handwritten-reviewed
food-be-thui-cuon-banh-trang,Food,Beef & goat,false,Bê thui cuốn bánh tráng,Roasted veal with rice paper rolls,bay too-ee kwun bahn chang,"Bê thui cuốn bánh tráng is rare veal wrapped at the table, usually with rice paper, herbs, green banana, star fruit, and fermented mắm nêm, a funky fermented anchovy dip.",veal | rice paper | fresh herbs | green banana or star fruit | mắm nêm,"Build the roll before judging the veal: herbs, green banana or star fruit, rice paper, and a careful touch of mắm nêm are what make the bite complete.",Cho tôi một phần bê thui cuốn bánh tráng.,I’d like one order of roasted veal with rice paper rolls.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-lau-de,Food,Beef & goat,false,Lẩu dê,Goat hot pot,low yay,"Lẩu dê is goat hot pot for the table, usually with herbs, tofu skin, noodles, taro, and a deep goat broth.",goat hot-pot broth | goat pieces | taro | tofu or tofu skin | greens and noodles,"Cook goat, taro, tofu, and greens in stages, then add noodles near the end. Ask how many people the pot serves before ordering.",Cho tôi một phần lẩu dê.,I’d like one order of goat hot pot.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-pack-to-go | menu-pay-now,text-only,handwritten-reviewed
food-pho-chay,Food,Vegetarian,false,Phở chay,Vegetarian pho,fuh chai,"Vegetarian phở with rice noodles, herbs, and a lighter broth built from vegetables, mushrooms, and warm spices instead of beef bones.",flat rice noodles | vegetable-mushroom broth | tofu or mushrooms | herbs | lime and chili,Ask whether the broth is vegetable-based and whether fish sauce is used in seasoning if you need it fully vegetarian.,Cho tôi một tô phở chay.,I’d like one bowl of vegetarian pho.,menu-not-spicy | menu-less-spicy | menu-ask-fish-sauce | menu-vegetarian | menu-pay-now,text-only,handwritten-reviewed
food-bun-bo-hue-chay,Food,Vegetarian,false,Bún bò Huế chay,Vegetarian Hue-style noodle soup,boon baw hway chai,"Bún bò Huế chay is vegetarian Huế-style spicy noodle soup, usually with lemongrass broth, thick noodles, tofu, mushrooms, and herbs.",thick rice vermicelli | lemongrass vegetarian broth | tofu or mushrooms | chili oil | herbs,Ask whether the broth is fully vegetarian and whether chili oil or seasoning is made separately from the meat version.,Cho tôi một tô bún bò Huế chay.,I’d like one bowl of vegetarian Hue-style noodle soup.,menu-not-spicy | menu-less-spicy | menu-ask-fish-sauce | menu-vegetarian | menu-pay-now,text-only,handwritten-reviewed
food-bun-rieu-chay,Food,Vegetarian,false,Bún riêu chay,Vegetarian tomato noodle soup,boon ree-ew chai,"Bún riêu chay is vegetarian crab-style tomato noodle soup, usually with tomato broth, tofu, mushrooms, herbs, and rice vermicelli.",rice vermicelli | tomato broth | tofu | mushrooms | fresh herbs,"Chay should mean vegetarian, but mixed shops may still use fish sauce or shared broth unless you ask.",Cho tôi một tô bún riêu chay.,I’d like one bowl of vegetarian tomato noodle soup.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-hu-tieu-chay,Food,Vegetarian,false,Hủ tiếu chay,Vegetarian rice noodle soup,hoo tee-ew chai,"Hủ tiếu chay is vegetarian hủ tiếu noodle soup, usually with clear broth, rice noodles, tofu, mushrooms, greens, and herbs.",rice noodles | light vegetarian broth | tofu | mushrooms | greens and herbs,Ask whether the broth is vegetable-based; hủ tiếu shops may keep pork or seafood broth for standard bowls.,Cho tôi một tô hủ tiếu chay.,I’d like one bowl of vegetarian rice noodle soup.,menu-not-spicy | menu-less-spicy | menu-ask-fish-sauce | menu-vegetarian | menu-pay-now,text-only,handwritten-reviewed
food-com-chay,Food,Vegetarian,true,Cơm chay,Vegetarian rice plate,kum chai,"Cơm chay is vegetarian rice plate, usually with rice, tofu, mock meats or vegetables, pickles, and soup.",rice | tofu or mock meat | vegetables | pickles | soup optional,"Mixed restaurants may use shared seasonings, so ask if you need strict vegetarian or vegan boundaries.",Cho tôi một phần cơm chay.,I’d like one order of vegetarian rice plate.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-com-chien-chay,Food,Vegetarian,false,Cơm chiên chay,Vegetarian fried rice,kum chee-en chai,"Cơm chiên chay is vegetarian fried rice, usually with egg or tofu depending on the shop, vegetables, scallion, and wok heat.",fried rice | vegetables | tofu or mushrooms | scallions | egg optional,Chay fried rice may still include egg unless you ask; also confirm no fish sauce in mixed kitchens.,Cho tôi một phần cơm chiên chay.,I’d like one order of vegetarian fried rice.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-mi-xao-chay,Food,Vegetarian,false,Mì xào chay,Vegetarian stir-fried noodles,mee sow chai,"Mì xào chay is vegetarian stir-fried noodles, usually with egg noodles or wheat noodles, vegetables, tofu, garlic, and soy-lime vegetarian dip.",noodles | vegetables | tofu or mushrooms | garlic | egg noodles optional,Some vegetarian noodle orders still use egg noodles or egg; ask if you need it vegan.,Cho tôi một tô mì xào chay.,I’d like one bowl of vegetarian stir-fried noodles.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-goi-cuon-chay,Food,Vegetarian,false,Gỏi cuốn chay,Vegetarian fresh spring rolls,goy kwun chai,"Gỏi cuốn chay is vegetarian fresh rolls, usually with rice paper, noodles, tofu, herbs, lettuce, and soy-lime vegetarian dip.",rice paper | tofu or mushrooms | rice vermicelli | fresh herbs | vegetarian dip,"Ask about the dip: peanut sauce is common, but some shops serve fish-sauce dip unless you specify chay.",Cho tôi một phần gỏi cuốn chay.,I’d like one order of vegetarian fresh spring rolls.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-cha-gio-chay,Food,Vegetarian,false,Chả giò chay,Vegetarian fried spring rolls,chah yaw chai,"Chả giò chay is vegetarian fried spring rolls, usually with taro, mushrooms, glass noodles, herbs, and soy-lime vegetarian dip.",taro | mushrooms | glass noodles | crisp wrapper | herbs and vegetarian dip,Ask what dip comes with it; vegetarian rolls at mixed shops may still be served with a fish-sauce dip.,Cho tôi một phần chả giò chay.,I’d like one order of vegetarian fried spring rolls.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-banh-xeo-chay,Food,Vegetarian,false,Bánh xèo chay,Vegetarian crispy pancake,bahn say-oh chai,"Bánh xèo chay is a vegetarian turmeric-rice pancake eaten by tearing pieces into rice paper or lettuce with herbs, then dipping in a vegetarian soy-lime dip.",turmeric rice batter | mushroom filling or tofu | bean sprouts | rice paper or lettuce | herbs and vegetarian dip,Ask whether the dip is vegetarian; some mixed stalls use fish sauce even when the pancake filling is meat-free.,Cho tôi một phần bánh xèo chay.,I’d like one order of vegetarian crispy pancake.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-dau-hu-kho-nam,Food,Vegetarian,false,Đậu hũ kho nấm,Tofu braised with mushrooms,dow hoo kaw nahm,"Đậu hũ kho nấm is tofu and mushrooms braised in a peppery soy-caramel glaze, served with rice for a quiet chay comfort dish.",tofu | mushrooms | soy-caramel glaze | black pepper | rice,Ask whether the braise is fully vegetarian if needed.,Cho tôi một phần đậu hũ kho nấm.,I’d like one order of tofu braised with mushrooms.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-dau-hu-chien-sa-ot,Food,Vegetarian,false,Đậu hũ chiên sả ớt,Tofu fried with lemongrass and chili,dow hoo chee-en sah uht,"Đậu hũ chiên sả ớt is fried tofu with lemongrass and chili, usually with crisp tofu, sả, chili, garlic, and rice.",fried tofu | lemongrass | chili | garlic | rice on the side,"Ask about fish sauce if the tofu is cooked at a mixed rice stall; lemongrass and chili are vegetarian, but seasoning varies.",Cho tôi một phần đậu hũ chiên sả ớt.,I’d like one order of tofu fried with lemongrass and chili.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-dau-hu-sot-ca-chua,Food,Vegetarian,false,Đậu hũ sốt cà chua,Tofu in tomato sauce,dow hoo sot kah choo-ah,"Đậu hũ sốt cà chua is tofu in tomato sauce, usually with fried tofu, tomato gravy, scallion, and rice.",fried tofu | tomato gravy | scallions | garlic | rice,Ask whether the tomato sauce uses fish sauce or meat stock at mixed family-style restaurants.,Cho tôi một phần đậu hũ sốt cà chua.,I’d like one order of tofu in tomato sauce.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-dau-hu-chien-gion,Food,Vegetarian,false,Đậu hũ chiên giòn,Crispy fried tofu,dow hoo chee-en yawn,"Đậu hũ chiên giòn is crispy fried tofu, usually with hot tofu cubes, herbs, and soy or chili sauce.",crispy fried tofu | soft tofu center | soy-chili dip | herbs | rice optional,Ask what dip comes with the tofu; fish sauce can appear at non-vegetarian rice shops.,Cho tôi một phần đậu hũ chiên giòn.,I’d like one order of crispy fried tofu.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-nam-kho-tieu,Food,Vegetarian,false,Nấm kho tiêu,Mushrooms braised with pepper,nahm kaw tee-ew,"Nấm kho tiêu is mushrooms braised with black pepper and soy-caramel depth, a compact vegetarian dish made for rice.",mushrooms | black pepper | soy-caramel glaze | herbs | rice,Ask whether the braise is fully vegetarian if needed.,Cho tôi một phần nấm kho tiêu.,I’d like one order of mushrooms braised with pepper.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
food-rau-cu-xao,Food,Vegetarian,false,Rau củ xào,Stir-fried vegetables,row koo sow,"Rau củ xào is stir-fried mixed vegetables, usually with garlic, greens, carrots or seasonal vegetables, and rice.",mixed seasonal vegetables | leafy greens | garlic | savory wok seasoning | rice,"Ask whether the vegetables are stir-fried with fish sauce, oyster sauce, or shared wok seasoning at mixed restaurants.",Cho tôi một phần rau củ xào.,I’d like one order of stir-fried vegetables.,menu-not-spicy | menu-less-spicy | menu-sauce-on-side | menu-ask-fish-sauce | menu-vegetarian,text-only,handwritten-reviewed
