phrase_id,scenario_id,family_id,family_title,english_text,target_text,pronunciation,audio_key,audio_status,status,context,search_aliases,notes
,airport-border-arrival,v900-airp-bord-arri-where-is-the-grab-pickup-point,Where is the Grab pickup point,Where is the Grab pickup point?,Điểm đón Grab ở đâu?,Diem don Grab o dau,v900-airp-bord-arri-where-is-the-grab-pickup-point,ready,approved,"Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.",where is the grab pickup point?|where is the grab pickup point,cleanup import: Airport & Arrival / Airport Services & Facilities / keep_as_is; selected as 900 premium fill
,airport-border-arrival,v900-airp-bord-arri-do-i-need-to-fill-out-this-form,Do I need to fill out this form,Do I need to fill out this form?,Tôi có cần điền vào mẫu đơn này không?,Toi co can dien vao mau don nay khong,v900-airp-bord-arri-do-i-need-to-fill-out-this-form,ready,approved,"Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.",do i need to fill out this form?|do i need to fill out this form,cleanup import: Airport & Arrival / Immigration & Documents / keep_as_is; selected as 900 premium fill
,airport-border-arrival,v900-airp-bord-arri-where-can-i-buy-a-bottle-of-water,Where can I buy a bottle of water,Where can I buy a bottle of water?,Tôi có thể mua một chai nước ở đâu?,Toi co the mua mot chai nuoc o dau,v900-airp-bord-arri-where-can-i-buy-a-bottle-of-water,ready,approved,"Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.",where can i buy a bottle of water?|where can i buy a bottle of water,cleanup import: Airport & Arrival / Airport Services & Facilities / keep_as_is; selected as 900 premium fill
,airport-border-arrival,v900-airp-bord-arri-i-think-i-went-to-the-wrong-terminal,I think I went to the wrong terminal,I think I went to the wrong terminal,Tôi nghĩ tôi đã đến nhầm nhà ga,Toi nghi toi da den nham nha ga,v900-airp-bord-arri-i-think-i-went-to-the-wrong-terminal,ready,approved,"Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.",i think i went to the wrong terminal,"cleanup import: Airport & Arrival / Terminals, Gates & Onward Travel / keep_as_is; selected as 900 premium fill"
,airport-border-arrival,v900-airp-bord-arri-where-is-the-international-terminal,Where is the international terminal,Where is the international terminal?,Nhà ga quốc tế ở đâu?,Nha ga quoc te o dau,v900-airp-bord-arri-where-is-the-international-terminal,ready,approved,"Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.",where is the international terminal?|where is the international terminal,"cleanup import: Airport & Arrival / Terminals, Gates & Onward Travel / keep_as_is; selected as 900 premium fill"
,airport-border-arrival,v900-airp-bord-arri-where-is-the-oversized-baggage-area,Where is the oversized baggage area,Where is the oversized baggage area?,Khu vực hành lý quá khổ ở đâu?,Khu vuc hanh ly qua kho o dau,v900-airp-bord-arri-where-is-the-oversized-baggage-area,ready,approved,"Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.",where is the oversized baggage area?|where is the oversized baggage area,cleanup import: Airport & Arrival / Baggage & Lost Luggage / keep_as_is; selected as 900 premium fill
,airport-border-arrival,v900-airp-bord-arri-is-there-a-shuttle-between-terminals,Is there a shuttle between terminals,Is there a shuttle between terminals?,Có xe đưa đón giữa các nhà ga không?,Co xe dua don giua cac nha ga khong,v900-airp-bord-arri-is-there-a-shuttle-between-terminals,ready,approved,"Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.",is there a shuttle between terminals?|is there a shuttle between terminals,"cleanup import: Airport & Arrival / Terminals, Gates & Onward Travel / keep_as_is; selected as 900 premium fill"
,airport-border-arrival,v900-airp-bord-arri-is-this-the-correct-immigration-line,Is this the correct immigration line,Is this the correct immigration line?,Đây có phải là đường nhập cư chính xác không?,Day co phai la duong nhap cu chinh xac khong,v900-airp-bord-arri-is-this-the-correct-immigration-line,ready,approved,"Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.",is this the correct immigration line?|is this the correct immigration line,"cleanup import: Airport & Arrival / Terminals, Gates & Onward Travel / keep_as_is; selected as 900 premium fill"
,airport-border-arrival,v900-airp-bord-arri-how-long-does-it-take-to-get-downtown,How long does it take to get downtown,How long does it take to get downtown?,Đi vào trung tâm thành phố mất bao lâu?,Di vao trung tam thanh pho mat bao lau,v900-airp-bord-arri-how-long-does-it-take-to-get-downtown,ready,approved,"Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.",how long does it take to get downtown?|how long does it take to get downtown,"cleanup import: Airport & Arrival / Terminals, Gates & Onward Travel / keep_as_is; selected as 900 premium fill"
,airport-border-arrival,v900-airp-bord-arri-where-can-i-buy-a-bus-ticket-to-the-city,Where can I buy a bus ticket to the city,Where can I buy a bus ticket to the city?,Mua vé xe buýt vào thành phố ở đâu?,Mua ve xe buyt vao thanh pho o dau,v900-airp-bord-arri-where-can-i-buy-a-bus-ticket-to-the-city,ready,approved,"Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.",where can i buy a bus ticket to the city?|where can i buy a bus ticket to the city,"cleanup import: Airport & Arrival / Terminals, Gates & Onward Travel / keep_as_is; selected as 900 premium fill"
,airport-border-arrival,v900-airp-bord-arri-where-is-the-currency-exchange,Where is the currency exchange,Where is the currency exchange?,Đổi tiền ở đâu?,Doi tien o dau,v900-airp-bord-arri-where-is-the-currency-exchange,ready,approved,"Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.",where is the currency exchange?|where is the currency exchange,cleanup import: Airport & Arrival / Airport Services & Facilities / keep_rewrite; selected as 900 premium fill
,airport-border-arrival,v900-airp-bord-arri-where-is-the-smoking-area,Where is the smoking area,Where is the smoking area?,Khu vực hút thuốc ở đâu?,Khu vuc hut thuoc o dau,v900-airp-bord-arri-where-is-the-smoking-area,ready,approved,"Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.",where is the smoking area?|where is the smoking area,cleanup import: Airport & Arrival / Airport Services & Facilities / keep_as_is; selected as 900 premium fill
,health-pharmacy,v900-heal-phar-i-need-allergy-medicine,I need allergy medicine,I need allergy medicine,Tôi cần thuốc dị ứng,Toi can thuoc di ung,v900-heal-phar-i-need-allergy-medicine,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i need allergy medicine,"cleanup import: Health, Pharmacy & Medical / Pharmacy Requests / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-have-trouble-breathing,I have trouble breathing,I have trouble breathing,Tôi khó thở,Toi kho tho,v900-heal-phar-i-have-trouble-breathing,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i have trouble breathing,"cleanup import: Health, Pharmacy & Medical / Symptoms & Pain / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-need-rehydration-salts,I need rehydration salts,I need rehydration salts,Tôi cần muối bù nước,Toi can muoi bu nuoc,v900-heal-phar-i-need-rehydration-salts,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i need rehydration salts,"cleanup import: Health, Pharmacy & Medical / Pharmacy Requests / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-how-many-pills-each-time,How many pills each time,How many pills each time?,Mỗi lần bao nhiêu viên?,Moi lan bao nhieu vien,v900-heal-phar-how-many-pills-each-time,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",how many pills each time?|how many pills each time,"cleanup import: Health, Pharmacy & Medical / Dosage & Instructions / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-can-you-call-an-ambulance,Can you call an ambulance,Can you call an ambulance?,Bạn có thể gọi xe cứu thương được không?,Ban co the goi xe cuu thuong duoc khong,v900-heal-phar-can-you-call-an-ambulance,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",can you call an ambulance?|can you call an ambulance,"cleanup import: Health, Pharmacy & Medical / Finding Medical Help / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-am-allergic-to-penicillin,I am allergic to penicillin,I am allergic to penicillin,Tôi bị dị ứng với penicillin,Toi bi di ung voi penicillin,v900-heal-phar-i-am-allergic-to-penicillin,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i am allergic to penicillin,"cleanup import: Health, Pharmacy & Medical / Allergies, Conditions & Pregnancy / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-is-there-a-pharmacy-nearby,Is there a pharmacy nearby,Is there a pharmacy nearby?,Có hiệu thuốc nào gần đây không?,Co hieu thuoc nao gan day khong,v900-heal-phar-is-there-a-pharmacy-nearby,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",is there a pharmacy nearby?|is there a pharmacy nearby,"cleanup import: Health, Pharmacy & Medical / Finding Medical Help / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-please-write-the-instructions,Please write the instructions,Please write the instructions,Hãy viết hướng dẫn,Hay viet huong dan,v900-heal-phar-please-write-the-instructions,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",please write the instructions,"cleanup import: Health, Pharmacy & Medical / Dosage & Instructions / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-when-should-i-seek-emergency-help,When should I seek emergency help,When should I seek emergency help?,Khi nào tôi nên tìm kiếm sự giúp đỡ khẩn cấp?,Khi nao toi nen tim kiem su giup do khan cap,v900-heal-phar-when-should-i-seek-emergency-help,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",when should i seek emergency help?|when should i seek emergency help,"cleanup import: Health, Pharmacy & Medical / Clinic, Insurance & Payment / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-can-you-help-me-call-my-travel-insurance,Can you help me call my travel insurance,Can you help me call my travel insurance?,Bạn có thể giúp tôi gọi bảo hiểm du lịch của tôi được không?,Ban co the giup toi goi bao hiem du lich cua toi duoc khong,v900-heal-phar-can-you-help-me-call-my-travel-insurance,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",can you help me call my travel insurance?|can you help me call my travel insurance,"cleanup import: Health, Pharmacy & Medical / Clinic, Insurance & Payment / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-have-a-rash,I have a rash,I have a rash,tôi bị phát ban,toi bi phat ban,v900-heal-phar-i-have-a-rash,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i have a rash,"cleanup import: Health, Pharmacy & Medical / Symptoms & Pain / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-hurt-my-arm,I hurt my arm,I hurt my arm,tôi bị thương ở tay,toi bi thuong o tay,v900-heal-phar-i-hurt-my-arm,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i hurt my arm,"cleanup import: Health, Pharmacy & Medical / Symptoms & Pain / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-have-a-cough,I have a cough,I have a cough,tôi bị ho,toi bi ho,v900-heal-phar-i-have-a-cough,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i have a cough,"cleanup import: Health, Pharmacy & Medical / Symptoms & Pain / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-hurt-my-foot,I hurt my foot,I hurt my foot,Tôi bị thương ở chân,Toi bi thuong o chan,v900-heal-phar-i-hurt-my-foot,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i hurt my foot,"cleanup import: Health, Pharmacy & Medical / Symptoms & Pain / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-need-bandages,I need bandages,I need bandages,Tôi cần băng bó,Toi can bang bo,v900-heal-phar-i-need-bandages,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i need bandages,"cleanup import: Health, Pharmacy & Medical / Pharmacy Requests / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-need-antiseptic,I need antiseptic,I need antiseptic,Tôi cần thuốc sát trùng,Toi can thuoc sat trung,v900-heal-phar-i-need-antiseptic,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i need antiseptic,"cleanup import: Health, Pharmacy & Medical / Pharmacy Requests / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-have-a-sore-throat,I have a sore throat,I have a sore throat,Tôi bị đau họng,Toi bi dau hong,v900-heal-phar-i-have-a-sore-throat,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i have a sore throat,"cleanup import: Health, Pharmacy & Medical / Symptoms & Pain / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-need-cold-medicine,I need cold medicine,I need cold medicine,Tôi cần thuốc cảm,Toi can thuoc cam,v900-heal-phar-i-need-cold-medicine,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i need cold medicine,"cleanup import: Health, Pharmacy & Medical / Pharmacy Requests / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-need-pain-medicine,I need pain medicine,I need pain medicine,Tôi cần thuốc giảm đau,Toi can thuoc giam dau,v900-heal-phar-i-need-pain-medicine,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i need pain medicine,"cleanup import: Health, Pharmacy & Medical / Pharmacy Requests / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-need-fever-medicine,I need fever medicine,I need fever medicine,Tôi cần thuốc hạ sốt,Toi can thuoc ha sot,v900-heal-phar-i-need-fever-medicine,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i need fever medicine,"cleanup import: Health, Pharmacy & Medical / Pharmacy Requests / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-do-i-need-to-come-back,Do I need to come back,Do I need to come back?,Tôi có cần quay lại không?,Toi co can quay lai khong,v900-heal-phar-do-i-need-to-come-back,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",do i need to come back?|do i need to come back,"cleanup import: Health, Pharmacy & Medical / Clinic, Insurance & Payment / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-need-mosquito-repellent,I need mosquito repellent,I need mosquito repellent,Tôi cần thuốc chống muỗi,Toi can thuoc chong muoi,v900-heal-phar-i-need-mosquito-repellent,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i need mosquito repellent,"cleanup import: Health, Pharmacy & Medical / Pharmacy Requests / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-was-bitten-by-an-insect,I was bitten by an insect,I was bitten by an insect,Tôi bị côn trùng cắn,Toi bi con trung can,v900-heal-phar-i-was-bitten-by-an-insect,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i was bitten by an insect,"cleanup import: Health, Pharmacy & Medical / Symptoms & Pain / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-will-this-make-me-sleepy,Will this make me sleepy,Will this make me sleepy?,Điều này có làm tôi buồn ngủ không?,Dieu nay co lam toi buon ngu khong,v900-heal-phar-will-this-make-me-sleepy,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",will this make me sleepy?|will this make me sleepy,"cleanup import: Health, Pharmacy & Medical / Dosage & Instructions / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-do-you-have-this-medicine,Do you have this medicine,Do you have this medicine?,Bạn có thuốc này không?,Ban co thuoc nay khong,v900-heal-phar-do-you-have-this-medicine,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",do you have this medicine?|do you have this medicine,"cleanup import: Health, Pharmacy & Medical / Pharmacy Requests / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-have-high-blood-pressure,I have high blood pressure,I have high blood pressure,Tôi bị cao huyết áp,Toi bi cao huyet ap,v900-heal-phar-i-have-high-blood-pressure,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i have high blood pressure,"cleanup import: Health, Pharmacy & Medical / Allergies, Conditions & Pregnancy / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-can-i-get-a-medical-report,Can I get a medical report,Can I get a medical report?,Tôi có thể nhận được báo cáo y tế không?,Toi co the nhan duoc bao cao y te khong,v900-heal-phar-can-i-get-a-medical-report,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",can i get a medical report?|can i get a medical report,"cleanup import: Health, Pharmacy & Medical / Clinic, Insurance & Payment / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-should-i-take-it-with-food,Should I take it with food,Should I take it with food?,Tôi có nên dùng nó cùng với thức ăn không?,Toi co nen dung no cung voi thuc an khong,v900-heal-phar-should-i-take-it-with-food,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",should i take it with food?|should i take it with food,"cleanup import: Health, Pharmacy & Medical / Dosage & Instructions / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-how-long-is-the-clinic-wait,How long is the clinic wait,How long is the clinic wait?,Phòng khám phải đợi bao lâu?,Phong kham phai doi bao lau,v900-heal-phar-how-long-is-the-clinic-wait,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",how long is the clinic wait?|how long is the clinic wait,"cleanup import: Health, Pharmacy & Medical / Clinic, Insurance & Payment / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-should-i-take-it-before-bed,Should I take it before bed,Should I take it before bed?,Tôi có nên dùng nó trước khi đi ngủ không?,Toi co nen dung no truoc khi di ngu khong,v900-heal-phar-should-i-take-it-before-bed,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",should i take it before bed?|should i take it before bed,"cleanup import: Health, Pharmacy & Medical / Dosage & Instructions / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-can-i-drink-alcohol-with-this,Can I drink alcohol with this,Can I drink alcohol with this?,Tôi có thể uống rượu với cái này không?,Toi co the uong ruou voi cai nay khong,v900-heal-phar-can-i-drink-alcohol-with-this,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",can i drink alcohol with this?|can i drink alcohol with this,"cleanup import: Health, Pharmacy & Medical / Dosage & Instructions / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-take-this-medicine-every-day,I take this medicine every day,I take this medicine every day,Tôi uống thuốc này mỗi ngày,Toi uong thuoc nay moi ngay,v900-heal-phar-i-take-this-medicine-every-day,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i take this medicine every day,"cleanup import: Health, Pharmacy & Medical / Allergies, Conditions & Pregnancy / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-is-this-safe-with-my-medicine,Is this safe with my medicine,Is this safe with my medicine?,Điều này có an toàn với thuốc của tôi không?,Dieu nay co an toan voi thuoc cua toi khong,v900-heal-phar-is-this-safe-with-my-medicine,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",is this safe with my medicine?|is this safe with my medicine,"cleanup import: Health, Pharmacy & Medical / Allergies, Conditions & Pregnancy / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-can-you-email-the-report-to-me,Can you email the report to me,Can you email the report to me?,Bạn có thể gửi email báo cáo cho tôi được không?,Ban co the gui email bao cao cho toi duoc khong,v900-heal-phar-can-you-email-the-report-to-me,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",can you email the report to me?|can you email the report to me,"cleanup import: Health, Pharmacy & Medical / Clinic, Insurance & Payment / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-how-many-days-should-i-take-it,How many days should I take it,How many days should I take it?,Tôi nên dùng nó trong bao nhiêu ngày?,Toi nen dung no trong bao nhieu ngay,v900-heal-phar-how-many-days-should-i-take-it,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",how many days should i take it?|how many days should i take it,"cleanup import: Health, Pharmacy & Medical / Dosage & Instructions / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-can-i-get-a-receipt-for-insurance,Can I get a receipt for insurance,Can I get a receipt for insurance?,Tôi có thể nhận được biên nhận bảo hiểm không?,Toi co the nhan duoc bien nhan bao hiem khong,v900-heal-phar-can-i-get-a-receipt-for-insurance,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",can i get a receipt for insurance?|can i get a receipt for insurance,"cleanup import: Health, Pharmacy & Medical / Clinic, Insurance & Payment / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-can-i-pay-the-clinic-bill-by-card,Can I pay the clinic bill by card,Can I pay the clinic bill by card?,Tôi có thể thanh toán hóa đơn phòng khám bằng thẻ không?,Toi co the thanh toan hoa don phong kham bang the khong,v900-heal-phar-can-i-pay-the-clinic-bill-by-card,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",can i pay the clinic bill by card?|can i pay the clinic bill by card,"cleanup import: Health, Pharmacy & Medical / Clinic, Insurance & Payment / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-please-check-for-drug-interactions,Please check for drug interactions,Please check for drug interactions,Vui lòng kiểm tra tương tác thuốc,Vui long kiem tra tuong tac thuoc,v900-heal-phar-please-check-for-drug-interactions,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",please check for drug interactions,"cleanup import: Health, Pharmacy & Medical / Allergies, Conditions & Pregnancy / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-please-write-the-address-of-the-clinic,Please write the address of the clinic,Please write the address of the clinic,Hãy ghi địa chỉ phòng khám,Hay ghi dia chi phong kham,v900-heal-phar-please-write-the-address-of-the-clinic,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",please write the address of the clinic,"cleanup import: Health, Pharmacy & Medical / Finding Medical Help / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-thank-you-i-understand-the-instructions,"Thank you, I understand the instructions","Thank you, I understand the instructions","Cảm ơn bạn, tôi hiểu hướng dẫn",Cam on ban toi hieu huong dan,v900-heal-phar-thank-you-i-understand-the-instructions,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.","thank you, i understand the instructions|thank you i understand the instructions","cleanup import: Health, Pharmacy & Medical / Clinic, Insurance & Payment / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-is-there-an-english-speaking-doctor-or-pharmacis,Is there an English-speaking doctor or pharmacist,Is there an English-speaking doctor or pharmacist?,Có bác sĩ hoặc dược sĩ nói tiếng Anh không?,Co bac si hoac duoc si noi tieng Anh khong,v900-heal-phar-is-there-an-english-speaking-doctor-or-pharmacis,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",is there an english-speaking doctor or pharmacist?|is there an english speaking doctor or pharmacist,"cleanup import: Health, Pharmacy & Medical / Finding Medical Help / keep_as_is; selected as 900 premium fill"
,health-pharmacy,v900-heal-phar-i-need-sunscreen,I need sunscreen,I need sunscreen,Tôi cần kem chống nắng,Toi can kem chong nang,v900-heal-phar-i-need-sunscreen,ready,approved,"Use this when you need to describe a symptom, ask for medicine, or handle a practical health step.",i need sunscreen,"cleanup import: Health, Pharmacy & Medical / Pharmacy Requests / keep_as_is; selected as 900 premium fill"
,problems-help,v900-prob-help-can-you-help-me-contact-my-airline,Can you help me contact my airline,Can you help me contact my airline?,Bạn có thể giúp tôi liên hệ với hãng hàng không của tôi không?,Ban co the giup toi lien he voi hang hang khong cua toi khong,v900-prob-help-can-you-help-me-contact-my-airline,ready,approved,Use this when the trip is off track and you need another person to help solve the practical problem.,can you help me contact my airline?|can you help me contact my airline,"cleanup import: Safety, Problems & Emergency Help / Embassy, Contacts & Recovery / keep_as_is; selected as 900 premium fill"
,problems-help,v900-prob-help-please-give-me-a-copy-of-the-report,Please give me a copy of the report,Please give me a copy of the report,Xin vui lòng cho tôi một bản sao của báo cáo,Xin vui long cho toi mot ban sao cua bao cao,v900-prob-help-please-give-me-a-copy-of-the-report,ready,approved,Use this when the trip is off track and you need another person to help solve the practical problem.,please give me a copy of the report,"cleanup import: Safety, Problems & Emergency Help / Police, Security & Reports / keep_as_is; selected as 900 premium fill"
,problems-help,v900-prob-help-i-need-a-police-report-for-insurance,I need a police report for insurance,I need a police report for insurance,Tôi cần báo cáo của cảnh sát về bảo hiểm,Toi can bao cao cua canh sat ve bao hiem,v900-prob-help-i-need-a-police-report-for-insurance,ready,approved,Use this when the trip is off track and you need another person to help solve the practical problem.,i need a police report for insurance,"cleanup import: Safety, Problems & Emergency Help / Police, Security & Reports / keep_as_is; selected as 900 premium fill"
,problems-help,v900-prob-help-thank-you-for-helping-me-report-this,Thank you for helping me report this,Thank you for helping me report this,Cảm ơn bạn đã giúp tôi báo cáo điều này,Cam on ban da giup toi bao cao dieu nay,v900-prob-help-thank-you-for-helping-me-report-this,ready,approved,Use this when the trip is off track and you need another person to help solve the practical problem.,thank you for helping me report this,"cleanup import: Safety, Problems & Emergency Help / Police, Security & Reports / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-is-this-the-right-line,Is this the right line,Is this the right line?,Đây có phải là dòng đúng không?,Day co phai la dong dung khong,v900-time-date-book-is-this-the-right-line,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",is this the right line?|is this the right line,"cleanup import: Tickets, Time & Bookings / Queues, Waiting & Availability / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-please-send-it-by-email,Please send it by email,Please send it by email,Vui lòng gửi nó qua email,Vui long gui no qua email,v900-time-date-book-please-send-it-by-email,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",please send it by email,"cleanup import: Tickets, Time & Bookings / Confirmations & Reminders / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-one-adult-ticket-please,"One adult ticket, please","One adult ticket, please",Cho xin một vé người lớn,Cho xin mot ve nguoi lon,v900-time-date-book-one-adult-ticket-please,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.","one adult ticket, please|one adult ticket please","cleanup import: Tickets, Time & Bookings / Tickets, Seats & Entry / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-what-time-does-it-start,What time does it start,What time does it start?,Nó bắt đầu lúc mấy giờ?,No bat dau luc may gio,v900-time-date-book-what-time-does-it-start,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",what time does it start?|what time does it start,"cleanup import: Tickets, Time & Bookings / Times & Schedules / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-can-i-have-a-window-seat,Can I have a window seat,Can I have a window seat?,Tôi có thể ngồi cạnh cửa sổ được không?,Toi co the ngoi canh cua so duoc khong,v900-time-date-book-can-i-have-a-window-seat,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",can i have a window seat?|can i have a window seat,"cleanup import: Tickets, Time & Bookings / Tickets, Seats & Entry / keep_as_is; selected as 900 premium fill"
,time-dates-booking,v900-time-date-book-is-this-ticket-for-today,Is this ticket for today,Is this ticket for today?,Đây có phải là vé cho ngày hôm nay không?,Day co phai la ve cho ngay hom nay khong,v900-time-date-book-is-this-ticket-for-today,ready,approved,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",is this ticket for today?|is this ticket for today,"cleanup import: Tickets, Time & Bookings / Tickets, Seats & Entry / keep_as_is; selected as 900 premium fill"
