place_catalog_id,city_id,city_name,vietnamese_name,english_name,kind,place_kind,source_notes,target_hero_image
hue-le-loi-street,hue,Hue,Đường Lê Lợi,Le Loi Street,street,street,References: existing city library; Hue tourism portal coffee and shop addresses.,HeroCityHuePlaceLeLoiStreet
hue-les-jardins,hue,Hue,Les Jardins de la Carambole,Les Jardins de la Carambole,restaurant,restaurant,References: existing city library; Hue tourism portal restaurants.,HeroCityHuePlaceLesJardins
hue-lien-hoa-vegetarian,hue,Hue,Nhà hàng chay Liên Hoa,Lien Hoa Vegetarian Restaurant,restaurant,restaurant,References: Hue tourism portal restaurants.,HeroCityHuePlaceLienHoaVegetarian
hue-long-an-palace,hue,Hue,Điện Long An,Long An Palace,landmark,landmark,References: Hue tourism portal Royal Antiquities Museum.,HeroCityHuePlaceLongAnPalace
hue-mandarin-coffee-restaurant,hue,Hue,Mandarin Coffee & Restaurant,Mandarin Coffee & Restaurant,cafe,cafe,References: Hue tourism portal coffee shops.,HeroCityHuePlaceMandarinCoffeeRestaurant
hue-me-xung,hue,Hue,Mè xửng ở Huế,Me xung sesame candy,dessert,dessert,References: Hue tourism portal specialities.,HeroCityHuePlaceMeXung
hue-minh-mang-tomb,hue,Hue,Lăng Minh Mạng,Tomb of Minh Mang,landmark,landmark,References: existing city library; Vietnam Tourism Hue; UNESCO Complex of Hue Monuments.,HeroCityHuePlaceMinhMangTomb
hue-museum-commissioned-porcelains,hue,Hue,Bảo tàng Đồ sứ ký kiểu thời Nguyễn,Museum of Nguyen Dynasty Commissioned Porcelains,museum,museum,References: Hue tourism portal famous places.,HeroCityHuePlaceMuseumCommissionedPorcelains
hue-nam-giao-esplanade,hue,Hue,Đàn Nam Giao,Nam Giao Esplanade,landmark,landmark,References: UNESCO Complex of Hue Monuments.,HeroCityHuePlaceNamGiaoEsplanade
hue-ngo-mon-gate,hue,Hue,Ngọ Môn,Ngo Mon Gate,landmark,landmark,References: UNESCO Complex of Hue Monuments; Hue tourism portal famous places.,HeroCityHuePlaceNgoMonGate
hue-ngu-binh-mountain,hue,Hue,Núi Ngự Bình,Ngu Binh Mountain,nature,nature,References: UNESCO Complex of Hue Monuments.,HeroCityHuePlaceNguBinhMountain
hue-nguyen-dinh-chieu-street,hue,Hue,Phố đi bộ Nguyễn Đình Chiểu,Nguyen Dinh Chieu Walking Street,street,street,References: existing city library; Hue tourism portal.,HeroCityHuePlaceNguyenDinhChieuStreet
hue-nha-nhac-royal-court-music,hue,Hue,Nhã nhạc cung đình Huế,Hue Royal Court Music,experience,experience,References: UNESCO Hue heritage materials; Hue tourism portal culture articles.,HeroCityHuePlaceNhaNhacRoyalCourtMusic
hue-night-market,hue,Hue,Chợ đêm Huế,Hue Night Market,market,market,References: existing city library; Hue tourism portal.,HeroCityHuePlaceNightMarket
hue-nine-dynastic-urns,hue,Hue,Cửu Đỉnh,Nine Dynastic Urns,landmark,landmark,References: Hue tourism portal famous places; UNESCO Complex of Hue Monuments.,HeroCityHuePlaceNineDynasticUrns
hue-northern-bus-station,hue,Hue,Bến xe phía Bắc Huế,Hue Northern Bus Station,station,station,References: Hue bus-station listings and local maps.,HeroCityHuePlaceNorthernBusStation
hue-perfume-river,hue,Hue,Sông Hương,Perfume River,river,river,References: existing city library; Vietnam Tourism Hue; UNESCO Complex of Hue Monuments.,HeroCityHuePlacePerfumeRiver
hue-perfume-river-dragon-boat,hue,Hue,Thuyền rồng sông Hương,Perfume River dragon boat,experience,experience,References: Vietnam Tourism Hue; Hue tourism portal river materials.,HeroCityHuePlacePerfumeRiverDragonBoat
hue-pham-ngu-lao-street,hue,Hue,Đường Phạm Ngũ Lão,Pham Ngu Lao Street,street,street,References: local maps and Hue travel listings.,HeroCityHuePlacePhamNguLaoStreet
hue-phu-bai-airport,hue,Hue,Sân bay Phú Bài,Phu Bai Airport,airport,airport,References: existing city library; Airports Corporation of Vietnam.,HeroCityHuePlacePhuBaiAirport
hue-phu-cam-church,hue,Hue,Nhà thờ Phủ Cam,Phu Cam Church,landmark,landmark,References: existing city library; Hue tourism portal famous places.,HeroCityHuePlacePhuCamChurch
hue-phu-hau-market,hue,Hue,Chợ Phú Hậu,Phu Hau Market,market,market,References: local maps and Hue travel listings.,HeroCityHuePlacePhuHauMarket
hue-railway-station,hue,Hue,Ga Huế,Hue Railway Station,station,station,References: existing city library; Hue tourism portal railway station; Vietnam Railways station list.,HeroCityHuePlaceRailwayStation
hue-royal-antiquities-museum,hue,Hue,Bảo tàng Cổ vật Cung đình Huế,Hue Museum of Royal Antiquities,museum,museum,References: existing city library; Hue tourism portal Royal Antiquities Museum.,HeroCityHuePlaceRoyalAntiquitiesMuseum
hue-royal-court-music-show,hue,Hue,Biểu diễn nhã nhạc cung đình,Royal court music show,experience,experience,References: Hue heritage materials; Hue tourism portal culture listings.,HeroCityHuePlaceRoyalCourtMusicShow
hue-ru-cha-mangrove,hue,Hue,Rú Chá,Ru Cha Mangrove Forest,nature,nature,References: Hue tourism portal Ru Cha Mangrove Forest.,HeroCityHuePlaceRuChaMangrove
hue-song-huong-floating-restaurant,hue,Hue,Nhà hàng nổi Sông Hương,Song Huong Floating Restaurant,restaurant,restaurant,References: Hue tourism portal restaurants.,HeroCityHuePlaceSongHuongFloatingRestaurant
hue-songlab,hue,Hue,Sống Platform - SốngLab,Sống Platform - SốngLab,museum,museum,References: Hue tourism portal famous places.,HeroCityHuePlaceSonglab
hue-southern-bus-station,hue,Hue,Bến xe phía Nam Huế,Hue Southern Bus Station,station,station,References: Hue bus-station listings and local maps.,HeroCityHuePlaceSouthernBusStation
hue-tam-giang-lagoon,hue,Hue,Phá Tam Giang,Tam Giang Lagoon,nature,nature,References: Hue tourism portal Ru Cha and Tam Giang materials.,HeroCityHuePlaceTamGiangLagoon
hue-tay-loc-market,hue,Hue,Chợ Tây Lộc,Tay Loc Market,market,market,References: local maps and Hue travel listings.,HeroCityHuePlaceTayLocMarket
hue-thai-hoa-palace,hue,Hue,Điện Thái Hòa,Thai Hoa Palace,landmark,landmark,References: Hue tourism portal famous places; UNESCO Complex of Hue Monuments.,HeroCityHuePlaceThaiHoaPalace
hue-thanh-cafe,hue,Hue,Thành Cafe,Thanh Cafe,cafe,cafe,References: Hue tourism portal coffee shops.,HeroCityHuePlaceThanhCafe
hue-thanh-toan-bridge,hue,Hue,Cầu ngói Thanh Toàn,Thanh Toan Bridge,landmark,landmark,References: existing city library; Hue tourism portal famous places.,HeroCityHuePlaceThanhToanBridge
hue-the-mieu-temple,hue,Hue,Thế Miếu,The Mieu Temple,landmark,landmark,References: UNESCO Complex of Hue Monuments.,HeroCityHuePlaceTheMieuTemple
hue-thien-mu-pagoda,hue,Hue,Chùa Thiên Mụ,Thien Mu Pagoda,landmark,landmark,References: existing city library; Vietnam Tourism Hue; Hue tourism portal famous places.,HeroCityHuePlaceThienMuPagoda
hue-thieu-tri-tomb,hue,Hue,Lăng Thiệu Trị,Tomb of Thieu Tri,landmark,landmark,References: UNESCO Complex of Hue Monuments.,HeroCityHuePlaceThieuTriTomb
hue-thuy-bieu-village,hue,Hue,Làng Thủy Biều,Thuy Bieu Village,village,village,References: Hue tourism portal specialities; local village listings.,HeroCityHuePlaceThuyBieuVillage
hue-thuy-xuan-incense-village,hue,Hue,Làng hương Thủy Xuân,Thuy Xuan Incense Village,village,village,References: existing city library; Hue tourism portal.,HeroCityHuePlaceThuyXuanIncenseVillage
hue-tinh-gia-vien,hue,Hue,Tịnh Gia Viên,Tinh Gia Vien Restaurant,restaurant,restaurant,References: Hue tourism portal restaurants.,HeroCityHuePlaceTinhGiaVien
hue-toa-kham-boat-station,hue,Hue,Bến thuyền Tòa Khâm,Toa Kham Boat Station,port,port,References: Hue tourism portal river-boat materials; local map references.,HeroCityHuePlaceToaKhamBoatStation
hue-truong-tien-bridge,hue,Hue,Cầu Trường Tiền,Truong Tien Bridge,landmark,landmark,References: existing city library; Vietnam Tourism Hue.,HeroCityHuePlaceTruongTienBridge
hue-truong-tien-plaza,hue,Hue,Trung tâm thương mại Trường Tiền,Trang Tien Plaza Hue,market,market,References: local maps and Hue shopping listings.,HeroCityHuePlaceTruongTienPlaza
hue-tu-duc-tomb,hue,Hue,Lăng Tự Đức,Tomb of Tu Duc,landmark,landmark,References: existing city library; Vietnam Tourism Hue; UNESCO Complex of Hue Monuments.,HeroCityHuePlaceTuDucTomb
hue-tu-hieu-pagoda,hue,Hue,Chùa Từ Hiếu,Tu Hieu Pagoda,landmark,landmark,References: existing city library; Vietnam Tourism Hue; Hue tourism portal famous places.,HeroCityHuePlaceTuHieuPagoda
hue-vong-canh-hill,hue,Hue,Đồi Vọng Cảnh,Vong Canh Hill,nature,nature,References: existing city library; Hue tourism portal famous places.,HeroCityHuePlaceVongCanhHill
hue-vy-da,hue,Hue,Vỹ Dạ,Vy Da,neighborhood,neighborhood,References: Hue tourism portal speciality listings; local map references.,HeroCityHuePlaceVyDa
hue-walking-street,hue,Hue,Phố đi bộ Huế,Hue Walking Street,street,street,References: existing city library; Hue tourism portal.,HeroCityHuePlaceWalkingStreet
hue-y-thao-garden,hue,Hue,Ý Thảo Garden,Y Thao Garden,restaurant,restaurant,References: Hue tourism portal restaurants.,HeroCityHuePlaceYThaoGarden
