phrase_id,family_id,family_title,scenario_id,scenario_title,english_text,target_text,pronunciation,audio_key,audio_status,access_tier,variant_role,context,search_aliases,city_id,city_name,place_id,place_name,city_library_kind,city_page_kind,place_kind,content_role,notes
v900-time-date-book-can-i-have-seats-together,v900-time-date-book-can-i-have-seats-together,Can I have seats together,time-dates-booking,"Time, Dates & Booking",Can I have seats together?,Tôi có thể ngồi chung được không?,Toi co the ngoi chung duoc khong,v900-time-date-book-can-i-have-seats-together,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",can i have seats together? | can i have seats together,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Tickets, Seats & Entry / keep_as_is; selected as 900 premium fill"
v900-time-date-book-can-i-move-it-to-tomorrow,v900-time-date-book-can-i-move-it-to-tomorrow,Can I move it to tomorrow,time-dates-booking,"Time, Dates & Booking",Can I move it to tomorrow?,Tôi có thể chuyển nó sang ngày mai được không?,Toi co the chuyen no sang ngay mai duoc khong,v900-time-date-book-can-i-move-it-to-tomorrow,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",can i move it to tomorrow? | can i move it to tomorrow,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Changes, Cancellations & Refunds / keep_as_is; selected as 900 premium fill"
v900-time-date-book-do-i-need-to-arrive-early,v900-time-date-book-do-i-need-to-arrive-early,Do I need to arrive early,time-dates-booking,"Time, Dates & Booking",Do I need to arrive early?,Tôi có cần đến sớm không?,Toi co can den som khong,v900-time-date-book-do-i-need-to-arrive-early,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",do i need to arrive early? | do i need to arrive early,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Times & Schedules / keep_as_is; selected as 900 premium fill"
v900-time-date-book-please-write-down-the-time,v900-time-date-book-please-write-down-the-time,Please write down the time,time-dates-booking,"Time, Dates & Booking",Please write down the time,Hãy ghi lại thời gian,Hay ghi lai thoi gian,v900-time-date-book-please-write-down-the-time,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",please write down the time,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Confirmations & Reminders / keep_as_is; selected as 900 premium fill"
v900-time-date-book-can-you-confirm-my-booking,v900-time-date-book-can-you-confirm-my-booking,Can you confirm my booking,time-dates-booking,"Time, Dates & Booking",Can you confirm my booking?,Bạn có thể xác nhận đặt phòng của tôi?,Ban co the xac nhan dat phong cua toi,v900-time-date-book-can-you-confirm-my-booking,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",can you confirm my booking? | can you confirm my booking,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
v900-time-date-book-i-need-to-cancel-my-booking,v900-time-date-book-i-need-to-cancel-my-booking,I need to cancel my booking,time-dates-booking,"Time, Dates & Booking",I need to cancel my booking,Tôi cần hủy đặt chỗ của mình,Toi can huy dat cho cua minh,v900-time-date-book-i-need-to-cancel-my-booking,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",i need to cancel my booking,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Changes, Cancellations & Refunds / keep_as_is; selected as 900 premium fill"
v900-time-date-book-where-do-i-scan-the-ticket,v900-time-date-book-where-do-i-scan-the-ticket,Where do I scan the ticket,time-dates-booking,"Time, Dates & Booking",Where do I scan the ticket?,Tôi quét vé ở đâu?,Toi quet ve o dau,v900-time-date-book-where-do-i-scan-the-ticket,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",where do i scan the ticket? | where do i scan the ticket,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Tickets, Seats & Entry / keep_as_is; selected as 900 premium fill"
v900-time-date-book-id-like-to-book-for-tomorrow,v900-time-date-book-id-like-to-book-for-tomorrow,I’d like to book for tomorrow,time-dates-booking,"Time, Dates & Booking",I’d like to book for tomorrow,Tôi muốn đặt chỗ cho ngày mai,Toi muon dat cho cho ngay mai,v900-time-date-book-id-like-to-book-for-tomorrow,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",i’d like to book for tomorrow | i d like to book for tomorrow,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
v900-time-date-book-please-write-down-the-address,v900-time-date-book-please-write-down-the-address,Please write down the address,time-dates-booking,"Time, Dates & Booking",Please write down the address,Hãy ghi lại địa chỉ,Hay ghi lai dia chi,v900-time-date-book-please-write-down-the-address,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",please write down the address,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Confirmations & Reminders / keep_as_is; selected as 900 premium fill"
v900-time-date-book-please-send-it-by-text-message,v900-time-date-book-please-send-it-by-text-message,Please send it by text message,time-dates-booking,"Time, Dates & Booking",Please send it by text message,Vui lòng gửi nó bằng tin nhắn văn bản,Vui long gui no bang tin nhan van ban,v900-time-date-book-please-send-it-by-text-message,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",please send it by text message,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Confirmations & Reminders / keep_as_is; selected as 900 premium fill"
v900-time-date-book-the-booking-is-under-this-name,v900-time-date-book-the-booking-is-under-this-name,The booking is under this name,time-dates-booking,"Time, Dates & Booking",The booking is under this name,Đặt chỗ dưới tên này,Dat cho duoi ten nay,v900-time-date-book-the-booking-is-under-this-name,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",the booking is under this name,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
v900-time-date-book-do-i-need-to-bring-my-passport,v900-time-date-book-do-i-need-to-bring-my-passport,Do I need to bring my passport,time-dates-booking,"Time, Dates & Booking",Do I need to bring my passport?,Tôi có cần mang theo hộ chiếu không?,Toi co can mang theo ho chieu khong,v900-time-date-book-do-i-need-to-bring-my-passport,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",do i need to bring my passport? | do i need to bring my passport,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Confirmations & Reminders / keep_as_is; selected as 900 premium fill"
v900-time-date-book-id-like-to-book-for-two-people,v900-time-date-book-id-like-to-book-for-two-people,I’d like to book for two people,time-dates-booking,"Time, Dates & Booking",I’d like to book for two people,Tôi muốn đặt chỗ cho hai người,Toi muon dat cho cho hai nguoi,v900-time-date-book-id-like-to-book-for-two-people,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",i’d like to book for two people | i d like to book for two people,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
v900-time-date-book-how-many-people-are-ahead-of-me,v900-time-date-book-how-many-people-are-ahead-of-me,How many people are ahead of me,time-dates-booking,"Time, Dates & Booking",How many people are ahead of me?,Có bao nhiêu người đang ở phía trước tôi?,Co bao nhieu nguoi dang o phia truoc toi,v900-time-date-book-how-many-people-are-ahead-of-me,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",how many people are ahead of me? | how many people are ahead of me,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Queues, Waiting & Availability / keep_as_is; selected as 900 premium fill"
v900-time-date-book-can-you-put-me-on-the-waiting-list,v900-time-date-book-can-you-put-me-on-the-waiting-list,Can you put me on the waiting list,time-dates-booking,"Time, Dates & Booking",Can you put me on the waiting list?,Bạn có thể đưa tôi vào danh sách chờ được không?,Ban co the dua toi vao danh sach cho duoc khong,v900-time-date-book-can-you-put-me-on-the-waiting-list,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",can you put me on the waiting list? | can you put me on the waiting list,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Queues, Waiting & Availability / keep_as_is; selected as 900 premium fill"
v900-time-date-book-please-send-the-refund-to-this-card,v900-time-date-book-please-send-the-refund-to-this-card,Please send the refund to this card,time-dates-booking,"Time, Dates & Booking",Please send the refund to this card,Vui lòng gửi tiền hoàn lại vào thẻ này,Vui long gui tien hoan lai vao the nay,v900-time-date-book-please-send-the-refund-to-this-card,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",please send the refund to this card,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Changes, Cancellations & Refunds / keep_as_is; selected as 900 premium fill"
v900-time-date-book-can-you-send-a-confirmation-message,v900-time-date-book-can-you-send-a-confirmation-message,Can you send a confirmation message,time-dates-booking,"Time, Dates & Booking",Can you send a confirmation message?,Bạn có thể gửi tin nhắn xác nhận không?,Ban co the gui tin nhan xac nhan khong,v900-time-date-book-can-you-send-a-confirmation-message,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",can you send a confirmation message? | can you send a confirmation message,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
v900-time-date-book-please-call-my-name-when-it-is-ready,v900-time-date-book-please-call-my-name-when-it-is-ready,Please call my name when it is ready,time-dates-booking,"Time, Dates & Booking",Please call my name when it is ready,Hãy gọi tên tôi khi nó sẵn sàng,Hay goi ten toi khi no san sang,v900-time-date-book-please-call-my-name-when-it-is-ready,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",please call my name when it is ready,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Queues, Waiting & Availability / keep_as_is; selected as 900 premium fill"
v900-time-date-book-do-you-have-anything-available-today,v900-time-date-book-do-you-have-anything-available-today,Do you have anything available today,time-dates-booking,"Time, Dates & Booking",Do you have anything available today?,Hôm nay bạn có sẵn thứ gì không?,Hom nay ban co san thu gi khong,v900-time-date-book-do-you-have-anything-available-today,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",do you have anything available today? | do you have anything available today,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
v900-time-date-book-do-you-have-anything-available-this-afternoon,v900-time-date-book-do-you-have-anything-available-this-afternoon,Do you have anything available this afternoon,time-dates-booking,"Time, Dates & Booking",Do you have anything available this afternoon?,Chiều nay bạn có việc gì không?,Chieu nay ban co viec gi khong,v900-time-date-book-do-you-have-anything-available-this-afternoon,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",do you have anything available this afternoon? | do you have anything available this afternoon,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Reservations & Appointments / keep_as_is; selected as 900 premium fill"
v900-time-date-book-great-see-you-then,v900-time-date-book-great-see-you-then,"Great, see you then",time-dates-booking,"Time, Dates & Booking","Great, see you then","Tuyệt vời, gặp bạn sau nhé",Tuyet voi gap ban sau nhe,v900-time-date-book-great-see-you-then,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.","great, see you then | great see you then",,,,,,,,,"cleanup import: Tickets, Time & Bookings / Confirmations & Reminders / keep_as_is; selected as 900 premium fill"
v900-time-date-book-is-it-closed-on-mondays,v900-time-date-book-is-it-closed-on-mondays,Is it closed on Mondays,time-dates-booking,"Time, Dates & Booking",Is it closed on Mondays?,Nó có đóng cửa vào thứ Hai không?,No co dong cua vao thu Hai khong,v900-time-date-book-is-it-closed-on-mondays,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",is it closed on mondays? | is it closed on mondays,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Times & Schedules / keep_as_is; selected as 900 premium fill"
v900-time-date-book-one-child-ticket-please,v900-time-date-book-one-child-ticket-please,"One child ticket, please",time-dates-booking,"Time, Dates & Booking","One child ticket, please",Cho xin một vé trẻ em,Cho xin mot ve tre em,v900-time-date-book-one-child-ticket-please,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.","one child ticket, please | one child ticket please",,,,,,,,,"cleanup import: Tickets, Time & Bookings / Tickets, Seats & Entry / keep_as_is; selected as 900 premium fill"
v900-time-date-book-is-there-a-student-discount,v900-time-date-book-is-there-a-student-discount,Is there a student discount,time-dates-booking,"Time, Dates & Booking",Is there a student discount?,Có giảm giá cho sinh viên không?,Co giam gia cho sinh vien khong,v900-time-date-book-is-there-a-student-discount,ready,premium,say-first,"Use this when you need the exact time, date, booking detail, or schedule change to be clear.",is there a student discount? | is there a student discount,,,,,,,,,"cleanup import: Tickets, Time & Bookings / Tickets, Seats & Entry / keep_as_is; selected as 900 premium fill"
v900-shop-can-i-see-that-one,v900-shop-can-i-see-that-one,Can I see that one,shopping,Shopping,Can I see that one?,Tôi có thể xem cái đó được không?,Toi co the xem cai do duoc khong,v900-shop-can-i-see-that-one,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",can i see that one? | can i see that one,,,,,,,,,cleanup import: Shopping & Markets / Browsing & Availability / keep_as_is; selected as 900 premium fill
v900-shop-this-one-is-damaged,v900-shop-this-one-is-damaged,This one is damaged,shopping,Shopping,This one is damaged,Cái này bị hỏng,Cai nay bi hong,v900-shop-this-one-is-damaged,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",this one is damaged,,,,,,,,,"cleanup import: Shopping & Markets / Quality, Condition & Authenticity / keep_as_is; selected as 900 premium fill"
v900-shop-im-looking-for-a-gift,v900-shop-im-looking-for-a-gift,I’m looking for a gift,shopping,Shopping,I’m looking for a gift,Tôi đang tìm một món quà,Toi dang tim mot mon qua,v900-shop-im-looking-for-a-gift,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",i’m looking for a gift | i m looking for a gift,,,,,,,,,cleanup import: Shopping & Markets / Souvenirs & Gifts / keep_as_is; selected as 900 premium fill
v900-shop-i-bought-the-wrong-size,v900-shop-i-bought-the-wrong-size,I bought the wrong size,shopping,Shopping,I bought the wrong size,Tôi mua nhầm kích thước,Toi mua nham kich thuoc,v900-shop-i-bought-the-wrong-size,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",i bought the wrong size,,,,,,,,,"cleanup import: Shopping & Markets / Returns, Packing & Delivery / keep_as_is; selected as 900 premium fill"
v900-shop-what-is-your-best-price,v900-shop-what-is-your-best-price,What is your best price,shopping,Shopping,What is your best price?,Giá tốt nhất của bạn là gì?,Gia tot nhat cua ban la gi,v900-shop-what-is-your-best-price,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",what is your best price? | what is your best price,,,,,,,,,cleanup import: Shopping & Markets / Market Bargaining / keep_as_is; selected as 900 premium fill
v900-shop-can-you-wrap-it-carefully,v900-shop-can-you-wrap-it-carefully,Can you wrap it carefully,shopping,Shopping,Can you wrap it carefully?,Bạn có thể gói nó cẩn thận được không?,Ban co the goi no can than duoc khong,v900-shop-can-you-wrap-it-carefully,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",can you wrap it carefully? | can you wrap it carefully,,,,,,,,,"cleanup import: Shopping & Markets / Returns, Packing & Delivery / keep_as_is; selected as 900 premium fill"
v900-shop-do-you-have-a-cheaper-one,v900-shop-do-you-have-a-cheaper-one,Do you have a cheaper one,shopping,Shopping,Do you have a cheaper one?,Bạn có cái nào rẻ hơn không?,Ban co cai nao re hon khong,v900-shop-do-you-have-a-cheaper-one,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",do you have a cheaper one? | do you have a cheaper one,,,,,,,,,cleanup import: Shopping & Markets / Browsing & Availability / keep_as_is; selected as 900 premium fill
v900-shop-do-you-have-a-larger-size,v900-shop-do-you-have-a-larger-size,Do you have a larger size,shopping,Shopping,Do you have a larger size?,Bạn có kích thước lớn hơn không?,Ban co kich thuoc lon hon khong,v900-shop-do-you-have-a-larger-size,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",do you have a larger size? | do you have a larger size,,,,,,,,,"cleanup import: Shopping & Markets / Sizes, Colors & Trying On / keep_as_is; selected as 900 premium fill"
v900-shop-do-you-have-this-in-black,v900-shop-do-you-have-this-in-black,Do you have this in black,shopping,Shopping,Do you have this in black?,Bạn có cái này màu đen không?,Ban co cai nay mau den khong,v900-shop-do-you-have-this-in-black,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",do you have this in black? | do you have this in black,,,,,,,,,"cleanup import: Shopping & Markets / Sizes, Colors & Trying On / keep_as_is; selected as 900 premium fill"
v900-shop-where-is-the-fitting-room,v900-shop-where-is-the-fitting-room,Where is the fitting room,shopping,Shopping,Where is the fitting room?,Phòng thử đồ ở đâu?,Phong thu do o dau,v900-shop-where-is-the-fitting-room,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",where is the fitting room? | where is the fitting room,,,,,,,,,"cleanup import: Shopping & Markets / Sizes, Colors & Trying On / keep_as_is; selected as 900 premium fill"
v900-shop-can-you-give-me-a-discount,v900-shop-can-you-give-me-a-discount,Can you give me a discount,shopping,Shopping,Can you give me a discount?,Bạn có thể giảm giá cho tôi được không?,Ban co the giam gia cho toi duoc khong,v900-shop-can-you-give-me-a-discount,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",can you give me a discount? | can you give me a discount,,,,,,,,,cleanup import: Shopping & Markets / Market Bargaining / keep_as_is; selected as 900 premium fill
v900-shop-can-you-pack-it-for-travel,v900-shop-can-you-pack-it-for-travel,Can you pack it for travel,shopping,Shopping,Can you pack it for travel?,Bạn có thể đóng gói nó để đi du lịch?,Ban co the dong goi no de di du lich,v900-shop-can-you-pack-it-for-travel,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",can you pack it for travel? | can you pack it for travel,,,,,,,,,"cleanup import: Shopping & Markets / Returns, Packing & Delivery / keep_as_is; selected as 900 premium fill"
v900-shop-can-you-show-me-the-inside,v900-shop-can-you-show-me-the-inside,Can you show me the inside,shopping,Shopping,Can you show me the inside?,Bạn có thể cho tôi xem bên trong được không?,Ban co the cho toi xem ben trong duoc khong,v900-shop-can-you-show-me-the-inside,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",can you show me the inside? | can you show me the inside,,,,,,,,,"cleanup import: Shopping & Markets / Quality, Condition & Authenticity / keep_as_is; selected as 900 premium fill"
v900-shop-do-you-have-a-smaller-size,v900-shop-do-you-have-a-smaller-size,Do you have a smaller size,shopping,Shopping,Do you have a smaller size?,Bạn có kích thước nhỏ hơn không?,Ban co kich thuoc nho hon khong,v900-shop-do-you-have-a-smaller-size,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",do you have a smaller size? | do you have a smaller size,,,,,,,,,"cleanup import: Shopping & Markets / Sizes, Colors & Trying On / keep_as_is; selected as 900 premium fill"
v900-shop-can-you-make-it-a-round-number,v900-shop-can-you-make-it-a-round-number,Can you make it a round number,shopping,Shopping,Can you make it a round number?,Bạn có thể biến nó thành một số tròn được không?,Ban co the bien no thanh mot so tron duoc khong,v900-shop-can-you-make-it-a-round-number,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",can you make it a round number? | can you make it a round number,,,,,,,,,cleanup import: Shopping & Markets / Market Bargaining / keep_as_is; selected as 900 premium fill
v900-shop-do-you-have-a-better-quality-one,v900-shop-do-you-have-a-better-quality-one,Do you have a better quality one,shopping,Shopping,Do you have a better quality one?,Bạn có cái nào chất lượng hơn không?,Ban co cai nao chat luong hon khong,v900-shop-do-you-have-a-better-quality-one,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",do you have a better quality one? | do you have a better quality one,,,,,,,,,cleanup import: Shopping & Markets / Browsing & Availability / keep_as_is; selected as 900 premium fill
v900-shop-that-is-still-too-expensive-for-me,v900-shop-that-is-still-too-expensive-for-me,That is still too expensive for me,shopping,Shopping,That is still too expensive for me,Điều đó vẫn còn quá đắt đối với tôi,Dieu do van con qua dat doi voi toi,v900-shop-that-is-still-too-expensive-for-me,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",that is still too expensive for me,,,,,,,,,cleanup import: Shopping & Markets / Market Bargaining / keep_as_is; selected as 900 premium fill
v900-shop-i-will-buy-two-if-the-price-is-good,v900-shop-i-will-buy-two-if-the-price-is-good,I will buy two if the price is good,shopping,Shopping,I will buy two if the price is good,Mình sẽ mua 2 cái nếu giá tốt,Minh se mua 2 cai neu gia tot,v900-shop-i-will-buy-two-if-the-price-is-good,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",i will buy two if the price is good,,,,,,,,,cleanup import: Shopping & Markets / Market Bargaining / keep_as_is; selected as 900 premium fill
v900-shop-no-thank-you-ill-look-around-first,v900-shop-no-thank-you-ill-look-around-first,"No thank you, I’ll look around first",shopping,Shopping,"No thank you, I’ll look around first","Không, cảm ơn, tôi sẽ xem xét xung quanh trước",Khong cam on toi se xem xet xung quanh truoc,v900-shop-no-thank-you-ill-look-around-first,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.","no thank you, i’ll look around first | no thank you i ll look around first",,,,,,,,,cleanup import: Shopping & Markets / Market Bargaining / keep_as_is; selected as 900 premium fill
v900-shop-this-fits-well,v900-shop-this-fits-well,This fits well,shopping,Shopping,This fits well,Điều này rất phù hợp,Dieu nay rat phu hop,v900-shop-this-fits-well,ready,premium,say-first,"Use this while comparing items, checking fit, or fixing a purchase problem at the counter.",this fits well,,,,,,,,,"cleanup import: Shopping & Markets / Sizes, Colors & Trying On / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-the-password-is-not-working,v900-phon-inte-powe-the-password-is-not-working,The password is not working,phone-internet-power,"Phone, Internet & Power",The password is not working,Mật khẩu không hoạt động,Mat khau khong hoat dong,v900-phon-inte-powe-the-password-is-not-working,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",the password is not working,,,,,,,,,"cleanup import: Phone, Internet & Apps / Wi-Fi & Passwords / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-the-sim-card-is-not-working,v900-phon-inte-powe-the-sim-card-is-not-working,The SIM card is not working,phone-internet-power,"Phone, Internet & Power",The SIM card is not working,Thẻ SIM không hoạt động,The SIM khong hoat dong,v900-phon-inte-powe-the-sim-card-is-not-working,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",the sim card is not working,,,,,,,,,"cleanup import: Phone, Internet & Apps / SIM, eSIM & Data / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-can-you-help-me-book-a-grab,v900-phon-inte-powe-can-you-help-me-book-a-grab,Can you help me book a Grab,phone-internet-power,"Phone, Internet & Power",Can you help me book a Grab?,Bạn có thể giúp tôi đặt xe Grab được không?,Ban co the giup toi dat xe Grab duoc khong,v900-phon-inte-powe-can-you-help-me-book-a-grab,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",can you help me book a grab? | can you help me book a grab,,,,,,,,,"cleanup import: Phone, Internet & Apps / Apps, Maps & Ride-Hailing / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-the-wi-fi-keeps-disconnecting,v900-phon-inte-powe-the-wi-fi-keeps-disconnecting,The Wi-Fi keeps disconnecting,phone-internet-power,"Phone, Internet & Power",The Wi-Fi keeps disconnecting,Wi-Fi liên tục bị ngắt kết nối,Wi-Fi lien tuc bi ngat ket noi,v900-phon-inte-powe-the-wi-fi-keeps-disconnecting,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",the wi-fi keeps disconnecting | the wi fi keeps disconnecting,,,,,,,,,"cleanup import: Phone, Internet & Apps / Wi-Fi & Passwords / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-where-can-i-buy-a-power-bank,v900-phon-inte-powe-where-can-i-buy-a-power-bank,Where can I buy a power bank,phone-internet-power,"Phone, Internet & Power",Where can I buy a power bank?,Tôi có thể mua sạc dự phòng ở đâu?,Toi co the mua sac du phong o dau,v900-phon-inte-powe-where-can-i-buy-a-power-bank,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",where can i buy a power bank? | where can i buy a power bank,,,,,,,,,"cleanup import: Phone, Internet & Apps / Calls, Messages & Charging / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-can-you-send-me-your-location,v900-phon-inte-powe-can-you-send-me-your-location,Can you send me your location,phone-internet-power,"Phone, Internet & Power",Can you send me your location?,Bạn có thể gửi cho tôi vị trí của bạn?,Ban co the gui cho toi vi tri cua ban,v900-phon-inte-powe-can-you-send-me-your-location,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",can you send me your location? | can you send me your location,,,,,,,,,"cleanup import: Phone, Internet & Apps / Apps, Maps & Ride-Hailing / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-how-long-will-the-repair-take,v900-phon-inte-powe-how-long-will-the-repair-take,How long will the repair take,phone-internet-power,"Phone, Internet & Power",How long will the repair take?,Việc sửa chữa sẽ mất bao lâu?,Viec sua chua se mat bao lau,v900-phon-inte-powe-how-long-will-the-repair-take,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",how long will the repair take? | how long will the repair take,,,,,,,,,"cleanup import: Phone, Internet & Apps / Phone Repair & Accessories / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-the-app-will-not-accept-my-card,v900-phon-inte-powe-the-app-will-not-accept-my-card,The app will not accept my card,phone-internet-power,"Phone, Internet & Power",The app will not accept my card,Ứng dụng sẽ không chấp nhận thẻ của tôi,Ung dung se khong chap nhan the cua toi,v900-phon-inte-powe-the-app-will-not-accept-my-card,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",the app will not accept my card,,,,,,,,,"cleanup import: Phone, Internet & Apps / Apps, Maps & Ride-Hailing / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-can-you-type-the-address-for-me,v900-phon-inte-powe-can-you-type-the-address-for-me,Can you type the address for me,phone-internet-power,"Phone, Internet & Power",Can you type the address for me?,Bạn có thể gõ địa chỉ cho tôi được không?,Ban co the go dia chi cho toi duoc khong,v900-phon-inte-powe-can-you-type-the-address-for-me,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",can you type the address for me? | can you type the address for me,,,,,,,,,"cleanup import: Phone, Internet & Apps / Apps, Maps & Ride-Hailing / keep_as_is; selected as 900 premium fill"
v900-phon-inte-powe-does-this-work-outside-the-city,v900-phon-inte-powe-does-this-work-outside-the-city,Does this work outside the city,phone-internet-power,"Phone, Internet & Power",Does this work outside the city?,Cái này có hoạt động bên ngoài thành phố không?,Cai nay co hoat dong ben ngoai thanh pho khong,v900-phon-inte-powe-does-this-work-outside-the-city,ready,premium,say-first,"Use this when your signal, SIM, battery, Wi-Fi, or app flow stops working the way you need.",does this work outside the city? | does this work outside the city,,,,,,,,,"cleanup import: Phone, Internet & Apps / SIM, eSIM & Data / keep_as_is; selected as 900 premium fill"
