"phrase_id","scenario_id","family_id","family_title","family_summary","audio_key","english_text","target_text","canonical_target_text","pronunciation","access_tier","variant_role","context","you_may_hear","search_aliases","warning_note_type","audio_status","emoji","notes","status"
"v500-mone-numb-pric-is-this-per-person","money-numbers-prices","v500-mone-numb-pric-is-this-per-person","Is this per person","Ask this when you need is this per person.","v500-mone-numb-pric-is-this-per-person","Is this per person?","ÄÃ¢y cÃ³ pháº£i lÃ  má»—i ngÆ°á»i?","ÄÃ¢y cÃ³ pháº£i lÃ  má»—i ngÆ°á»i?","Day co phai la moi nguoi","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","is this per person?|is this per person","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / Prices & Totals / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-i-need-smaller-bills","money-numbers-prices","v500-mone-numb-pric-i-need-smaller-bills","I need smaller bills","Use this when you need to explain that i need smaller bills.","v500-mone-numb-pric-i-need-smaller-bills","I need smaller bills","TÃ´i cáº§n hÃ³a Ä‘Æ¡n nhá» hÆ¡n","TÃ´i cáº§n hÃ³a Ä‘Æ¡n nhá» hÆ¡n","Toi can hoa don nho hon","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","i need smaller bills","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / ATM & Currency Exchange / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-is-there-a-card-fee","money-numbers-prices","v500-mone-numb-pric-is-there-a-card-fee","Is there a card fee","Ask this when you need is there a card fee.","v500-mone-numb-pric-is-there-a-card-fee","Is there a card fee?","CÃ³ tÃ­nh phÃ­ tháº» khÃ´ng?","CÃ³ tÃ­nh phÃ­ tháº» khÃ´ng?","Co tinh phi the khong","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","is there a card fee?|is there a card fee","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / Cards, QR & Contactless / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-my-card-was-declined","money-numbers-prices","v500-mone-numb-pric-my-card-was-declined","My card was declined","Use this when you need to explain that my card was declined.","v500-mone-numb-pric-my-card-was-declined","My card was declined","Tháº» cá»§a tÃ´i Ä‘Ã£ bá»‹ tá»« chá»‘i","Tháº» cá»§a tÃ´i Ä‘Ã£ bá»‹ tá»« chá»‘i","The cua toi da bi tu choi","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","my card was declined","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / Cards, QR & Contactless / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-i-only-have-this-much","money-numbers-prices","v500-mone-numb-pric-i-only-have-this-much","I only have this much","Use this when you need to explain that i only have this much.","v500-mone-numb-pric-i-only-have-this-much","I only have this much","TÃ´i chá»‰ cÃ³ báº¥y nhiÃªu thÃ´i","TÃ´i chá»‰ cÃ³ báº¥y nhiÃªu thÃ´i","Toi chi co bay nhieu thoi","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","i only have this much","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / Bargaining & Deciding / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-please-count-it-again","money-numbers-prices","v500-mone-numb-pric-please-count-it-again","Please count it again","Use this when you need direct help with the next step.","v500-mone-numb-pric-please-count-it-again","Please count it again","HÃ£y Ä‘áº¿m láº¡i nhÃ©","HÃ£y Ä‘áº¿m láº¡i nhÃ©","Hay dem lai nhe","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","please count it again","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / ATM & Currency Exchange / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-is-there-an-extra-fee","money-numbers-prices","v500-mone-numb-pric-is-there-an-extra-fee","Is there an extra fee","Ask this when you need is there an extra fee.","v500-mone-numb-pric-is-there-an-extra-fee","Is there an extra fee?","CÃ³ pháº£i tráº£ thÃªm phÃ­ khÃ´ng?","CÃ³ pháº£i tráº£ thÃªm phÃ­ khÃ´ng?","Co phai tra them phi khong","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","is there an extra fee?|is there an extra fee","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / Prices & Totals / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-no-thanks-maybe-later","money-numbers-prices","v500-mone-numb-pric-no-thanks-maybe-later","No thanks, maybe later","Use this when you need to say no thanks, maybe later.","v500-mone-numb-pric-no-thanks-maybe-later","No thanks, maybe later","KhÃ´ng, cáº£m Æ¡n, cÃ³ thá»ƒ Ä‘á»ƒ sau","KhÃ´ng, cáº£m Æ¡n, cÃ³ thá»ƒ Ä‘á»ƒ sau","Khong cam on co the de sau","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","no thanks, maybe later|no thanks maybe later","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / Bargaining & Deciding / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-please-write-the-price","money-numbers-prices","v500-mone-numb-pric-please-write-the-price","Please write the price","Use this when you need direct help with the next step.","v500-mone-numb-pric-please-write-the-price","Please write the price","HÃ£y viáº¿t giÃ¡","HÃ£y viáº¿t giÃ¡","Hay viet gia","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","please write the price","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / Prices & Totals / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-can-i-try-another-card","money-numbers-prices","v500-mone-numb-pric-can-i-try-another-card","Can I try another card","Ask this when you need can i try another card.","v500-mone-numb-pric-can-i-try-another-card","Can I try another card?","TÃ´i cÃ³ thá»ƒ thá»­ tháº» khÃ¡c Ä‘Æ°á»£c khÃ´ng?","TÃ´i cÃ³ thá»ƒ thá»­ tháº» khÃ¡c Ä‘Æ°á»£c khÃ´ng?","Toi co the thu the khac duoc khong","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","can i try another card?|can i try another card","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / Cards, QR & Contactless / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-can-you-give-me-change","money-numbers-prices","v500-mone-numb-pric-can-you-give-me-change","Can you give me change","Ask this when you need can you give me change.","v500-mone-numb-pric-can-you-give-me-change","Can you give me change?","Báº¡n cÃ³ thá»ƒ cho tÃ´i tiá»n láº» Ä‘Æ°á»£c khÃ´ng?","Báº¡n cÃ³ thá»ƒ cho tÃ´i tiá»n láº» Ä‘Æ°á»£c khÃ´ng?","Ban co the cho toi tien le duoc khong","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","can you give me change?|can you give me change","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / Cash, Change & Bills / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-do-i-need-exact-change","money-numbers-prices","v500-mone-numb-pric-do-i-need-exact-change","Do I need exact change","Ask this when you need do i need exact change.","v500-mone-numb-pric-do-i-need-exact-change","Do I need exact change?","TÃ´i cÃ³ cáº§n thay Ä‘á»•i chÃ­nh xÃ¡c khÃ´ng?","TÃ´i cÃ³ cáº§n thay Ä‘á»•i chÃ­nh xÃ¡c khÃ´ng?","Toi co can thay doi chinh xac khong","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","do i need exact change?|do i need exact change","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / Cash, Change & Bills / keep_rewrite; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-mone-numb-pric-i-only-have-large-bills","money-numbers-prices","v500-mone-numb-pric-i-only-have-large-bills","I only have large bills","Use this when you need to explain that i only have large bills.","v500-mone-numb-pric-i-only-have-large-bills","I only have large bills","TÃ´i chá»‰ cÃ³ hÃ³a Ä‘Æ¡n lá»›n","TÃ´i chá»‰ cÃ³ hÃ³a Ä‘Æ¡n lá»›n","Toi chi co hoa don lon","premium","say-first","Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","","i only have large bills","","planned","ðŸ’µ","autonomous-500 cleanup historical source-lane record: Money, Prices & Payment / Cash, Change & Bills / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-can-you-help-me-get-back-to-my-hotel","directions-navigation","v500-dire-navi-can-you-help-me-get-back-to-my-hotel","Can you help me get back to my hotel","Ask this when you need can you help me get back to my hotel.","v500-dire-navi-can-you-help-me-get-back-to-my-hotel","Can you help me get back to my hotel?","Báº¡n cÃ³ thá»ƒ giÃºp tÃ´i quay láº¡i khÃ¡ch sáº¡n Ä‘Æ°á»£c khÃ´ng?","Báº¡n cÃ³ thá»ƒ giÃºp tÃ´i quay láº¡i khÃ¡ch sáº¡n Ä‘Æ°á»£c khÃ´ng?","Ban co the giup toi quay lai khach san duoc khong","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","can you help me get back to my hotel?|can you help me get back to my hotel","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Lost & Route Repair / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-how-far-is-it","directions-navigation","v500-dire-navi-how-far-is-it","How far is it","Ask this when you need how far is it.","v500-dire-navi-how-far-is-it","How far is it?","NÃ³ cÃ¡ch Ä‘Ã¢y bao xa?","NÃ³ cÃ¡ch Ä‘Ã¢y bao xa?","No cach day bao xa","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","how far is it?|how far is it","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Distance & Timing / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-is-it-open-now","directions-navigation","v500-dire-navi-is-it-open-now","Is it open now","Ask this when you need is it open now.","v500-dire-navi-is-it-open-now","Is it open now?","BÃ¢y giá» nÃ³ cÃ³ má»Ÿ khÃ´ng?","BÃ¢y giá» nÃ³ cÃ³ má»Ÿ khÃ´ng?","Bay gio no co mo khong","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","is it open now?|is it open now","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Distance & Timing / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-can-i-walk-there","directions-navigation","v500-dire-navi-can-i-walk-there","Can I walk there","Ask this when you need can i walk there.","v500-dire-navi-can-i-walk-there","Can I walk there?","TÃ´i cÃ³ thá»ƒ Ä‘i bá»™ tá»›i Ä‘Ã³ Ä‘Æ°á»£c khÃ´ng?","TÃ´i cÃ³ thá»ƒ Ä‘i bá»™ tá»›i Ä‘Ã³ Ä‘Æ°á»£c khÃ´ng?","Toi co the di bo toi do duoc khong","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","can i walk there?|can i walk there","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Distance & Timing / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-do-i-go-upstairs","directions-navigation","v500-dire-navi-do-i-go-upstairs","Do I go upstairs","Ask this when you need do i go upstairs.","v500-dire-navi-do-i-go-upstairs","Do I go upstairs?","TÃ´i cÃ³ lÃªn láº§u khÃ´ng?","TÃ´i cÃ³ lÃªn láº§u khÃ´ng?","Toi co len lau khong","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","do i go upstairs?|do i go upstairs","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Walking Directions / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-do-i-go-downstairs","directions-navigation","v500-dire-navi-do-i-go-downstairs","Do I go downstairs","Ask this when you need do i go downstairs.","v500-dire-navi-do-i-go-downstairs","Do I go downstairs?","TÃ´i cÃ³ Ä‘i xuá»‘ng táº§ng dÆ°á»›i khÃ´ng?","TÃ´i cÃ³ Ä‘i xuá»‘ng táº§ng dÆ°á»›i khÃ´ng?","Toi co di xuong tang duoi khong","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","do i go downstairs?|do i go downstairs","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Walking Directions / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-is-it-on-the-corner","directions-navigation","v500-dire-navi-is-it-on-the-corner","Is it on the corner","Ask this when you need is it on the corner.","v500-dire-navi-is-it-on-the-corner","Is it on the corner?","NÃ³ cÃ³ á»Ÿ gÃ³c khÃ´ng?","NÃ³ cÃ³ á»Ÿ gÃ³c khÃ´ng?","No co o goc khong","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","is it on the corner?|is it on the corner","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Landmarks & Places / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-i-found-it-thank-you","directions-navigation","v500-dire-navi-i-found-it-thank-you","I found it, thank you","Use this when you need to explain that i found it, thank you.","v500-dire-navi-i-found-it-thank-you","I found it, thank you","TÃ´i Ä‘Ã£ tÃ¬m tháº¥y nÃ³, cáº£m Æ¡n báº¡n","TÃ´i Ä‘Ã£ tÃ¬m tháº¥y nÃ³, cáº£m Æ¡n báº¡n","Toi da tim thay no cam on ban","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","i found it, thank you|i found it thank you","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Lost & Route Repair / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-is-it-inside-the-mall","directions-navigation","v500-dire-navi-is-it-inside-the-mall","Is it inside the mall","Ask this when you need is it inside the mall.","v500-dire-navi-is-it-inside-the-mall","Is it inside the mall?","NÃ³ cÃ³ á»Ÿ trong trung tÃ¢m mua sáº¯m khÃ´ng?","NÃ³ cÃ³ á»Ÿ trong trung tÃ¢m mua sáº¯m khÃ´ng?","No co o trong trung tam mua sam khong","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","is it inside the mall?|is it inside the mall","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Landmarks & Places / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-is-it-near-the-market","directions-navigation","v500-dire-navi-is-it-near-the-market","Is it near the market","Ask this when you need is it near the market.","v500-dire-navi-is-it-near-the-market","Is it near the market?","CÃ³ gáº§n chá»£ khÃ´ng?","CÃ³ gáº§n chá»£ khÃ´ng?","Co gan cho khong","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","is it near the market?|is it near the market","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Landmarks & Places / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-is-it-too-far-to-walk","directions-navigation","v500-dire-navi-is-it-too-far-to-walk","Is it too far to walk","Ask this when you need is it too far to walk.","v500-dire-navi-is-it-too-far-to-walk","Is it too far to walk?","Äi bá»™ cÃ³ xa quÃ¡ khÃ´ng?","Äi bá»™ cÃ³ xa quÃ¡ khÃ´ng?","Di bo co xa qua khong","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","is it too far to walk?|is it too far to walk","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Distance & Timing / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-where-is-the-bus-stop","directions-navigation","v500-dire-navi-where-is-the-bus-stop","Where is the bus stop","Ask this when you need where is the bus stop.","v500-dire-navi-where-is-the-bus-stop","Where is the bus stop?","Tráº¡m xe buÃ½t á»Ÿ Ä‘Ã¢u?","Tráº¡m xe buÃ½t á»Ÿ Ä‘Ã¢u?","Tram xe buyt o dau","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","where is the bus stop?|where is the bus stop","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Asking Where / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-where-is-the-elevator","directions-navigation","v500-dire-navi-where-is-the-elevator","Where is the elevator","Ask this when you need where is the elevator.","v500-dire-navi-where-is-the-elevator","Where is the elevator?","Thang mÃ¡y á»Ÿ Ä‘Ã¢u?","Thang mÃ¡y á»Ÿ Ä‘Ã¢u?","Thang may o dau","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","where is the elevator?|where is the elevator","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Asking Where / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-do-i-go-over-the-bridge","directions-navigation","v500-dire-navi-do-i-go-over-the-bridge","Do I go over the bridge","Ask this when you need do i go over the bridge.","v500-dire-navi-do-i-go-over-the-bridge","Do I go over the bridge?","TÃ´i cÃ³ Ä‘i qua cáº§u khÃ´ng?","TÃ´i cÃ³ Ä‘i qua cáº§u khÃ´ng?","Toi co di qua cau khong","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","do i go over the bridge?|do i go over the bridge","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Walking Directions / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-is-it-next-to-the-hotel","directions-navigation","v500-dire-navi-is-it-next-to-the-hotel","Is it next to the hotel","Ask this when you need is it next to the hotel.","v500-dire-navi-is-it-next-to-the-hotel","Is it next to the hotel?","NÃ³ cÃ³ á»Ÿ cáº¡nh khÃ¡ch sáº¡n khÃ´ng?","NÃ³ cÃ³ á»Ÿ cáº¡nh khÃ¡ch sáº¡n khÃ´ng?","No co o canh khach san khong","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","is it next to the hotel?|is it next to the hotel","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Landmarks & Places / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-dire-navi-my-map-app-is-not-working","directions-navigation","v500-dire-navi-my-map-app-is-not-working","My map app is not working","Use this when you need to explain that my map app is not working.","v500-dire-navi-my-map-app-is-not-working","My map app is not working","á»¨ng dá»¥ng báº£n Ä‘á»“ cá»§a tÃ´i khÃ´ng hoáº¡t Ä‘á»™ng","á»¨ng dá»¥ng báº£n Ä‘á»“ cá»§a tÃ´i khÃ´ng hoáº¡t Ä‘á»™ng","Ung dung ban do cua toi khong hoat dong","premium","say-first","Use this while walking, checking a route, or confirming the exact turn, stop, or entrance.","","my map app is not working","","planned","ðŸ—ºï¸","autonomous-500 cleanup historical source-lane record: Directions & Places / Lost & Route Repair / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-i-am-here-for-tourism","airport-border-arrival","v500-airp-bord-arri-i-am-here-for-tourism","I am here for tourism","Use this when you need to explain that i am here for tourism.","v500-airp-bord-arri-i-am-here-for-tourism","I am here for tourism","TÃ´i Ä‘áº¿n Ä‘Ã¢y Ä‘á»ƒ du lá»‹ch","TÃ´i Ä‘áº¿n Ä‘Ã¢y Ä‘á»ƒ du lá»‹ch","Toi den day de du lich","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","i am here for tourism","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Immigration & Documents / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-my-suitcase-is-missing","airport-border-arrival","v500-airp-bord-arri-my-suitcase-is-missing","My suitcase is missing","Use this when you need to explain that my suitcase is missing.","v500-airp-bord-arri-my-suitcase-is-missing","My suitcase is missing","Vali cá»§a tÃ´i bá»‹ máº¥t","Vali cá»§a tÃ´i bá»‹ máº¥t","Vali cua toi bi mat","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","my suitcase is missing","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Baggage & Lost Luggage / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-where-are-the-restrooms","airport-border-arrival","v500-airp-bord-arri-where-are-the-restrooms","Where are the restrooms","Ask this when you need where are the restrooms.","v500-airp-bord-arri-where-are-the-restrooms","Where are the restrooms?","NhÃ  vá»‡ sinh á»Ÿ Ä‘Ã¢u?","NhÃ  vá»‡ sinh á»Ÿ Ä‘Ã¢u?","Nha ve sinh o dau","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","where are the restrooms?|where are the restrooms","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Airport Services & Facilities / keep_rewrite; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-where-do-i-meet-the-driver","airport-border-arrival","v500-airp-bord-arri-where-do-i-meet-the-driver","Where do I meet the driver","Ask this when you need where do i meet the driver.","v500-airp-bord-arri-where-do-i-meet-the-driver","Where do I meet the driver?","TÃ´i gáº·p tÃ i xáº¿ á»Ÿ Ä‘Ã¢u?","TÃ´i gáº·p tÃ i xáº¿ á»Ÿ Ä‘Ã¢u?","Toi gap tai xe o dau","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","where do i meet the driver?|where do i meet the driver","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Pickup, Taxi & Transfers / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-i-need-to-report-lost-luggage","airport-border-arrival","v500-airp-bord-arri-i-need-to-report-lost-luggage","I need to report lost luggage","Use this when you need to explain that i need to report lost luggage.","v500-airp-bord-arri-i-need-to-report-lost-luggage","I need to report lost luggage","TÃ´i cáº§n bÃ¡o cÃ¡o hÃ nh lÃ½ tháº¥t láº¡c","TÃ´i cáº§n bÃ¡o cÃ¡o hÃ nh lÃ½ tháº¥t láº¡c","Toi can bao cao hanh ly that lac","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","i need to report lost luggage","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Baggage & Lost Luggage / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-please-take-me-to-the-hotel-listed-on-this-booki","airport-border-arrival","v500-airp-bord-arri-please-take-me-to-the-hotel-listed-on-this-booki","Please take me to the hotel listed on this booking","Use this when you need direct help with the next step.","v500-airp-bord-arri-please-take-me-to-the-hotel-listed-on-this-booki","Please take me to the hotel listed on this booking.","Vui lÃ²ng Ä‘Æ°a tÃ´i Ä‘áº¿n khÃ¡ch sáº¡n Ä‘Æ°á»£c liá»‡t kÃª trong Ä‘áº·t phÃ²ng nÃ y.","Vui lÃ²ng Ä‘Æ°a tÃ´i Ä‘áº¿n khÃ¡ch sáº¡n Ä‘Æ°á»£c liá»‡t kÃª trong Ä‘áº·t phÃ²ng nÃ y.","Vui long dua toi den khach san duoc liet ke trong dat phong nay","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","please take me to the hotel listed on this booking.|please take me to the hotel listed on this booking","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Pickup, Taxi & Transfers / keep_rewrite; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-where-do-i-sign","airport-border-arrival","v500-airp-bord-arri-where-do-i-sign","Where do I sign","Ask this when you need where do i sign.","v500-airp-bord-arri-where-do-i-sign","Where do I sign?","TÃ´i kÃ½ á»Ÿ Ä‘Ã¢u?","TÃ´i kÃ½ á»Ÿ Ä‘Ã¢u?","Toi ky o dau","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","where do i sign?|where do i sign","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Immigration & Documents / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-my-bag-is-damaged","airport-border-arrival","v500-airp-bord-arri-my-bag-is-damaged","My bag is damaged","Use this when you need to explain that my bag is damaged.","v500-airp-bord-arri-my-bag-is-damaged","My bag is damaged","TÃºi cá»§a tÃ´i bá»‹ há»ng","TÃºi cá»§a tÃ´i bá»‹ há»ng","Tui cua toi bi hong","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","my bag is damaged","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Baggage & Lost Luggage / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-where-is-gate-10","airport-border-arrival","v500-airp-bord-arri-where-is-gate-10","Where is gate 10","Ask this when you need where is gate 10.","v500-airp-bord-arri-where-is-gate-10","Where is gate 10?","Cá»•ng 10 á»Ÿ Ä‘Ã¢u?","Cá»•ng 10 á»Ÿ Ä‘Ã¢u?","Cong 10 o dau","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","where is gate 10?|where is gate 10","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Terminals, Gates & Onward Travel / keep_rewrite; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-airp-bord-arri-my-driver-canceled","airport-border-arrival","v500-airp-bord-arri-my-driver-canceled","My driver canceled","Use this when you need to explain that my driver canceled.","v500-airp-bord-arri-my-driver-canceled","My driver canceled","TÃ i xáº¿ cá»§a tÃ´i Ä‘Ã£ há»§y","TÃ i xáº¿ cá»§a tÃ´i Ä‘Ã£ há»§y","Tai xe cua toi da huy","premium","say-first","Use this during arrival, transfers, baggage, pickups, or airport services when you need the next checkpoint.","","my driver canceled","","planned","ðŸ›¬","autonomous-500 cleanup historical source-lane record: Airport & Arrival / Pickup, Taxi & Transfers / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
