priority,status,pageID,title,profile,currentHeroImageName,targetHeroImageName,assetPath,targetAssetPath,currentPx,targetPx,targetRepoPx,sourceMasterPx,targetComponent,focalPoint,safeZone,currentIssue,nextAction,generationPrompt,negativePrompt,proofRequired,sourceOwnership,receiptOrProof,notes
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-nephele,Nephele / Nephele,restaurant,HeroCityHcmc,HeroCityHcmcPlaceNephele,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Nephele / Nephele through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Small modern Saigon restaurant table with wine glasses and warm lighting, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-lien-hoa-vegetarian,Nhà hàng chay Liên Hoa / Lien Hoa Vegetarian Restaurant,restaurant,HeroCityHue,HeroCityHuePlaceLienHoaVegetarian,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Nhà hàng chay Liên Hoa / Lien Hoa Vegetarian Restaurant through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic simple Vietnamese vegetarian restaurant with Buddhist-style decor and fresh dishes.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-dai-nam-restaurant,Nhà hàng Đại Nam / Dai Nam Restaurant,restaurant,HeroCityHue,HeroCityHuePlaceDaiNamRestaurant,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Nhà hàng Đại Nam / Dai Nam Restaurant through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic classic Hue restaurant entrance near citadel walls, wooden interior glimpsed through doors.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-song-huong-floating-restaurant,Nhà hàng nổi Sông Hương / Song Huong Floating Restaurant,restaurant,HeroCityHue,HeroCityHuePlaceSongHuongFloatingRestaurant,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Nhà hàng nổi Sông Hương / Song Huong Floating Restaurant through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic floating restaurant on the Perfume River at dusk, reflections, bridge lights in distance.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-white-rose-restaurant,Nhà hàng White Rose / White Rose Restaurant,restaurant,HeroCityHoian,HeroCityHoianPlaceWhiteRoseRestaurant,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Nhà hàng White Rose / White Rose Restaurant through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic owned asset: plate of white rose dumplings on ceramic table, soft window light, no logo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-nu-eatery,Nu Eatery / Nu Eatery,restaurant,HeroCityHoian,HeroCityHoianPlaceNuEatery,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Nu Eatery / Nu Eatery through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic owned asset: intimate courtyard restaurant table with Vietnamese small plates, no logo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-phin-coffee,Phin Coffee / Phin Coffee,restaurant,HeroCityHoian,HeroCityHoianPlacePhinCoffee,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Phin Coffee / Phin Coffee through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic owned asset: Vietnamese phin dripping over glass at a leafy cafe table, no signage.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-pho-bat-dan,Phở Bát Đàn / Pho Bat Dan,restaurant,HeroCityHanoi,HeroCityHanoiPlacePhoBatDan,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Phở Bát Đàn / Pho Bat Dan through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Steaming bowl of Hanoi beef pho on simple metal table, Old Quarter shop backdrop, realistic.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-pho-bo-lam,Phở Bò Lâm / Pho Bo Lam,restaurant,HeroCityHanoi,HeroCityHanoiPlacePhoBoLam,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Phở Bò Lâm / Pho Bo Lam through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Beef pho bowl with tendon and herbs, simple Hanoi shop table, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-pho-gia-truyen,Phở Gia Truyền / Pho Gia Truyen,restaurant,HeroCityHanoi,HeroCityHanoiPlacePhoGiaTruyen,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Phở Gia Truyền / Pho Gia Truyen through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Hanoi pho counter with sliced beef and herbs, steam, realistic no-brand photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hcmc-place-pho-hoa-pasteur,Phở Hòa Pasteur / Pho Hoa Pasteur,restaurant,HeroCityHcmc,HeroCityHcmcPlacePhoHoaPasteur,native-ios/Resources/Assets.xcassets/HeroCityHcmc.imageset/hero-city-hcmc.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Phở Hòa Pasteur / Pho Hoa Pasteur through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Large bowl of southern-style pho in a busy Saigon shop, realistic no-logo photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-reach-out-tea-house,Reaching Out Tea House / Reaching Out Tea House,restaurant,HeroCityHoian,HeroCityHoianPlaceReachOutTeaHouse,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Reaching Out Tea House / Reaching Out Tea House through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic owned asset: serene tea house table with ceramic cups and old wooden shutters, no branding.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-danang-place-reply-1988,Reply 1988 Cafe / Reply 1988 Cafe,restaurant,HeroCityDanang,HeroCityDanangPlaceReply1988,native-ios/Resources/Assets.xcassets/HeroCityDanang.imageset/hero-city-danang.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Reply 1988 Cafe / Reply 1988 Cafe through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic owned asset: retro-style cafe corner with iced coffee and warm wood, no exact brand reproduction.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-rosies-cafe,Rosie's Cafe / Rosie's Cafe,restaurant,HeroCityHoian,HeroCityHoianPlaceRosiesCafe,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Rosie's Cafe / Rosie's Cafe through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic owned asset: leafy courtyard cafe breakfast table with iced coffee, no brand marks.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-danang-place-six-on-six,Six On Six Cafe / Six On Six Cafe,restaurant,HeroCityDanang,HeroCityDanangPlaceSixOnSix,native-ios/Resources/Assets.xcassets/HeroCityDanang.imageset/hero-city-danang.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Six On Six Cafe / Six On Six Cafe through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic owned asset: leafy courtyard cafe with iced coffee and tile floor, natural light, no brand marks.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-streets-restaurant-cafe,STREETS Restaurant Cafe / STREETS Restaurant Cafe,restaurant,HeroCityHoian,HeroCityHoianPlaceStreetsRestaurantCafe,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show STREETS Restaurant Cafe / STREETS Restaurant Cafe through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic owned asset: training-cafe style dining room with simple table settings, no logo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hanoi-place-tam-vi,Tầm Vị / Tam Vi,restaurant,HeroCityHanoi,HeroCityHanoiPlaceTamVi,native-ios/Resources/Assets.xcassets/HeroCityHanoi.imageset/hero-city-hanoi.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Tầm Vị / Tam Vi through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Traditional Hanoi dining room with northern Vietnamese dishes, warm wood, realistic photo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hue-place-thanh-cafe,Thành Cafe / Thanh Cafe,restaurant,HeroCityHue,HeroCityHuePlaceThanhCafe,native-ios/Resources/Assets.xcassets/HeroCityHue.imageset/hero-city-hue.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show Thành Cafe / Thanh Cafe through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic tiled Hue cafe interior with porcelain-inlay details, iced coffee, soft daylight.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
P0,NEEDS_UNIQUE_REALISTIC_ASSET,viet-family-city-hoian-place-espresso-station,The Espresso Station / The Espresso Station,restaurant,HeroCityHoian,HeroCityHoianPlaceEspressoStation,native-ios/Resources/Assets.xcassets/HeroCityHoian.imageset/hero-city-hoian.png,,853 x 1844,,853 x 1844,>= 1600 x 2400 preferred,PhraseListingView HeroMastheadImage,"center 50%, upper 32%; food or entrance must remain visible after fade",Recognizable subject must survive the top 276pt masthead crop; keep the key visual in the upper third and center 70% width.,city_place_requires_unique_realistic_hero,"Generate owned/licensed hero, crop to repo target, wire heroImageName through source/resources/SQLite, and capture simulator proof.","Create a super-realistic app-owned hero photo for a Vietnamese travel phrasebook, matching the premium real-life menu-item hero image quality. No readable text, no logos, no watermarks, no faces as the subject. Keep the main landmark/object recognizable inside the upper third because the iOS masthead crops a shallow horizontal band. Show The Espresso Station / The Espresso Station through a tasteful restaurant/street-food table or entrance mood without copying a real storefront sign or brand logo. Specific subject guidance: Photorealistic owned asset: small espresso bar in a narrow Hoi An lane, coffee machine, no logo.","no readable text, no watermark, no logos, no fake signs, no unrelated Ha Long Bay/karst imagery for city-specific pages, no people as the main subject",Simulator screenshot plus phone spot-check before DONE,shared or legacy fallback; replace with unique app-owned generated realistic asset,docs/editorial-exports/viet-image-assets/hero-image-production-001/generated_hero_assets.json,Generate a unique realistic menu-quality image for this exact city noun; do not reuse the city masthead or another place image.
