priority,pageID,title,profile,sectionID,kind,text,audioKey
P2_planned_audio,viet-family-city-hcmc-go-tan-son-nhat-airport,Đi Sân bay Tân Sơn Nhất / Go to Tan Son Nhat Airport,cityPhrase,hero,hero,Đi Sân bay Tân Sơn Nhất,audio-authored-di-san-bay-tan-son-nhat-4360f3fa57
P2_planned_audio,viet-family-city-hcmc-go-tan-son-nhat-airport,Đi Sân bay Tân Sơn Nhất / Go to Tan Son Nhat Airport,cityPhrase,explore-next,phrase,Sân bay Tân Sơn Nhất,audio-authored-san-bay-tan-son-nhat-eece10f965
P2_planned_audio,viet-family-city-hcmc-go-tan-son-nhat-airport,Đi Sân bay Tân Sơn Nhất / Go to Tan Son Nhat Airport,cityPhrase,explore-next,phrase,Sân bay Tân Sơn Nhất ở đâu?,audio-authored-san-bay-tan-son-nhat-o-dau-4821b02591
P2_planned_audio,viet-family-city-hcmc-go-tao-dan-park,Đi Công viên Tao Đàn / Go to Tao Dan Park,cityPhrase,hero,hero,Đi Công viên Tao Đàn,audio-authored-di-cong-vien-tao-dan-05d2ca6c3d
P2_planned_audio,viet-family-city-hcmc-go-tao-dan-park,Đi Công viên Tao Đàn / Go to Tao Dan Park,cityPhrase,explore-next,phrase,Công viên Tao Đàn,audio-authored-cong-vien-tao-dan-5bef9b2155
P2_planned_audio,viet-family-city-hcmc-go-tao-dan-park,Đi Công viên Tao Đàn / Go to Tao Dan Park,cityPhrase,explore-next,phrase,Công viên Tao Đàn ở đâu?,audio-authored-cong-vien-tao-dan-o-dau-c216a087b7
P2_planned_audio,viet-family-city-hcmc-go-thao-dien,Đi Thảo Điền / Go to Thao Dien,cityPhrase,hero,hero,Đi Thảo Điền,audio-authored-di-thao-dien-f3e165f472
P2_planned_audio,viet-family-city-hcmc-go-thao-dien,Đi Thảo Điền / Go to Thao Dien,cityPhrase,explore-next,phrase,Thảo Điền,audio-authored-thao-dien-7bbac64f94
P2_planned_audio,viet-family-city-hcmc-go-turtle-lake,Đi Hồ Con Rùa / Go to Turtle Lake,cityPhrase,hero,hero,Đi Hồ Con Rùa,audio-authored-di-ho-con-rua-cdefc6abe1
P2_planned_audio,viet-family-city-hcmc-go-turtle-lake,Đi Hồ Con Rùa / Go to Turtle Lake,cityPhrase,explore-next,phrase,Hồ Con Rùa,audio-authored-ho-con-rua-05c5dc7f57
P2_planned_audio,viet-family-city-hcmc-go-turtle-lake,Đi Hồ Con Rùa / Go to Turtle Lake,cityPhrase,explore-next,phrase,Hồ Con Rùa ở đâu?,audio-authored-ho-con-rua-o-dau-23d570c98b
P2_planned_audio,viet-family-city-hcmc-go-war-remnants-museum,Đi Bảo tàng Chứng tích Chiến tranh / Go to War Remnants Museum,cityPhrase,hero,hero,Đi Bảo tàng Chứng tích Chiến tranh,audio-authored-di-bao-tang-chung-tich-chien-tranh-8dd16cb68c
P2_planned_audio,viet-family-city-hcmc-go-war-remnants-museum,Đi Bảo tàng Chứng tích Chiến tranh / Go to War Remnants Museum,cityPhrase,explore-next,phrase,Bảo tàng Chứng tích Chiến tranh,audio-authored-bao-tang-chung-tich-chien-tranh-2b98ad2fdc
P2_planned_audio,viet-family-city-hcmc-go-war-remnants-museum,Đi Bảo tàng Chứng tích Chiến tranh / Go to War Remnants Museum,cityPhrase,explore-next,phrase,Bảo tàng Chứng tích Chiến tranh ở đâu?,audio-authored-bao-tang-chung-tich-chien-tranh-o-dau-2c7524d041
P2_planned_audio,viet-family-city-hcmc-go-zoo-botanical-gardens,Đi Thảo Cầm Viên Sài Gòn / Go to Saigon Zoo and Botanical Gardens,cityPhrase,hero,hero,Đi Thảo Cầm Viên Sài Gòn,audio-authored-di-thao-cam-vien-sai-gon-bab5b74bd4
P2_planned_audio,viet-family-city-hcmc-go-zoo-botanical-gardens,Đi Thảo Cầm Viên Sài Gòn / Go to Saigon Zoo and Botanical Gardens,cityPhrase,explore-next,phrase,Thảo Cầm Viên Sài Gòn,audio-authored-thao-cam-vien-sai-gon-d9cacc4157
P2_planned_audio,viet-family-city-hcmc-go-zoo-botanical-gardens,Đi Thảo Cầm Viên Sài Gòn / Go to Saigon Zoo and Botanical Gardens,cityPhrase,explore-next,phrase,Thảo Cầm Viên Sài Gòn ở đâu?,audio-authored-thao-cam-vien-sai-gon-o-dau-5c612fd528
P2_planned_audio,viet-family-city-hcmc-near-binh-tay-market,Chợ Bình Tây gần đây không? / Is Binh Tay Market near here?,cityPhrase,hero,hero,Chợ Bình Tây gần đây không?,audio-authored-cho-binh-tay-gan-day-khong-0443e728c0
P2_planned_audio,viet-family-city-hcmc-near-district-1,Quận 1 gần đây không? / Is District 1 near here?,cityPhrase,hero,hero,Quận 1 gần đây không?,audio-authored-quan-1-gan-day-khong-cac5063d07
P2_planned_audio,viet-family-city-hcmc-pharmacy-ben-thanh,Có nhà thuốc gần chợ Bến Thành không? / Is there a pharmacy near Ben Thanh Market?,cityPhrase,hero,hero,Có nhà thuốc gần chợ Bến Thành không?,audio-authored-co-nha-thuoc-gan-cho-ben-thanh-khong-55a3ec5038
P2_planned_audio,viet-family-city-hcmc-sim-ben-thanh,Tôi muốn mua SIM gần chợ Bến Thành / I want to buy a SIM near Ben Thanh Market,cityPhrase,hero,hero,Tôi muốn mua SIM gần chợ Bến Thành,audio-authored-toi-muon-mua-sim-gan-cho-ben-thanh-ddfae9b82c
P2_planned_audio,viet-family-city-hoian-atm-an-bang-beach,Có ATM gần Biển An Bàng không? / Is there an ATM near An Bang Beach?,cityPhrase,hero,hero,Có ATM gần Biển An Bàng không?,audio-authored-co-atm-gan-bien-an-bang-khong-a9404f64e1
P2_planned_audio,viet-family-city-hoian-atm-an-bang-beach,Có ATM gần Biển An Bàng không? / Is there an ATM near An Bang Beach?,cityPhrase,explore-next,phrase,Biển An Bàng,audio-authored-bien-an-bang-75a08f8df0
P2_planned_audio,viet-family-city-hoian-atm-an-bang-beach,Có ATM gần Biển An Bàng không? / Is there an ATM near An Bang Beach?,cityPhrase,explore-next,phrase,Ăn gần Biển An Bàng,audio-authored-an-gan-bien-an-bang-6d99e60f99
P2_planned_audio,viet-family-city-hoian-atm-an-bang-beach,Có ATM gần Biển An Bàng không? / Is there an ATM near An Bang Beach?,cityPhrase,explore-next,phrase,Đi biển An Bàng,audio-authored-di-bien-an-bang-6cd96610be
P2_planned_audio,viet-family-city-hoian-atm-an-bang-beach,Có ATM gần Biển An Bàng không? / Is there an ATM near An Bang Beach?,cityPhrase,explore-next,phrase,Biển An Bàng gần đây không?,audio-authored-bien-an-bang-gan-day-khong-74e1753e5d
P2_planned_audio,viet-family-city-hoian-atm-an-bang-beach,Có ATM gần Biển An Bàng không? / Is there an ATM near An Bang Beach?,cityPhrase,explore-next,phrase,Dừng ở Biển An Bàng,audio-authored-dung-o-bien-an-bang-5187c7ad0a
P2_planned_audio,viet-family-city-hoian-atm-an-hoi-island,Có ATM gần Đảo An Hội không? / Is there an ATM near An Hoi Island?,cityPhrase,hero,hero,Có ATM gần Đảo An Hội không?,audio-authored-co-atm-gan-dao-an-hoi-khong-a6cd542db6
P2_planned_audio,viet-family-city-hoian-atm-an-hoi-island,Có ATM gần Đảo An Hội không? / Is there an ATM near An Hoi Island?,cityPhrase,explore-next,phrase,Đảo An Hội,audio-authored-dao-an-hoi-caf3fa03f4
P2_planned_audio,viet-family-city-hoian-atm-an-hoi-island,Có ATM gần Đảo An Hội không? / Is there an ATM near An Hoi Island?,cityPhrase,explore-next,phrase,Ăn gần Đảo An Hội,audio-authored-an-gan-dao-an-hoi-f28c97fe87
P2_planned_audio,viet-family-city-hoian-atm-an-hoi-island,Có ATM gần Đảo An Hội không? / Is there an ATM near An Hoi Island?,cityPhrase,explore-next,phrase,Đi Đảo An Hội,audio-authored-di-dao-an-hoi-d45ff0c575
P2_planned_audio,viet-family-city-hoian-atm-an-hoi-island,Có ATM gần Đảo An Hội không? / Is there an ATM near An Hoi Island?,cityPhrase,explore-next,phrase,Đảo An Hội gần đây không?,audio-authored-dao-an-hoi-gan-day-khong-e7a068e081
P2_planned_audio,viet-family-city-hoian-atm-an-hoi-island,Có ATM gần Đảo An Hội không? / Is there an ATM near An Hoi Island?,cityPhrase,explore-next,phrase,Dừng ở Đảo An Hội,audio-authored-dung-o-dao-an-hoi-6eeda6a703
P2_planned_audio,viet-family-city-hoian-atm-ancient-town,Có ATM gần Phố cổ Hội An không? / Is there an ATM near Hoi An Ancient Town?,cityPhrase,hero,hero,Có ATM gần Phố cổ Hội An không?,audio-authored-co-atm-gan-pho-co-hoi-an-khong-e4f686e323
P2_planned_audio,viet-family-city-hoian-atm-ancient-town,Có ATM gần Phố cổ Hội An không? / Is there an ATM near Hoi An Ancient Town?,cityPhrase,explore-next,phrase,Phố cổ Hội An,audio-authored-pho-co-hoi-an-dad0e3f293
P2_planned_audio,viet-family-city-hoian-atm-ancient-town,Có ATM gần Phố cổ Hội An không? / Is there an ATM near Hoi An Ancient Town?,cityPhrase,explore-next,phrase,Ăn gần Phố cổ Hội An,audio-authored-an-gan-pho-co-hoi-an-f957116c2e
P2_planned_audio,viet-family-city-hoian-atm-ancient-town,Có ATM gần Phố cổ Hội An không? / Is there an ATM near Hoi An Ancient Town?,cityPhrase,explore-next,phrase,Đi phố cổ Hội An,audio-authored-di-pho-co-hoi-an-0b3cb4f051
P2_planned_audio,viet-family-city-hoian-atm-ancient-town,Có ATM gần Phố cổ Hội An không? / Is there an ATM near Hoi An Ancient Town?,cityPhrase,explore-next,phrase,Phố cổ Hội An gần đây không?,audio-authored-pho-co-hoi-an-gan-day-khong-59789659cf
P2_planned_audio,viet-family-city-hoian-atm-ancient-town,Có ATM gần Phố cổ Hội An không? / Is there an ATM near Hoi An Ancient Town?,cityPhrase,explore-next,phrase,Có nhà thuốc gần phố cổ Hội An không?,audio-authored-co-nha-thuoc-gan-pho-co-hoi-an-khong-51df1e4d86
P2_planned_audio,viet-family-city-hoian-atm-banh-mi-phuong,Có ATM gần Bánh mì Phượng không? / Is there an ATM near Banh Mi Phuong?,cityPhrase,hero,hero,Có ATM gần Bánh mì Phượng không?,audio-authored-co-atm-gan-banh-mi-phuong-khong-15a4d387fc
P2_planned_audio,viet-family-city-hoian-atm-banh-mi-phuong,Có ATM gần Bánh mì Phượng không? / Is there an ATM near Banh Mi Phuong?,cityPhrase,explore-next,phrase,Bánh mì Phượng,audio-authored-banh-mi-phuong-db1ed9143b
P2_planned_audio,viet-family-city-hoian-atm-banh-mi-phuong,Có ATM gần Bánh mì Phượng không? / Is there an ATM near Banh Mi Phuong?,cityPhrase,explore-next,phrase,Đi Bánh mì Phượng,audio-authored-di-banh-mi-phuong-b2fd1a1de0
P2_planned_audio,viet-family-city-hoian-atm-banh-mi-phuong,Có ATM gần Bánh mì Phượng không? / Is there an ATM near Banh Mi Phuong?,cityPhrase,explore-next,phrase,Dừng ở Bánh mì Phượng,audio-authored-dung-o-banh-mi-phuong-9547c6b0f2
P2_planned_audio,viet-family-city-hoian-atm-banh-mi-phuong,Có ATM gần Bánh mì Phượng không? / Is there an ATM near Banh Mi Phuong?,cityPhrase,explore-next,phrase,Bánh mì Phượng ở đâu?,audio-authored-banh-mi-phuong-o-dau-643763e37d
P2_planned_audio,viet-family-city-hoian-atm-bay-mau-coconut-forest,Có ATM gần Rừng dừa Bảy Mẫu không? / Is there an ATM near Bay Mau Coconut Forest?,cityPhrase,hero,hero,Có ATM gần Rừng dừa Bảy Mẫu không?,audio-authored-co-atm-gan-rung-dua-bay-mau-khong-6d413e03d8
P2_planned_audio,viet-family-city-hoian-atm-bay-mau-coconut-forest,Có ATM gần Rừng dừa Bảy Mẫu không? / Is there an ATM near Bay Mau Coconut Forest?,cityPhrase,explore-next,phrase,Rừng dừa Bảy Mẫu,audio-authored-rung-dua-bay-mau-86616e4ba7
P2_planned_audio,viet-family-city-hoian-atm-bay-mau-coconut-forest,Có ATM gần Rừng dừa Bảy Mẫu không? / Is there an ATM near Bay Mau Coconut Forest?,cityPhrase,explore-next,phrase,Đi Rừng dừa Bảy Mẫu,audio-authored-di-rung-dua-bay-mau-78c8c159be
P2_planned_audio,viet-family-city-hoian-atm-bay-mau-coconut-forest,Có ATM gần Rừng dừa Bảy Mẫu không? / Is there an ATM near Bay Mau Coconut Forest?,cityPhrase,explore-next,phrase,Dừng ở Rừng dừa Bảy Mẫu,audio-authored-dung-o-rung-dua-bay-mau-438889b550
P2_planned_audio,viet-family-city-hoian-atm-bay-mau-coconut-forest,Có ATM gần Rừng dừa Bảy Mẫu không? / Is there an ATM near Bay Mau Coconut Forest?,cityPhrase,explore-next,phrase,Rừng dừa Bảy Mẫu ở đâu?,audio-authored-rung-dua-bay-mau-o-dau-d14b2e9317
P2_planned_audio,viet-family-city-hoian-atm-cam-chau,Có ATM gần Cẩm Châu không? / Is there an ATM near Cam Chau?,cityPhrase,hero,hero,Có ATM gần Cẩm Châu không?,audio-authored-co-atm-gan-cam-chau-khong-f04e7a1395
P2_planned_audio,viet-family-city-hoian-atm-cam-chau,Có ATM gần Cẩm Châu không? / Is there an ATM near Cam Chau?,cityPhrase,explore-next,phrase,Cẩm Châu,audio-authored-cam-chau-65e81d1042
P2_planned_audio,viet-family-city-hoian-atm-cam-chau,Có ATM gần Cẩm Châu không? / Is there an ATM near Cam Chau?,cityPhrase,explore-next,phrase,Đi Cẩm Châu,audio-authored-di-cam-chau-598e12233b
P2_planned_audio,viet-family-city-hoian-atm-cam-chau,Có ATM gần Cẩm Châu không? / Is there an ATM near Cam Chau?,cityPhrase,explore-next,phrase,Dừng ở Cẩm Châu,audio-authored-dung-o-cam-chau-12a12c864b
P2_planned_audio,viet-family-city-hoian-atm-cam-chau,Có ATM gần Cẩm Châu không? / Is there an ATM near Cam Chau?,cityPhrase,explore-next,phrase,Cẩm Châu ở đâu?,audio-authored-cam-chau-o-dau-bfc3b06dc7
P2_planned_audio,viet-family-city-hoian-atm-cam-nam,Có ATM gần Cẩm Nam không? / Is there an ATM near Cam Nam?,cityPhrase,hero,hero,Có ATM gần Cẩm Nam không?,audio-authored-co-atm-gan-cam-nam-khong-bb1e23749e
P2_planned_audio,viet-family-city-hoian-atm-cam-nam,Có ATM gần Cẩm Nam không? / Is there an ATM near Cam Nam?,cityPhrase,explore-next,phrase,Cẩm Nam,audio-authored-cam-nam-c0265f2b60
P2_planned_audio,viet-family-city-hoian-atm-cam-nam,Có ATM gần Cẩm Nam không? / Is there an ATM near Cam Nam?,cityPhrase,explore-next,phrase,Đi Cẩm Nam,audio-authored-di-cam-nam-0c90657f30
P2_planned_audio,viet-family-city-hoian-atm-cam-nam,Có ATM gần Cẩm Nam không? / Is there an ATM near Cam Nam?,cityPhrase,explore-next,phrase,Dừng ở Cẩm Nam,audio-authored-dung-o-cam-nam-41b3a8c608
P2_planned_audio,viet-family-city-hoian-atm-cam-nam,Có ATM gần Cẩm Nam không? / Is there an ATM near Cam Nam?,cityPhrase,explore-next,phrase,Cẩm Nam ở đâu?,audio-authored-cam-nam-o-dau-b6a67bb236
P2_planned_audio,viet-family-city-hoian-atm-cam-thanh-coconut-village,Có ATM gần Làng dừa Cẩm Thanh không? / Is there an ATM near Cam Thanh Coconut Village?,cityPhrase,hero,hero,Có ATM gần Làng dừa Cẩm Thanh không?,audio-authored-co-atm-gan-lang-dua-cam-thanh-khong-183ce98886
P2_planned_audio,viet-family-city-hoian-atm-cam-thanh-coconut-village,Có ATM gần Làng dừa Cẩm Thanh không? / Is there an ATM near Cam Thanh Coconut Village?,cityPhrase,explore-next,phrase,Làng dừa Cẩm Thanh,audio-authored-lang-dua-cam-thanh-b392e21530
P2_planned_audio,viet-family-city-hoian-atm-cam-thanh-coconut-village,Có ATM gần Làng dừa Cẩm Thanh không? / Is there an ATM near Cam Thanh Coconut Village?,cityPhrase,explore-next,phrase,Đi Làng dừa Cẩm Thanh,audio-authored-di-lang-dua-cam-thanh-482baa591c
P2_planned_audio,viet-family-city-hoian-atm-cam-thanh-coconut-village,Có ATM gần Làng dừa Cẩm Thanh không? / Is there an ATM near Cam Thanh Coconut Village?,cityPhrase,explore-next,phrase,Dừng ở Làng dừa Cẩm Thanh,audio-authored-dung-o-lang-dua-cam-thanh-ad2e913815
P2_planned_audio,viet-family-city-hoian-atm-cam-thanh-coconut-village,Có ATM gần Làng dừa Cẩm Thanh không? / Is there an ATM near Cam Thanh Coconut Village?,cityPhrase,explore-next,phrase,Làng dừa Cẩm Thanh ở đâu?,audio-authored-lang-dua-cam-thanh-o-dau-23fad27aa2
P2_planned_audio,viet-family-city-hoian-atm-cao-lau-city,Ở đây có cao lầu không? / Do you have cao lau here?,cityPhrase,hero,hero,Ở đây có cao lầu không?,audio-authored-o-day-co-cao-lau-khong-a4556ef6fb
P2_planned_audio,viet-family-city-hoian-atm-cao-lau-city,Ở đây có cao lầu không? / Do you have cao lau here?,cityPhrase,explore-next,phrase,Cao lầu ở Hội An,audio-authored-cao-lau-o-hoi-an-60088f31fc
P2_planned_audio,viet-family-city-hoian-atm-cao-lau-city,Ở đây có cao lầu không? / Do you have cao lau here?,cityPhrase,explore-next,phrase,Tôi muốn ăn cao lầu ở Hội An,audio-authored-toi-muon-an-cao-lau-o-hoi-an-f70cc5e0b9
P2_planned_audio,viet-family-city-hoian-atm-cao-lau-city,Ở đây có cao lầu không? / Do you have cao lau here?,cityPhrase,explore-next,phrase,Ăn cao lầu ở đâu?,audio-authored-an-cao-lau-o-dau-560d9e6f49
P2_planned_audio,viet-family-city-hoian-atm-cao-lau-city,Ở đây có cao lầu không? / Do you have cao lau here?,cityPhrase,explore-next,phrase,Cho tôi cao lầu,audio-authored-cho-toi-cao-lau-ab019a52e2
P2_planned_audio,viet-family-city-hoian-atm-cao-lau-city,Ở đây có cao lầu không? / Do you have cao lau here?,cityPhrase,explore-next,phrase,Ở đâu có cao lầu?,audio-authored-o-dau-co-cao-lau-9bb550ad37
P2_planned_audio,viet-family-city-hoian-atm-cham-islands,Có ATM gần Cù Lao Chàm không? / Is there an ATM near Cham Islands?,cityPhrase,hero,hero,Có ATM gần Cù Lao Chàm không?,audio-authored-co-atm-gan-cu-lao-cham-khong-bbd489c9cd
P2_planned_audio,viet-family-city-hoian-atm-cham-islands,Có ATM gần Cù Lao Chàm không? / Is there an ATM near Cham Islands?,cityPhrase,explore-next,phrase,Cù Lao Chàm,audio-authored-cu-lao-cham-a56d294df0
P2_planned_audio,viet-family-city-hoian-atm-cham-islands,Có ATM gần Cù Lao Chàm không? / Is there an ATM near Cham Islands?,cityPhrase,explore-next,phrase,Đi Cù Lao Chàm,audio-authored-di-cu-lao-cham-21d0e2404b
P2_planned_audio,viet-family-city-hoian-atm-cham-islands,Có ATM gần Cù Lao Chàm không? / Is there an ATM near Cham Islands?,cityPhrase,explore-next,phrase,Dừng ở Cù Lao Chàm,audio-authored-dung-o-cu-lao-cham-37ac263681
P2_planned_audio,viet-family-city-hoian-atm-cham-islands,Có ATM gần Cù Lao Chàm không? / Is there an ATM near Cham Islands?,cityPhrase,explore-next,phrase,Cù Lao Chàm ở đâu?,audio-authored-cu-lao-cham-o-dau-fa6f6aeaa8
P2_planned_audio,viet-family-city-hoian-atm-cua-dai-beach,Có ATM gần Biển Cửa Đại không? / Is there an ATM near Cua Dai Beach?,cityPhrase,hero,hero,Có ATM gần Biển Cửa Đại không?,audio-authored-co-atm-gan-bien-cua-dai-khong-631d6df778
P2_planned_audio,viet-family-city-hoian-atm-cua-dai-beach,Có ATM gần Biển Cửa Đại không? / Is there an ATM near Cua Dai Beach?,cityPhrase,explore-next,phrase,Biển Cửa Đại,audio-authored-bien-cua-dai-973f406ec5
P2_planned_audio,viet-family-city-hoian-atm-cua-dai-beach,Có ATM gần Biển Cửa Đại không? / Is there an ATM near Cua Dai Beach?,cityPhrase,explore-next,phrase,Đi biển Cửa Đại,audio-authored-di-bien-cua-dai-e497168dbe
P2_planned_audio,viet-family-city-hoian-atm-cua-dai-beach,Có ATM gần Biển Cửa Đại không? / Is there an ATM near Cua Dai Beach?,cityPhrase,explore-next,phrase,Dừng ở Biển Cửa Đại,audio-authored-dung-o-bien-cua-dai-f4c0c8a0ec
P2_planned_audio,viet-family-city-hoian-atm-cua-dai-beach,Có ATM gần Biển Cửa Đại không? / Is there an ATM near Cua Dai Beach?,cityPhrase,explore-next,phrase,Biển Cửa Đại ở đâu?,audio-authored-bien-cua-dai-o-dau-ade158cd36
P2_planned_audio,viet-family-city-hoian-atm-faifo-coffee,Có ATM gần Faifo Coffee không? / Is there an ATM near Faifo Coffee?,cityPhrase,hero,hero,Có ATM gần Faifo Coffee không?,audio-authored-co-atm-gan-faifo-coffee-khong-09682a8352
P2_planned_audio,viet-family-city-hoian-atm-faifo-coffee,Có ATM gần Faifo Coffee không? / Is there an ATM near Faifo Coffee?,cityPhrase,explore-next,phrase,Faifo Coffee,audio-authored-faifo-coffee-7e9cf20535
P2_planned_audio,viet-family-city-hoian-atm-faifo-coffee,Có ATM gần Faifo Coffee không? / Is there an ATM near Faifo Coffee?,cityPhrase,explore-next,phrase,Đi Faifo Coffee,audio-authored-di-faifo-coffee-e94546be15
P2_planned_audio,viet-family-city-hoian-atm-faifo-coffee,Có ATM gần Faifo Coffee không? / Is there an ATM near Faifo Coffee?,cityPhrase,explore-next,phrase,Dừng ở Faifo Coffee,audio-authored-dung-o-faifo-coffee-7681bd356b
P2_planned_audio,viet-family-city-hoian-atm-faifo-coffee,Có ATM gần Faifo Coffee không? / Is there an ATM near Faifo Coffee?,cityPhrase,explore-next,phrase,Faifo Coffee ở đâu?,audio-authored-faifo-coffee-o-dau-82ba7bcb2d
P2_planned_audio,viet-family-city-hoian-atm-fujian-assembly-hall,Có ATM gần Hội quán Phúc Kiến không? / Is there an ATM near Fujian Assembly Hall?,cityPhrase,hero,hero,Có ATM gần Hội quán Phúc Kiến không?,audio-authored-co-atm-gan-hoi-quan-phuc-kien-khong-c48fa64669
P2_planned_audio,viet-family-city-hoian-atm-fujian-assembly-hall,Có ATM gần Hội quán Phúc Kiến không? / Is there an ATM near Fujian Assembly Hall?,cityPhrase,explore-next,phrase,Hội quán Phúc Kiến,audio-authored-hoi-quan-phuc-kien-9b940f7920
P2_planned_audio,viet-family-city-hoian-atm-fujian-assembly-hall,Có ATM gần Hội quán Phúc Kiến không? / Is there an ATM near Fujian Assembly Hall?,cityPhrase,explore-next,phrase,Đi Hội quán Phúc Kiến,audio-authored-di-hoi-quan-phuc-kien-8c61f7c965
P2_planned_audio,viet-family-city-hoian-atm-fujian-assembly-hall,Có ATM gần Hội quán Phúc Kiến không? / Is there an ATM near Fujian Assembly Hall?,cityPhrase,explore-next,phrase,Dừng ở Hội quán Phúc Kiến,audio-authored-dung-o-hoi-quan-phuc-kien-09a071f436
P2_planned_audio,viet-family-city-hoian-atm-fujian-assembly-hall,Có ATM gần Hội quán Phúc Kiến không? / Is there an ATM near Fujian Assembly Hall?,cityPhrase,explore-next,phrase,Hội quán Phúc Kiến ở đâu?,audio-authored-hoi-quan-phuc-kien-o-dau-90c14fc345
P2_planned_audio,viet-family-city-hoian-atm-hoai-river,Có ATM gần Sông Hoài không? / Is there an ATM near Hoai River?,cityPhrase,hero,hero,Có ATM gần Sông Hoài không?,audio-authored-co-atm-gan-song-hoai-khong-9ff5a5a909
P2_planned_audio,viet-family-city-hoian-atm-hoai-river,Có ATM gần Sông Hoài không? / Is there an ATM near Hoai River?,cityPhrase,explore-next,phrase,Sông Hoài,audio-authored-song-hoai-b43d44c10a
P2_planned_audio,viet-family-city-hoian-atm-hoai-river,Có ATM gần Sông Hoài không? / Is there an ATM near Hoai River?,cityPhrase,explore-next,phrase,Đi Sông Hoài,audio-authored-di-song-hoai-f4b404e0fa
P2_planned_audio,viet-family-city-hoian-atm-hoai-river,Có ATM gần Sông Hoài không? / Is there an ATM near Hoai River?,cityPhrase,explore-next,phrase,Dừng ở sông Hoài,audio-authored-dung-o-song-hoai-383e249ccb
P2_planned_audio,viet-family-city-hoian-atm-hoai-river,Có ATM gần Sông Hoài không? / Is there an ATM near Hoai River?,cityPhrase,explore-next,phrase,Sông Hoài ở đâu?,audio-authored-song-hoai-o-dau-530eec1688
P2_planned_audio,viet-family-city-hoian-atm-market,Có ATM gần chợ Hội An không? / Is there an ATM near Hoi An Market?,cityPhrase,hero,hero,Có ATM gần chợ Hội An không?,audio-authored-co-atm-gan-cho-hoi-an-khong-ac7d15a3d9
P2_planned_audio,viet-family-city-hoian-atm-market,Có ATM gần chợ Hội An không? / Is there an ATM near Hoi An Market?,cityPhrase,explore-next,phrase,Chợ Hội An,audio-authored-cho-hoi-an-21c54be924
P2_planned_audio,viet-family-city-hoian-atm-market,Có ATM gần chợ Hội An không? / Is there an ATM near Hoi An Market?,cityPhrase,explore-next,phrase,Lối vào Chợ Hội An ở đâu?,audio-authored-loi-vao-cho-hoi-an-o-dau-9fe3f9c261
P2_planned_audio,viet-family-city-hoian-atm-market,Có ATM gần chợ Hội An không? / Is there an ATM near Hoi An Market?,cityPhrase,explore-next,phrase,Đi Chợ Hội An,audio-authored-di-cho-hoi-an-57e9673431
P2_planned_audio,viet-family-city-hoian-atm-market,Có ATM gần chợ Hội An không? / Is there an ATM near Hoi An Market?,cityPhrase,explore-next,phrase,Chợ Hội An gần đây không?,audio-authored-cho-hoi-an-gan-day-khong-496985d597
P2_planned_audio,viet-family-city-hoian-atm-market,Có ATM gần chợ Hội An không? / Is there an ATM near Hoi An Market?,cityPhrase,explore-next,phrase,Dừng ở Chợ Hội An,audio-authored-dung-o-cho-hoi-an-5fbe5198c4
P2_planned_audio,viet-family-city-hoian-entrance-nguyen-hoang-night-market,Lối vào Chợ đêm Nguyễn Hoàng ở đâu? / Where is the entrance to Nguyen Hoang Night Market?,cityPhrase,hero,hero,Lối vào Chợ đêm Nguyễn Hoàng ở đâu?,audio-authored-loi-vao-cho-dem-nguyen-hoang-o-dau-dc6392bfa7
P2_planned_audio,viet-family-city-hoian-entrance-nguyen-hoang-night-market,Lối vào Chợ đêm Nguyễn Hoàng ở đâu? / Where is the entrance to Nguyen Hoang Night Market?,cityPhrase,explore-next,phrase,Chợ đêm Nguyễn Hoàng,audio-authored-cho-dem-nguyen-hoang-a985d67a93
P2_planned_audio,viet-family-city-hoian-entrance-nguyen-hoang-night-market,Lối vào Chợ đêm Nguyễn Hoàng ở đâu? / Where is the entrance to Nguyen Hoang Night Market?,cityPhrase,explore-next,phrase,Đi Chợ đêm Nguyễn Hoàng,audio-authored-di-cho-dem-nguyen-hoang-4953a1db6c
P2_planned_audio,viet-family-city-hoian-entrance-nguyen-hoang-night-market,Lối vào Chợ đêm Nguyễn Hoàng ở đâu? / Where is the entrance to Nguyen Hoang Night Market?,cityPhrase,explore-next,phrase,Chợ đêm Nguyễn Hoàng gần đây không?,audio-authored-cho-dem-nguyen-hoang-gan-day-khong-0f5b8e2a97
P2_planned_audio,viet-family-city-hoian-entrance-nguyen-hoang-night-market,Lối vào Chợ đêm Nguyễn Hoàng ở đâu? / Where is the entrance to Nguyen Hoang Night Market?,cityPhrase,explore-next,phrase,Dừng ở Chợ đêm Nguyễn Hoàng,audio-authored-dung-o-cho-dem-nguyen-hoang-bcb97b9f73
P2_planned_audio,viet-family-city-hoian-entrance-nguyen-hoang-night-market,Lối vào Chợ đêm Nguyễn Hoàng ở đâu? / Where is the entrance to Nguyen Hoang Night Market?,cityPhrase,explore-next,phrase,Chợ đêm Nguyễn Hoàng ở đâu?,audio-authored-cho-dem-nguyen-hoang-o-dau-f0439026ac
P2_planned_audio,viet-family-city-hoian-go-japanese-bridge,Đi Chùa Cầu / Go to the Japanese Covered Bridge,cityPhrase,hero,hero,Đi Chùa Cầu,audio-authored-di-chua-cau-e3f3d1b0ab
