patch_id,page_id,phrase_id,review_status,import_approval,operation,target_id,target_order,current_value,proposed_value,reason_for_change,new_linked_phrase_required,canonical_target_id,audio_policy,asset_policy,validator_rule,jojo_question
B001-REL-069,viet-phrase-city-danang-place-marble-mountains,city-danang-place-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:0c3943f768642f60,0,"{""target_id"":""viet-phrase-city-danang-time-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-time-marble-mountains"",""relation_type"":""see_also"",""display_label"":""Use it with"",""reason"":""Authored Use it with row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-time-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-time-marble-mountains"",""display_label"":""Use it with"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-time-marble-mountains,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-070,viet-phrase-city-danang-place-marble-mountains,city-danang-place-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:175c580fd041a145,0,"{""target_id"":""viet-phrase-city-danang-go-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-go-marble-mountains"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-go-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-go-marble-mountains"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-go-marble-mountains,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-071,viet-phrase-city-danang-place-marble-mountains,city-danang-place-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:65cfb9aaf66c6602,0,"{""target_id"":""viet-phrase-city-danang-go-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-go-dragon-bridge"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-go-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-go-dragon-bridge"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-go-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-072,viet-phrase-city-danang-place-marble-mountains,city-danang-place-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:a14a566cedb11d6c,0,"{""target_id"":""viet-phrase-city-danang-ticket-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-ticket-marble-mountains"",""relation_type"":""see_also"",""display_label"":""Quick say"",""reason"":""Authored Quick say row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-ticket-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-ticket-marble-mountains"",""display_label"":""Quick say"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-city-danang-ticket-marble-mountains,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-073,viet-phrase-city-danang-place-marble-mountains,city-danang-place-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:aa8727f9dd8c34a5,0,"{""target_id"":""viet-phrase-v500-sigh-acti-where-is-the-entrance"",""target_page_id"":""viet-phrase-v500-sigh-acti-where-is-the-entrance"",""relation_type"":""see_also"",""display_label"":""Key phrases"",""reason"":""Authored Key phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-v500-sigh-acti-where-is-the-entrance"",""target_page_id"":""viet-phrase-v500-sigh-acti-where-is-the-entrance"",""display_label"":""Key phrases"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-v500-sigh-acti-where-is-the-entrance,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-074,viet-phrase-city-danang-place-marble-mountains,city-danang-place-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:2b54468663b470f8,1,"{""target_id"":""viet-phrase-city-danang-stop-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-stop-marble-mountains"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-stop-marble-mountains"",""target_page_id"":""viet-phrase-city-danang-stop-marble-mountains"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-stop-marble-mountains,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-075,viet-phrase-city-danang-place-marble-mountains,city-danang-place-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:8429c1df0bd87bf7,1,"{""target_id"":""viet-phrase-ves-where-driver-waits"",""target_page_id"":""viet-phrase-ves-where-driver-waits"",""relation_type"":""see_also"",""display_label"":""Key phrases"",""reason"":""Authored Key phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-where-driver-waits"",""target_page_id"":""viet-phrase-ves-where-driver-waits"",""display_label"":""Key phrases"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-ves-where-driver-waits,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-076,viet-phrase-city-danang-place-marble-mountains,city-danang-place-marble-mountains,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:44e14c640157a717,2,"{""target_id"":""viet-phrase-ves-call-taxi-for-me"",""target_page_id"":""viet-phrase-ves-call-taxi-for-me"",""relation_type"":""see_also"",""display_label"":""Key phrases"",""reason"":""Authored Key phrases row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-call-taxi-for-me"",""target_page_id"":""viet-phrase-ves-call-taxi-for-me"",""display_label"":""Key phrases"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-ves-call-taxi-for-me,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-077,viet-phrase-city-danang-place-son-tra,city-danang-place-son-tra,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:11f93751b49f2243,0,"{""target_id"":""viet-phrase-city-danang-go-son-tra"",""target_page_id"":""viet-phrase-city-danang-go-son-tra"",""relation_type"":""see_also"",""display_label"":""Quick say"",""reason"":""Authored Quick say row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-go-son-tra"",""target_page_id"":""viet-phrase-city-danang-go-son-tra"",""display_label"":""Quick say"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-go-son-tra,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-078,viet-phrase-city-danang-place-son-tra,city-danang-place-son-tra,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:1d81f49ae2281ce7,0,"{""target_id"":""viet-phrase-city-danang-go-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-go-dragon-bridge"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-go-dragon-bridge"",""target_page_id"":""viet-phrase-city-danang-go-dragon-bridge"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-go-dragon-bridge,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-079,viet-phrase-city-danang-place-son-tra,city-danang-place-son-tra,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:2ef2ef424f7f5366,0,"{""target_id"":""viet-phrase-city-danang-place-apec-park"",""target_page_id"":""viet-phrase-city-danang-place-apec-park"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-place-apec-park"",""target_page_id"":""viet-phrase-city-danang-place-apec-park"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-place-apec-park,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-080,viet-phrase-city-danang-place-son-tra,city-danang-place-son-tra,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:f8bec21349310ad4,0,"{""target_id"":""viet-phrase-city-danang-where-linh-ung"",""target_page_id"":""viet-phrase-city-danang-where-linh-ung"",""relation_type"":""see_also"",""display_label"":""Use it with"",""reason"":""Authored Use it with row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-where-linh-ung"",""target_page_id"":""viet-phrase-city-danang-where-linh-ung"",""display_label"":""Use it with"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-city-danang-where-linh-ung,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-081,viet-phrase-city-danang-place-son-tra,city-danang-place-son-tra,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:4e4402c4b21c2a4e,1,"{""target_id"":""viet-phrase-city-danang-place-asia-park"",""target_page_id"":""viet-phrase-city-danang-place-asia-park"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-place-asia-park"",""target_page_id"":""viet-phrase-city-danang-place-asia-park"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-place-asia-park,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-082,viet-phrase-city-danang-place-son-tra,city-danang-place-son-tra,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:89cb937b74146c2b,1,"{""target_id"":""viet-phrase-city-danang-near-my-khe"",""target_page_id"":""viet-phrase-city-danang-near-my-khe"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-near-my-khe"",""target_page_id"":""viet-phrase-city-danang-near-my-khe"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-near-my-khe,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-083,viet-phrase-city-danang-place-son-tra,city-danang-place-son-tra,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:af08c6369efaa317,1,"{""target_id"":""viet-phrase-ves-can-you-wait-here"",""target_page_id"":""viet-phrase-ves-can-you-wait-here"",""relation_type"":""see_also"",""display_label"":""Use it with"",""reason"":""Authored Use it with row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-can-you-wait-here"",""target_page_id"":""viet-phrase-ves-can-you-wait-here"",""display_label"":""Use it with"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-ves-can-you-wait-here,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-084,viet-phrase-city-danang-place-son-tra,city-danang-place-son-tra,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:3209ef72dbf17988,2,"{""target_id"":""viet-phrase-ves-what-time-come-back"",""target_page_id"":""viet-phrase-ves-what-time-come-back"",""relation_type"":""see_also"",""display_label"":""Use it with"",""reason"":""Authored Use it with row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-what-time-come-back"",""target_page_id"":""viet-phrase-ves-what-time-come-back"",""display_label"":""Use it with"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-ves-what-time-come-back,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-085,viet-phrase-city-danang-place-bach-dang-street,city-danang-place-bach-dang-street,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:1b0c7a5f94d7b448,0,"{""target_id"":""viet-phrase-ves-to-bach-dang-street"",""target_page_id"":""viet-phrase-ves-to-bach-dang-street"",""relation_type"":""see_also"",""display_label"":""Show the driver"",""reason"":""Authored Show the driver row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-to-bach-dang-street"",""target_page_id"":""viet-phrase-ves-to-bach-dang-street"",""display_label"":""Show the driver"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-ves-to-bach-dang-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-086,viet-phrase-city-danang-place-bach-dang-street,city-danang-place-bach-dang-street,REVIEW_ONLY,REVIEW_ONLY,DEMOTE_RELATION_REVIEW_ONLY,relation:4f96d0ffd969b242,0,"{""target_id"":""viet-phrase-city-danang-atm-bach-dang-street"",""target_page_id"":""viet-phrase-city-danang-atm-bach-dang-street"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-atm-bach-dang-street"",""target_page_id"":""viet-phrase-city-danang-atm-bach-dang-street"",""display_label"":""Explore next"",""relation_type"":""see_also"",""sort_order"":90,""suppress"":false}",ATM help is secondary to the core page task.,,viet-phrase-city-danang-atm-bach-dang-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-087,viet-phrase-city-danang-place-bach-dang-street,city-danang-place-bach-dang-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:7148069791a7886c,0,"{""target_id"":""viet-phrase-city-danang-near-bach-dang-street"",""target_page_id"":""viet-phrase-city-danang-near-bach-dang-street"",""relation_type"":""see_also"",""display_label"":""Use it with"",""reason"":""Authored Use it with row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-near-bach-dang-street"",""target_page_id"":""viet-phrase-city-danang-near-bach-dang-street"",""display_label"":""Use it with"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-near-bach-dang-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-088,viet-phrase-city-danang-place-bach-dang-street,city-danang-place-bach-dang-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:c9a87b426875f52b,0,"{""target_id"":""viet-phrase-ves-is-this-bach-dang-street"",""target_page_id"":""viet-phrase-ves-is-this-bach-dang-street"",""relation_type"":""see_also"",""display_label"":""Confirm"",""reason"":""Authored Confirm row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-is-this-bach-dang-street"",""target_page_id"":""viet-phrase-ves-is-this-bach-dang-street"",""display_label"":""Confirm"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-ves-is-this-bach-dang-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-089,viet-phrase-city-danang-place-bach-dang-street,city-danang-place-bach-dang-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:de133485f41c9eee,0,"{""target_id"":""viet-phrase-city-danang-stop-bach-dang-street"",""target_page_id"":""viet-phrase-city-danang-stop-bach-dang-street"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-stop-bach-dang-street"",""target_page_id"":""viet-phrase-city-danang-stop-bach-dang-street"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-stop-bach-dang-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-090,viet-phrase-city-danang-place-bach-dang-street,city-danang-place-bach-dang-street,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:eb011e6fe1247abb,0,"{""target_id"":""viet-phrase-ves-drop-me-off-here"",""target_page_id"":""viet-phrase-ves-drop-me-off-here"",""relation_type"":""see_also"",""display_label"":""Drop off"",""reason"":""Authored Drop off row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-drop-me-off-here"",""target_page_id"":""viet-phrase-ves-drop-me-off-here"",""display_label"":""Drop off"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-ves-drop-me-off-here,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-091,viet-phrase-city-danang-place-bach-dang-street,city-danang-place-bach-dang-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:c164be62ac974edb,1,"{""target_id"":""viet-phrase-city-danang-bach-dang-route"",""target_page_id"":""viet-phrase-city-danang-bach-dang-route"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-bach-dang-route"",""target_page_id"":""viet-phrase-city-danang-bach-dang-route"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-bach-dang-route,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-092,viet-phrase-city-danang-place-bach-dang-street,city-danang-place-bach-dang-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:dbcd5228b79056a4,2,"{""target_id"":""viet-phrase-city-danang-eat-near-bach-dang-street"",""target_page_id"":""viet-phrase-city-danang-eat-near-bach-dang-street"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-eat-near-bach-dang-street"",""target_page_id"":""viet-phrase-city-danang-eat-near-bach-dang-street"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-eat-near-bach-dang-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-093,viet-phrase-city-danang-place-nguyen-van-linh-street,city-danang-place-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:6c70352f545ac17d,0,"{""target_id"":""viet-phrase-ves-is-this-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-ves-is-this-nguyen-van-linh-street"",""relation_type"":""see_also"",""display_label"":""Confirm"",""reason"":""Authored Confirm row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-is-this-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-ves-is-this-nguyen-van-linh-street"",""display_label"":""Confirm"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-ves-is-this-nguyen-van-linh-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-094,viet-phrase-city-danang-place-nguyen-van-linh-street,city-danang-place-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:6e4c1dae9d05e3c8,0,"{""target_id"":""viet-phrase-ves-to-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-ves-to-nguyen-van-linh-street"",""relation_type"":""see_also"",""display_label"":""Show the driver"",""reason"":""Authored Show the driver row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-to-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-ves-to-nguyen-van-linh-street"",""display_label"":""Show the driver"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-ves-to-nguyen-van-linh-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-095,viet-phrase-city-danang-place-nguyen-van-linh-street,city-danang-place-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:6e79165f99a56feb,0,"{""target_id"":""viet-phrase-city-danang-go-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-go-nguyen-van-linh-street"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-go-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-go-nguyen-van-linh-street"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-go-nguyen-van-linh-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-096,viet-phrase-city-danang-place-nguyen-van-linh-street,city-danang-place-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,PROMOTE_RELATION_REVIEW_ONLY,relation:8186a0e73fb34849,0,"{""target_id"":""viet-phrase-city-danang-where-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-where-nguyen-van-linh-street"",""relation_type"":""see_also"",""display_label"":""Use it with"",""reason"":""Authored Use it with row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-where-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-where-nguyen-van-linh-street"",""display_label"":""Use it with"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",This relation supports the traveler’s next likely action.,,viet-phrase-city-danang-where-nguyen-van-linh-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-097,viet-phrase-city-danang-place-nguyen-van-linh-street,city-danang-place-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:9be2c5997f2c1b5c,0,"{""target_id"":""viet-phrase-ves-not-right-place"",""target_page_id"":""viet-phrase-ves-not-right-place"",""relation_type"":""see_also"",""display_label"":""Wrong place"",""reason"":""Authored Wrong place row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-not-right-place"",""target_page_id"":""viet-phrase-ves-not-right-place"",""display_label"":""Wrong place"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-ves-not-right-place,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-098,viet-phrase-city-danang-place-nguyen-van-linh-street,city-danang-place-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:bc3e0def63d17158,0,"{""target_id"":""viet-phrase-city-danang-bach-dang-route"",""target_page_id"":""viet-phrase-city-danang-bach-dang-route"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-bach-dang-route"",""target_page_id"":""viet-phrase-city-danang-bach-dang-route"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-bach-dang-route,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-099,viet-phrase-city-danang-place-nguyen-van-linh-street,city-danang-place-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:56a5cc6cf8797736,1,"{""target_id"":""viet-phrase-city-danang-near-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-near-nguyen-van-linh-street"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-near-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-near-nguyen-van-linh-street"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":1,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-near-nguyen-van-linh-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-100,viet-phrase-city-danang-place-nguyen-van-linh-street,city-danang-place-nguyen-van-linh-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:979292305122a4ec,2,"{""target_id"":""viet-phrase-city-danang-stop-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-stop-nguyen-van-linh-street"",""relation_type"":""see_also"",""display_label"":""What it is"",""reason"":""Authored What it is row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-stop-nguyen-van-linh-street"",""target_page_id"":""viet-phrase-city-danang-stop-nguyen-van-linh-street"",""display_label"":""What it is"",""relation_type"":""see_also"",""sort_order"":2,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-stop-nguyen-van-linh-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-101,viet-phrase-city-danang-place-vo-nguyen-giap-street,city-danang-place-vo-nguyen-giap-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:7b2d4224d92e9abe,0,"{""target_id"":""viet-phrase-city-danang-near-bach-dang-street"",""target_page_id"":""viet-phrase-city-danang-near-bach-dang-street"",""relation_type"":""next_step_after"",""display_label"":""Explore next"",""reason"":""Authored Explore next row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-near-bach-dang-street"",""target_page_id"":""viet-phrase-city-danang-near-bach-dang-street"",""display_label"":""Explore next"",""relation_type"":""next_step_after"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-near-bach-dang-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-102,viet-phrase-city-danang-place-vo-nguyen-giap-street,city-danang-place-vo-nguyen-giap-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:8c3c967b935b8cec,0,"{""target_id"":""viet-phrase-ves-im-on-vo-nguyen-giap-street"",""target_page_id"":""viet-phrase-ves-im-on-vo-nguyen-giap-street"",""relation_type"":""see_also"",""display_label"":""Pickup"",""reason"":""Authored Pickup row links these phrase pages.""}","{""target_id"":""viet-phrase-ves-im-on-vo-nguyen-giap-street"",""target_page_id"":""viet-phrase-ves-im-on-vo-nguyen-giap-street"",""display_label"":""Pickup"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-ves-im-on-vo-nguyen-giap-street,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
B001-REL-103,viet-phrase-city-danang-place-vo-nguyen-giap-street,city-danang-place-vo-nguyen-giap-street,REVIEW_ONLY,REVIEW_ONLY,KEEP_RELATION_REVIEW_ONLY,relation:a5b976271a8b7e8a,0,"{""target_id"":""viet-phrase-city-danang-bach-dang-route"",""target_page_id"":""viet-phrase-city-danang-bach-dang-route"",""relation_type"":""see_also"",""display_label"":""Use it with"",""reason"":""Authored Use it with row links these phrase pages.""}","{""target_id"":""viet-phrase-city-danang-bach-dang-route"",""target_page_id"":""viet-phrase-city-danang-bach-dang-route"",""display_label"":""Use it with"",""relation_type"":""see_also"",""sort_order"":0,""suppress"":false}",Relation remains useful at current priority.,,viet-phrase-city-danang-bach-dang-route,NO_AUDIO_GENERATION_REUSE_OR_QUEUE,,,
